00ZH               20131030                                                                                   
0601ZHH1N       20140101001035100000005000 0100007220000696   
0601ZHH1N       20140101001040100000005000 0100007310000701   
0601ZHH1N       20140101001045100000005000 0100007400000706   
0601ZHH1N       20140101001050100000005000 0100007480000711   
0601ZHH1N       20140101001055100000005000 0100007560000715   
0601ZHH1N       20140101001060100000005000 0100007650000720   
0601ZHH1N       20140101001065100000005000 0100007740000725   
0601ZHH1N       20140101001070100000005000 0100007820000729   
0601ZHH1N       20140101001075100000005000 0100007910000734   
0601ZHH1N       20140101001080100000005000 0100007990000738   
0601ZHH1N       20140101001085100000005000 0100008070000742   
0601ZHH1N       20140101001090100000005000 0100008170000748   
0601ZHH1N       20140101001095100000005000 0100008250000752   
0601ZHH1N       20140101001100100000005000 0100008330000756   
0601ZHH1N       20140101001105100000005000 0100008420000760   
0601ZHH1N       20140101001110100000005000 0100008510000765   
0601ZHH1N       20140101001115100000005000 0100008590000769   
0601ZHH1N       20140101001120100000005000 0100008670000772   
0601ZHH1N       20140101001125100000005000 0100008760000777   
0601ZHH1N       20140101001130100000005000 0100008850000781   
0601ZHH1N       20140101001135100000005000 0100008940000786   
0601ZHH1N       20140101001140100000005000 0100009030000790   
0601ZHH1N       20140101001145100000005000 0100009120000795   
0601ZHH1N       20140101001150100000005000 0100009230000801   
0601ZHH1N       20140101001155100000005000 0100009320000805   
0601ZHH1N       20140101001160100000005000 0100009420000810   
0601ZHH1N       20140101001165100000005000 0100009510000815   
0601ZHH1N       20140101001170100000005000 0100009630000821   
0601ZHH1N       20140101001175100000005000 0100009720000825   
0601ZHH1N       20140101001180100000005000 0100009820000830   
0601ZHH1N       20140101001185100000005000 0100009920000835   
0601ZHH1N       20140101001190100000005000 0100010030000841   
0601ZHH1N       20140101001195100000005000 0100010120000845   
0601ZHH1N       20140101001200100000005000 0100010220000850   
0601ZHH1N       20140101001205100000005000 0100010320000855   
0601ZHH1N       20140101001210100000005000 0100010430000860   
0601ZHH1N       20140101001215100000005000 0100010520000864   
0601ZHH1N       20140101001220100000005000 0100010620000869   
0601ZHH1N       20140101001225100000005000 0100010710000873   
0601ZHH1N       20140101001230100000005000 0100010810000877   
0601ZHH1N       20140101001235100000005000 0100010920000882   
0601ZHH1N       20140101001240100000005000 0100011020000887   
0601ZHH1N       20140101001245100000005000 0100011120000891   
0601ZHH1N       20140101001250100000005000 0100011210000895   
0601ZHH1N       20140101001255100000005000 0100011320000900   
0601ZHH1N       20140101001260100000005000 0100011430000905   
0601ZHH1N       20140101001265100000005000 0100011530000910   
0601ZHH1N       20140101001270100000005000 0100011620000913   
0601ZHH1N       20140101001275100000005000 0100011740000919   
0601ZHH1N       20140101001280100000005000 0100011840000923   
0601ZHH1N       20140101001285100000005000 0100011940000927   
0601ZHH1N       20140101001290100000005000 0100012050000932   
0601ZHH1N       20140101001295100000005000 0100012160000937   
0601ZHH1N       20140101001300100000005000 0100012260000941   
0601ZHH1N       20140101001305100000005000 0100012360000945   
0601ZHH1N       20140101001310100000005000 0100012460000949   
0601ZHH1N       20140101001315100000005000 0100012570000954   
0601ZHH1N       20140101001320100000005000 0100012680000959   
0601ZHH1N       20140101001325100000005000 0100012780000963   
0601ZHH1N       20140101001330100000005000 0100012880000967   
0601ZHH1N       20140101001335100000005000 0100013000000972   
0601ZHH1N       20140101001340100000005000 0100013100000976   
0601ZHH1N       20140101001345100000005000 0100013200000980   
0601ZHH1N       20140101001350100000005000 0100013310000984   
0601ZHH1N       20140101001355100000005000 0100013410000988   
0601ZHH1N       20140101001360100000005000 0100013530000993   
0601ZHH1N       20140101001365100000005000 0100013640000997   
0601ZHH1N       20140101001370100000005000 0100013740001001   
0601ZHH1N       20140101001375100000005000 0100013840001005   
0601ZHH1N       20140101001380100000005000 0100013970001010   
0601ZHH1N       20140101001385100000005000 0100014070001014   
0601ZHH1N       20140101001390100000005000 0100014170001018   
0601ZHH1N       20140101001395100000005000 0100014280001022   
0601ZHH1N       20140101001400100000005000 0100014400001027   
0601ZHH1N       20140101001405100000005000 0100014500001030   
0601ZHH1N       20140101001410100000005000 0100014610001034   
0601ZHH1N       20140101001415100000005000 0100014720001038   
0601ZHH1N       20140101001420100000005000 0100014840001043   
0601ZHH1N       20140101001425100000005000 0100014950001047   
0601ZHH1N       20140101001430100000005000 0100015060001051   
0601ZHH1N       20140101001435100000005000 0100015180001056   
0601ZHH1N       20140101001440100000005000 0100015320001062   
0601ZHH1N       20140101001445100000005000 0100015430001066   
0601ZHH1N       20140101001450100000005000 0100015550001071   
0601ZHH1N       20140101001455100000005000 0100015670001075   
0601ZHH1N       20140101001460100000005000 0100015800001080   
0601ZHH1N       20140101001465100000005000 0100015920001085   
0601ZHH1N       20140101001470100000005000 0100016050001090   
0601ZHH1N       20140101001475100000005000 0100016170001094   
0601ZHH1N       20140101001480100000005000 0100016300001099   
0601ZHH1N       20140101001485100000005000 0100016430001105   
0601ZHH1N       20140101001490100000005000 0100016550001109   
0601ZHH1N       20140101001495100000005000 0100016670001113   
0601ZHH1N       20140101001500100000005000 0100016800001118   
0601ZHH1N       20140101001505100000005000 0100016940001124   
0601ZHH1N       20140101001510100000005000 0100017060001128   
0601ZHH1N       20140101001515100000005000 0100017200001133   
0601ZHH1N       20140101001520100000005000 0100017320001138   
0601ZHH1N       20140101001525100000005000 0100017470001144   
0601ZHH1N       20140101001530100000005000 0100017600001148   
0601ZHH1N       20140101001535100000005000 0100017730001153   
0601ZHH1N       20140101001540100000005000 0100017860001158   
0601ZHH1N       20140101001545100000005000 0100018020001164   
0601ZHH1N       20140101001550100000005000 0100018150001169   
0601ZHH1N       20140101001555100000005000 0100018290001174   
0601ZHH1N       20140101001560100000005000 0100018420001179   
0601ZHH1N       20140101001565100000005000 0100018580001185   
0601ZHH1N       20140101001570100000005000 0100018710001190   
0601ZHH1N       20140101001575100000005000 0100018850001195   
0601ZHH1N       20140101001580100000005000 0100018990001200   
0601ZHH1N       20140101001585100000005000 0100019140001206   
0601ZHH1N       20140101001590100000005000 0100019270001210   
0601ZHH1N       20140101001595100000005000 0100019410001215   
0601ZHH1N       20140101001600100000200000 0100000000001306   
0601ZHH1N       20140101001800100000200000 0100000000001467   
0601ZHH1N       20140101002000100000500000 0100000000001702   
0601ZHH1N       20140101002500100000500000 0100000000001958   
0601ZHH1N       20140101003000100000500000 0100000000002160   
0601ZHH1N       20140101003500100000500000 0100000000002324   
0601ZHH1N       20140101004000100000500000 0100000000002466   
0601ZHH1N       20140101004500100000500000 0100000000002579   
0601ZHH1N       20140101005000100005000000 0100000000002929   
0601ZHH1N       20140101010000100005000000 0100000000003061   
0601ZHH2N       20140101000000100000080000 0200000020000026   
0601ZHH2N       20140101000080100000005000 0200000020000024   
0601ZHH2N       20140101000085100000005000 0200000020000023   
0601ZHH2N       20140101000090100000005000 0200000020000022   
0601ZHH2N       20140101000095100000005000 0200000020000021   
0601ZHH2N       20140101000100100000005000 0200000020000020   
0601ZHH2N       20140101000105100000005000 0200000020000019   
0601ZHH2N       20140101000110100000005000 0200000020000018   
0601ZHH2N       20140101000115100000005000 0200000020000017   
0601ZHH2N       20140101000120100000005000 0200000020000016   
0601ZHH2N       20140101000125100000005000 0200000020000016   
0601ZHH2N       20140101000130100000005000 0200000020000015   
0601ZHH2N       20140101000135100000005000 0200000020000015   
0601ZHH2N       20140101000140100000005000 0200000020000014   
0601ZHH2N       20140101000145100000005000 0200000020000014   
0601ZHH2N       20140101000150100000005000 0200000020000013   
0601ZHH2N       20140101000155100000005000 0200000020000013   
0601ZHH2N       20140101000160100000005000 0200000020000012   
0601ZHH2N       20140101000165100000005000 0200000020000012   
0601ZHH2N       20140101000170100000005000 0200000020000012   
0601ZHH2N       20140101000175100000005000 0200000020000011   
0601ZHH2N       20140101000180100000005000 0200000020000011   
0601ZHH2N       20140101000185100000005000 0200000020000011   
0601ZHH2N       20140101000190100000005000 0200000020000010   
0601ZHH2N       20140101000195100000005000 0200000020000010   
0601ZHH2N       20140101000200100000005000 0200000020000010   
0601ZHH2N       20140101000205100000005000 0200000020000010   
0601ZHH2N       20140101000210100000005000 0200000020000009   
0601ZHH2N       20140101000215100000005000 0200000020000009   
0601ZHH2N       20140101000220100000005000 0200000020000009   
0601ZHH2N       20140101000225100000005000 0200000020000009   
0601ZHH2N       20140101000230100000005000 0200000020000009   
0601ZHH2N       20140101000235100000005000 0200000020000008   
0601ZHH2N       20140101000240100000005000 0200000020000008   
0601ZHH2N       20140101000245100000005000 0200000020000008   
0601ZHH2N       20140101000250100000005000 0200000020000008   
0601ZHH2N       20140101000255100000005000 0200000020000008   
0601ZHH2N       20140101000260100000005000 0200000020000008   
0601ZHH2N       20140101000265100000005000 0200000020000007   
0601ZHH2N       20140101000270100000005000 0200000020000007   
0601ZHH2N       20140101000275100000005000 0200000020000007   
0601ZHH2N       20140101000280100000005000 0200000020000007   
0601ZHH2N       20140101000285100000005000 0200000020000007   
0601ZHH2N       20140101000290100000005000 0200000020000007   
0601ZHH2N       20140101000295100000005000 0200000020000007   
0601ZHH2N       20140101000300100000005000 0200000020000007   
0601ZHH2N       20140101000305100000005000 0200000020000007   
0601ZHH2N       20140101000310100000005000 0200000020000006   
0601ZHH2N       20140101000315100000005000 0200000020000006   
0601ZHH2N       20140101000320100000005000 0200000020000006   
0601ZHH2N       20140101000325100000005000 0200000020000006   
0601ZHH2N       20140101000330100000005000 0200000020000006   
0601ZHH2N       20140101000335100000005000 0200000020000006   
0601ZHH2N       20140101000340100000005000 0200000020000006   
0601ZHH2N       20140101000345100000005000 0200000020000006   
0601ZHH2N       20140101000350100000005000 0200000020000006   
0601ZHH2N       20140101000355100000005000 0200000020000006   
0601ZHH2N       20140101000360100000005000 0200000020000006   
0601ZHH2N       20140101000365100000005000 0200000020000005   
0601ZHH2N       20140101000370100000005000 0200000020000005   
0601ZHH2N       20140101000375100000005000 0200000020000005   
0601ZHH2N       20140101000380100000005000 0200000020000005   
0601ZHH2N       20140101000385100000005000 0200000020000005   
0601ZHH2N       20140101000390100000005000 0200000020000005   
0601ZHH2N       20140101000395100000005000 0200000020000005   
0601ZHH2N       20140101000400100000005000 0200000020000005   
0601ZHH2N       20140101000405100000005000 0200000020000005   
0601ZHH2N       20140101000410100000005000 0200000020000005   
0601ZHH2N       20140101000415100000005000 0200000020000005   
0601ZHH2N       20140101000420100000005000 0200000020000005   
0601ZHH2N       20140101000425100000005000 0200000020000005   
0601ZHH2N       20140101000430100000005000 0200000040000009   
0601ZHH2N       20140101000435100000005000 0200000060000014   
0601ZHH2N       20140101000440100000005000 0200000080000018   
0601ZHH2N       20140101000445100000005000 0200000090000020   
0601ZHH2N       20140101000450100000005000 0200000110000024   
0601ZHH2N       20140101000455100000005000 0200000130000028   
0601ZHH2N       20140101000460100000005000 0200000150000032   
0601ZHH2N       20140101000465100000005000 0200000170000036   
0601ZHH2N       20140101000470100000005000 0200000180000038   
0601ZHH2N       20140101000475100000005000 0200000200000042   
0601ZHH2N       20140101000480100000005000 0200000220000046   
0601ZHH2N       20140101000485100000005000 0200000240000049   
0601ZHH2N       20140101000490100000005000 0200000270000055   
0601ZHH2N       20140101000495100000005000 0200000300000060   
0601ZHH2N       20140101000500100000005000 0200000320000064   
0601ZHH2N       20140101000505100000005000 0200000350000069   
0601ZHH2N       20140101000510100000005000 0200000370000072   
0601ZHH2N       20140101000515100000005000 0200000400000077   
0601ZHH2N       20140101000520100000005000 0200000430000082   
0601ZHH2N       20140101000525100000005000 0200000450000085   
0601ZHH2N       20140101000530100000005000 0200000480000090   
0601ZHH2N       20140101000535100000005000 0200000510000095   
0601ZHH2N       20140101000540100000005000 0200000540000100   
0601ZHH2N       20140101000545100000005000 0200000560000102   
0601ZHH2N       20140101000550100000005000 0200000590000107   
0601ZHH2N       20140101000555100000005000 0200000620000111   
0601ZHH2N       20140101000560100000005000 0200000640000114   
0601ZHH2N       20140101000565100000005000 0200000680000120   
0601ZHH2N       20140101000570100000005000 0200000720000126   
0601ZHH2N       20140101000575100000005000 0200000760000132   
0601ZHH2N       20140101000580100000005000 0200000790000136   
0601ZHH2N       20140101000585100000005000 0200000820000140   
0601ZHH2N       20140101000590100000005000 0200000850000143   
0601ZHH2N       20140101000595100000005000 0200000880000147   
0601ZHH2N       20140101000600100000005000 0200000920000153   
0601ZHH2N       20140101000605100000005000 0200000950000156   
0601ZHH2N       20140101000610100000005000 0200000980000160   
0601ZHH2N       20140101000615100000005000 0200001010000164   
0601ZHH2N       20140101000620100000005000 0200001040000167   
0601ZHH2N       20140101000625100000005000 0200001080000172   
0601ZHH2N       20140101000630100000005000 0200001100000174   
0601ZHH2N       20140101000635100000005000 0200001140000179   
0601ZHH2N       20140101000640100000005000 0200001170000182   
0601ZHH2N       20140101000645100000005000 0200001200000185   
0601ZHH2N       20140101000650100000005000 0200001230000189   
0601ZHH2N       20140101000655100000005000 0200001260000192   
0601ZHH2N       20140101000660100000005000 0200001290000195   
0601ZHH2N       20140101000665100000005000 0200001340000201   
0601ZHH2N       20140101000670100000005000 0200001370000204   
0601ZHH2N       20140101000675100000005000 0200001420000210   
0601ZHH2N       20140101000680100000005000 0200001450000212   
0601ZHH2N       20140101000685100000005000 0200001490000217   
0601ZHH2N       20140101000690100000005000 0200001530000221   
0601ZHH2N       20140101000695100000005000 0200001570000225   
0601ZHH2N       20140101000700100000005000 0200001620000231   
0601ZHH2N       20140101000705100000005000 0200001650000233   
0601ZHH2N       20140101000710100000005000 0200001690000237   
0601ZHH2N       20140101000715100000005000 0200001730000241   
0601ZHH2N       20140101000720100000005000 0200001770000245   
0601ZHH2N       20140101000725100000005000 0200001810000249   
0601ZHH2N       20140101000730100000005000 0200001850000253   
0601ZHH2N       20140101000735100000005000 0200001890000256   
0601ZHH2N       20140101000740100000005000 0200001930000260   
0601ZHH2N       20140101000745100000005000 0200001970000264   
0601ZHH2N       20140101000750100000005000 0200002010000267   
0601ZHH2N       20140101000755100000005000 0200002040000269   
0601ZHH2N       20140101000760100000005000 0200002090000274   
0601ZHH2N       20140101000765100000005000 0200002120000276   
0601ZHH2N       20140101000770100000005000 0200002170000281   
0601ZHH2N       20140101000775100000005000 0200002200000283   
0601ZHH2N       20140101000780100000005000 0200002250000288   
0601ZHH2N       20140101000785100000005000 0200002300000292   
0601ZHH2N       20140101000790100000005000 0200002340000295   
0601ZHH2N       20140101000795100000005000 0200002390000300   
0601ZHH2N       20140101000800100000005000 0200002440000304   
0601ZHH2N       20140101000805100000005000 0200002490000308   
0601ZHH2N       20140101000810100000005000 0200002530000311   
0601ZHH2N       20140101000815100000005000 0200002580000316   
0601ZHH2N       20140101000820100000005000 0200002630000320   
0601ZHH2N       20140101000825100000005000 0200002700000326   
0601ZHH2N       20140101000830100000005000 0200002750000330   
0601ZHH2N       20140101000835100000005000 0200002810000336   
0601ZHH2N       20140101000840100000005000 0200002870000341   
0601ZHH2N       20140101000845100000005000 0200002930000346   
0601ZHH2N       20140101000850100000005000 0200002990000351   
0601ZHH2N       20140101000855100000005000 0200003050000356   
0601ZHH2N       20140101000860100000005000 0200003110000361   
0601ZHH2N       20140101000865100000005000 0200003170000365   
0601ZHH2N       20140101000870100000005000 0200003230000370   
0601ZHH2N       20140101000875100000005000 0200003290000375   
0601ZHH2N       20140101000880100000005000 0200003360000381   
0601ZHH2N       20140101000885100000005000 0200003410000384   
0601ZHH2N       20140101000890100000005000 0200003480000390   
0601ZHH2N       20140101000895100000005000 0200003530000393   
0601ZHH2N       20140101000900100000005000 0200003600000399   
0601ZHH2N       20140101000905100000005000 0200003650000402   
0601ZHH2N       20140101000910100000005000 0200003720000408   
0601ZHH2N       20140101000915100000005000 0200003770000411   
0601ZHH2N       20140101000920100000005000 0200003840000416   
0601ZHH2N       20140101000925100000005000 0200003890000419   
0601ZHH2N       20140101000930100000005000 0200003960000425   
0601ZHH2N       20140101000935100000005000 0200004010000428   
0601ZHH2N       20140101000940100000005000 0200004090000434   
0601ZHH2N       20140101000945100000005000 0200004150000438   
0601ZHH2N       20140101000950100000005000 0200004230000444   
0601ZHH2N       20140101000955100000005000 0200004290000448   
0601ZHH2N       20140101000960100000005000 0200004370000454   
0601ZHH2N       20140101000965100000005000 0200004440000459   
0601ZHH2N       20140101000970100000005000 0200004510000464   
0601ZHH2N       20140101000975100000005000 0200004590000470   
0601ZHH2N       20140101000980100000005000 0200004660000474   
0601ZHH2N       20140101000985100000005000 0200004740000480   
0601ZHH2N       20140101000990100000005000 0200004800000484   
0601ZHH2N       20140101000995100000005000 0200004880000489   
0601ZHH2N       20140101001000100000005000 0200004940000493   
0601ZHH2N       20140101001005100000005000 0200005030000499   
0601ZHH2N       20140101001010100000005000 0200005110000505   
0601ZHH2N       20140101001015100000005000 0200005190000510   
0601ZHH2N       20140101001020100000005000 0200005270000515   
0601ZHH2N       20140101001025100000005000 0200005350000521   
0601ZHH2N       20140101001030100000005000 0200005430000526   
0601ZHH2N       20140101001035100000005000 0200005500000530   
0601ZHH2N       20140101001040100000005000 0200005580000535   
0601ZHH2N       20140101001045100000005000 0200005670000541   
0601ZHH2N       20140101001050100000005000 0200005750000546   
0601ZHH2N       20140101001055100000005000 0200005830000551   
0601ZHH2N       20140101001060100000005000 0200005910000556   
0601ZHH2N       20140101001065100000005000 0200006000000562   
0601ZHH2N       20140101001070100000005000 0200006070000566   
0601ZHH2N       20140101001075100000005000 0200006150000571   
0601ZHH2N       20140101001080100000005000 0200006230000576   
0601ZHH2N       20140101001085100000005000 0200006310000580   
0601ZHH2N       20140101001090100000005000 0200006400000586   
0601ZHH2N       20140101001095100000005000 0200006480000590   
0601ZHH2N       20140101001100100000005000 0200006560000595   
0601ZHH2N       20140101001105100000005000 0200006650000600   
0601ZHH2N       20140101001110100000005000 0200006740000606   
0601ZHH2N       20140101001115100000005000 0200006820000610   
0601ZHH2N       20140101001120100000005000 0200006910000616   
0601ZHH2N       20140101001125100000005000 0200006990000620   
0601ZHH2N       20140101001130100000005000 0200007090000626   
0601ZHH2N       20140101001135100000005000 0200007170000630   
0601ZHH2N       20140101001140100000005000 0200007250000635   
0601ZHH2N       20140101001145100000005000 0200007340000640   
0601ZHH2N       20140101001150100000005000 0200007430000645   
0601ZHH2N       20140101001155100000005000 0200007520000650   
0601ZHH2N       20140101001160100000005000 0200007600000654   
0601ZHH2N       20140101001165100000005000 0200007680000658   
0601ZHH2N       20140101001170100000005000 0200007780000664   
0601ZHH2N       20140101001175100000005000 0200007860000668   
0601ZHH2N       20140101001180100000005000 0200007940000671   
0601ZHH2N       20140101001185100000005000 0200008030000676   
0601ZHH2N       20140101001190100000005000 0200008120000681   
0601ZHH2N       20140101001195100000005000 0200008210000686   
0601ZHH2N       20140101001200100000005000 0200008290000689   
0601ZHH2N       20140101001205100000005000 0200008370000693   
0601ZHH2N       20140101001210100000005000 0200008470000699   
0601ZHH2N       20140101001215100000005000 0200008550000702   
0601ZHH2N       20140101001220100000005000 0200008640000707   
0601ZHH2N       20140101001225100000005000 0200008730000711   
0601ZHH2N       20140101001230100000005000 0200008820000716   
0601ZHH2N       20140101001235100000005000 0200008920000721   
0601ZHH2N       20140101001240100000005000 0200009010000725   
0601ZHH2N       20140101001245100000005000 0200009110000730   
0601ZHH2N       20140101001250100000005000 0200009200000735   
0601ZHH2N       20140101001255100000005000 0200009310000740   
0601ZHH2N       20140101001260100000005000 0200009410000745   
0601ZHH2N       20140101001265100000005000 0200009510000750   
0601ZHH2N       20140101001270100000005000 0200009600000754   
0601ZHH2N       20140101001275100000005000 0200009720000761   
0601ZHH2N       20140101001280100000005000 0200009810000765   
0601ZHH2N       20140101001285100000005000 0200009910000770   
0601ZHH2N       20140101001290100000005000 0200010010000774   
0601ZHH2N       20140101001295100000005000 0200010120000780   
0601ZHH2N       20140101001300100000005000 0200010210000784   
0601ZHH2N       20140101001305100000005000 0200010310000789   
0601ZHH2N       20140101001310100000005000 0200010400000792   
0601ZHH2N       20140101001315100000005000 0200010510000798   
0601ZHH2N       20140101001320100000005000 0200010610000802   
0601ZHH2N       20140101001325100000005000 0200010710000807   
0601ZHH2N       20140101001330100000005000 0200010810000811   
0601ZHH2N       20140101001335100000005000 0200010930000817   
0601ZHH2N       20140101001340100000005000 0200011030000822   
0601ZHH2N       20140101001345100000005000 0200011130000826   
0601ZHH2N       20140101001350100000005000 0200011230000830   
0601ZHH2N       20140101001355100000005000 0200011330000835   
0601ZHH2N       20140101001360100000005000 0200011440000840   
0601ZHH2N       20140101001365100000005000 0200011550000845   
0601ZHH2N       20140101001370100000005000 0200011650000849   
0601ZHH2N       20140101001375100000005000 0200011750000853   
0601ZHH2N       20140101001380100000005000 0200011870000859   
0601ZHH2N       20140101001385100000005000 0200011960000862   
0601ZHH2N       20140101001390100000005000 0200012060000866   
0601ZHH2N       20140101001395100000005000 0200012170000871   
0601ZHH2N       20140101001400100000005000 0200012280000876   
0601ZHH2N       20140101001405100000005000 0200012380000880   
0601ZHH2N       20140101001410100000005000 0200012490000884   
0601ZHH2N       20140101001415100000005000 0200012590000888   
0601ZHH2N       20140101001420100000005000 0200012710000893   
0601ZHH2N       20140101001425100000005000 0200012810000897   
0601ZHH2N       20140101001430100000005000 0200012920000902   
0601ZHH2N       20140101001435100000005000 0200013020000906   
0601ZHH2N       20140101001440100000005000 0200013150000912   
0601ZHH2N       20140101001445100000005000 0200013250000915   
0601ZHH2N       20140101001450100000005000 0200013350000919   
0601ZHH2N       20140101001455100000005000 0200013460000923   
0601ZHH2N       20140101001460100000005000 0200013580000929   
0601ZHH2N       20140101001465100000005000 0200013680000932   
0601ZHH2N       20140101001470100000005000 0200013790000937   
0601ZHH2N       20140101001475100000005000 0200013900000941   
0601ZHH2N       20140101001480100000005000 0200014010000945   
0601ZHH2N       20140101001485100000005000 0200014130000950   
0601ZHH2N       20140101001490100000005000 0200014230000953   
0601ZHH2N       20140101001495100000005000 0200014340000958   
0601ZHH2N       20140101001500100000005000 0200014460000962   
0601ZHH2N       20140101001505100000005000 0200014580000967   
0601ZHH2N       20140101001510100000005000 0200014680000971   
0601ZHH2N       20140101001515100000005000 0200014800000975   
0601ZHH2N       20140101001520100000005000 0200014910000979   
0601ZHH2N       20140101001525100000005000 0200015030000984   
0601ZHH2N       20140101001530100000005000 0200015140000988   
0601ZHH2N       20140101001535100000005000 0200015260000993   
0601ZHH2N       20140101001540100000005000 0200015380000997   
0601ZHH2N       20140101001545100000005000 0200015530001004   
0601ZHH2N       20140101001550100000005000 0200015650001008   
0601ZHH2N       20140101001555100000005000 0200015770001013   
0601ZHH2N       20140101001560100000005000 0200015890001017   
0601ZHH2N       20140101001565100000005000 0200016030001023   
0601ZHH2N       20140101001570100000005000 0200016150001027   
0601ZHH2N       20140101001575100000005000 0200016280001032   
0601ZHH2N       20140101001580100000005000 0200016410001037   
0601ZHH2N       20140101001585100000005000 0200016550001043   
0601ZHH2N       20140101001590100000005000 0200016680001047   
0601ZHH2N       20140101001595100000005000 0200016810001052   
0601ZHH2N       20140101001600100000200000 0200000000001153   
0601ZHH2N       20140101001800100000200000 0200000000001327   
0601ZHH2N       20140101002000100000500000 0200000000001578   
0601ZHH2N       20140101002500100000500000 0200000000001850   
0601ZHH2N       20140101003000100000500000 0200000000002063   
0601ZHH2N       20140101003500100000500000 0200000000002235   
0601ZHH2N       20140101004000100000500000 0200000000002388   
0601ZHH2N       20140101004500100000500000 0200000000002509   
0601ZHH2N       20140101005000100005000000 0200000000002884   
0601ZHH2N       20140101010000100005000000 0200000000003029   
0601ZHH3N       20140101000000100000080000 0300000020000026   
0601ZHH3N       20140101000080100000005000 0300000020000024   
0601ZHH3N       20140101000085100000005000 0300000020000023   
0601ZHH3N       20140101000090100000005000 0300000020000022   
0601ZHH3N       20140101000095100000005000 0300000020000021   
0601ZHH3N       20140101000100100000005000 0300000020000020   
0601ZHH3N       20140101000105100000005000 0300000020000019   
0601ZHH3N       20140101000110100000005000 0300000020000018   
0601ZHH3N       20140101000115100000005000 0300000020000017   
0601ZHH3N       20140101000120100000005000 0300000020000016   
0601ZHH3N       20140101000125100000005000 0300000020000016   
0601ZHH3N       20140101000130100000005000 0300000020000015   
0601ZHH3N       20140101000135100000005000 0300000020000015   
0601ZHH3N       20140101000140100000005000 0300000020000014   
0601ZHH3N       20140101000145100000005000 0300000020000014   
0601ZHH3N       20140101000150100000005000 0300000020000013   
0601ZHH3N       20140101000155100000005000 0300000020000013   
0601ZHH3N       20140101000160100000005000 0300000020000012   
0601ZHH3N       20140101000165100000005000 0300000020000012   
0601ZHH3N       20140101000170100000005000 0300000020000012   
0601ZHH3N       20140101000175100000005000 0300000020000011   
0601ZHH3N       20140101000180100000005000 0300000020000011   
0601ZHH3N       20140101000185100000005000 0300000020000011   
0601ZHH3N       20140101000190100000005000 0300000020000010   
0601ZHH3N       20140101000195100000005000 0300000020000010   
0601ZHH3N       20140101000200100000005000 0300000020000010   
0601ZHH3N       20140101000205100000005000 0300000020000010   
0601ZHH3N       20140101000210100000005000 0300000020000009   
0601ZHH3N       20140101000215100000005000 0300000020000009   
0601ZHH3N       20140101000220100000005000 0300000020000009   
0601ZHH3N       20140101000225100000005000 0300000020000009   
0601ZHH3N       20140101000230100000005000 0300000020000009   
0601ZHH3N       20140101000235100000005000 0300000020000008   
0601ZHH3N       20140101000240100000005000 0300000020000008   
0601ZHH3N       20140101000245100000005000 0300000020000008   
0601ZHH3N       20140101000250100000005000 0300000020000008   
0601ZHH3N       20140101000255100000005000 0300000020000008   
0601ZHH3N       20140101000260100000005000 0300000020000008   
0601ZHH3N       20140101000265100000005000 0300000020000007   
0601ZHH3N       20140101000270100000005000 0300000020000007   
0601ZHH3N       20140101000275100000005000 0300000020000007   
0601ZHH3N       20140101000280100000005000 0300000020000007   
0601ZHH3N       20140101000285100000005000 0300000020000007   
0601ZHH3N       20140101000290100000005000 0300000020000007   
0601ZHH3N       20140101000295100000005000 0300000020000007   
0601ZHH3N       20140101000300100000005000 0300000020000007   
0601ZHH3N       20140101000305100000005000 0300000020000007   
0601ZHH3N       20140101000310100000005000 0300000020000006   
0601ZHH3N       20140101000315100000005000 0300000020000006   
0601ZHH3N       20140101000320100000005000 0300000020000006   
0601ZHH3N       20140101000325100000005000 0300000020000006   
0601ZHH3N       20140101000330100000005000 0300000020000006   
0601ZHH3N       20140101000335100000005000 0300000020000006   
0601ZHH3N       20140101000340100000005000 0300000020000006   
0601ZHH3N       20140101000345100000005000 0300000020000006   
0601ZHH3N       20140101000350100000005000 0300000020000006   
0601ZHH3N       20140101000355100000005000 0300000020000006   
0601ZHH3N       20140101000360100000005000 0300000020000006   
0601ZHH3N       20140101000365100000005000 0300000020000005   
0601ZHH3N       20140101000370100000005000 0300000020000005   
0601ZHH3N       20140101000375100000005000 0300000020000005   
0601ZHH3N       20140101000380100000005000 0300000020000005   
0601ZHH3N       20140101000385100000005000 0300000020000005   
0601ZHH3N       20140101000390100000005000 0300000020000005   
0601ZHH3N       20140101000395100000005000 0300000020000005   
0601ZHH3N       20140101000400100000005000 0300000020000005   
0601ZHH3N       20140101000405100000005000 0300000020000005   
0601ZHH3N       20140101000410100000005000 0300000020000005   
0601ZHH3N       20140101000415100000005000 0300000020000005   
0601ZHH3N       20140101000420100000005000 0300000020000005   
0601ZHH3N       20140101000425100000005000 0300000020000005   
0601ZHH3N       20140101000430100000005000 0300000020000005   
0601ZHH3N       20140101000435100000005000 0300000020000005   
0601ZHH3N       20140101000440100000005000 0300000020000005   
0601ZHH3N       20140101000445100000005000 0300000020000004   
0601ZHH3N       20140101000450100000005000 0300000020000004   
0601ZHH3N       20140101000455100000005000 0300000020000004   
0601ZHH3N       20140101000460100000005000 0300000020000004   
0601ZHH3N       20140101000465100000005000 0300000020000004   
