00LU               20141215                                                                                   
0601LUC3N       20150101003315100000005000 0300073420002213   
0601LUC3N       20150101003320100000005000 0300073560002214   
0601LUC3N       20150101003325100000005000 0300073700002215   
0601LUC3N       20150101003330100000005000 0300073860002216   
0601LUC3N       20150101003335100000005000 0300074000002217   
0601LUC3N       20150101003340100000005000 0300074140002218   
0601LUC3N       20150101003345100000005000 0300074300002220   
0601LUC3N       20150101003350100000005000 0300074440002220   
0601LUC3N       20150101003355100000005000 0300074580002221   
0601LUC3N       20150101003360100000005000 0300074740002223   
0601LUC3N       20150101003365100000005000 0300074880002224   
0601LUC3N       20150101003370100000005000 0300075020002224   
0601LUC3N       20150101003375100000005000 0300075180002226   
0601LUC3N       20150101003380100000005000 0300075320002227   
0601LUC3N       20150101003385100000005000 0300075460002228   
0601LUC3N       20150101003390100000005000 0300075630002229   
0601LUC3N       20150101003395100000005000 0300075760002230   
0601LUC3N       20150101003400100000005000 0300075900002231   
0601LUC3N       20150101003405100000005000 0300076070002232   
0601LUC3N       20150101003410100000005000 0300076200002233   
0601LUC3N       20150101003415100000005000 0300076340002234   
0601LUC3N       20150101003420100000005000 0300076510002236   
0601LUC3N       20150101003425100000005000 0300076640002236   
0601LUC3N       20150101003430100000005000 0300076780002237   
0601LUC3N       20150101003435100000005000 0300076950002239   
0601LUC3N       20150101003440100000005000 0300077080002239   
0601LUC3N       20150101003445100000005000 0300077220002240   
0601LUC3N       20150101003450100000005000 0300077390002242   
0601LUC3N       20150101003455100000005000 0300077520002242   
0601LUC3N       20150101003460100000005000 0300077660002243   
0601LUC3N       20150101003465100000005000 0300077830002245   
0601LUC3N       20150101003470100000005000 0300077970002245   
0601LUC3N       20150101003475100000005000 0300078100002246   
0601LUC3N       20150101003480100000005000 0300078270002248   
0601LUC3N       20150101003485100000005000 0300078410002248   
0601LUC3N       20150101003490100000005000 0300078540002249   
0601LUC3N       20150101003495100000005000 0300078710002250   
0601LUC3N       20150101003500100000005000 0300078850002251   
0601LUC3N       20150101003505100000005000 0300078990002252   
0601LUC3N       20150101003510100000005000 0300079150002253   
0601LUC3N       20150101003515100000005000 0300079290002254   
0601LUC3N       20150101003520100000005000 0300079430002255   
0601LUC3N       20150101003525100000005000 0300079590002256   
0601LUC3N       20150101003530100000005000 0300079730002257   
0601LUC3N       20150101003535100000005000 0300079870002258   
0601LUC3N       20150101003540100000005000 0300080030002259   
0601LUC3N       20150101003545100000005000 0300080170002260   
0601LUC3N       20150101003550100000005000 0300080310002261   
0601LUC3N       20150101003555100000005000 0300080470002262   
0601LUC3N       20150101003560100000005000 0300080610002263   
0601LUC3N       20150101003565100000005000 0300080750002263   
0601LUC3N       20150101003570100000005000 0300080910002265   
0601LUC3N       20150101003575100000005000 0300081050002266   
0601LUC3N       20150101003580100000005000 0300081190002266   
0601LUC3N       20150101003585100000005000 0300081360002268   
0601LUC3N       20150101003590100000005000 0300081490002268   
0601LUC3N       20150101003595100000005000 0300081630002269   
0601LUC3N       20150101003600100000005000 0300081800002271   
0601LUC3N       20150101003605100000005000 0300081930002271   
0601LUC3N       20150101003610100000005000 0300082070002272   
0601LUC3N       20150101003615100000005000 0300082240002273   
0601LUC3N       20150101003620100000005000 0300082380002274   
0601LUC3N       20150101003625100000005000 0300082510002275   
0601LUC3N       20150101003630100000005000 0300082680002276   
0601LUC3N       20150101003635100000005000 0300082820002277   
0601LUC3N       20150101003640100000005000 0300082960002278   
0601LUC3N       20150101003645100000005000 0300083120002279   
0601LUC3N       20150101003650100000005000 0300083260002280   
0601LUC3N       20150101003655100000005000 0300083400002280   
0601LUC3N       20150101003660100000005000 0300083560002282   
0601LUC3N       20150101003665100000005000 0300083700002282   
0601LUC3N       20150101003670100000005000 0300083840002283   
0601LUC3N       20150101003675100000005000 0300084000002284   
0601LUC3N       20150101003680100000005000 0300084140002285   
0601LUC3N       20150101003685100000005000 0300084280002286   
0601LUC3N       20150101003690100000005000 0300084440002287   
0601LUC3N       20150101003695100000005000 0300084580002287   
0601LUC3N       20150101003700100000005000 0300084720002288   
0601LUC3N       20150101003705100000005000 0300084870002289   
0601LUC3N       20150101003710100000005000 0300085020002290   
0601LUC3N       20150101003715100000005000 0300085160002291   
0601LUC3N       20150101003720100000005000 0300085310002292   
0601LUC3N       20150101003725100000005000 0300085470002293   
0601LUC3N       20150101003730100000005000 0300085600002293   
0601LUC3N       20150101003735100000005000 0300085750002294   
0601LUC3N       20150101003740100000005000 0300085910002296   
0601LUC3N       20150101003745100000005000 0300086050002296   
0601LUC3N       20150101003750100000005000 0300086200002297   
0601LUC3N       20150101003755100000005000 0300086350002298   
0601LUC3N       20150101003760100000005000 0300086490002299   
0601LUC3N       20150101003765100000005000 0300086640002300   
0601LUC3N       20150101003770100000005000 0300086790002301   
0601LUC3N       20150101003775100000005000 0300086930002301   
0601LUC3N       20150101003780100000005000 0300087080002302   
0601LUC3N       20150101003785100000005000 0300087230002303   
0601LUC3N       20150101003790100000005000 0300087370002304   
0601LUC3N       20150101003795100000005000 0300087510002304   
0601LUC3N       20150101003800100000005000 0300087670002306   
0601LUC3N       20150101003805100000005000 0300087810002306   
0601LUC3N       20150101003810100000005000 0300087950002307   
0601LUC3N       20150101003815100000005000 0300088120002308   
0601LUC3N       20150101003820100000005000 0300088260002309   
0601LUC3N       20150101003825100000005000 0300088390002309   
0601LUC3N       20150101003830100000005000 0300088560002311   
0601LUC3N       20150101003835100000005000 0300088700002311   
0601LUC3N       20150101003840100000005000 0300088840002312   
0601LUC3N       20150101003845100000005000 0300089000002313   
0601LUC3N       20150101003850100000005000 0300089140002314   
0601LUC3N       20150101003855100000005000 0300089280002314   
0601LUC3N       20150101003860100000005000 0300089440002316   
0601LUC3N       20150101003865100000005000 0300089580002316   
0601LUC3N       20150101003870100000005000 0300089720002317   
0601LUC3N       20150101003875100000005000 0300089880002318   
0601LUC3N       20150101003880100000005000 0300090020002319   
0601LUC3N       20150101003885100000005000 0300090160002319   
0601LUC3N       20150101003890100000005000 0300090330002321   
0601LUC3N       20150101003895100000005000 0300090470002321   
0601LUC3N       20150101003900100000005000 0300090600002322   
0601LUC3N       20150101003905100000005000 0300090770002323   
0601LUC3N       20150101003910100000005000 0300090910002324   
0601LUC3N       20150101003915100000005000 0300091050002324   
0601LUC3N       20150101003920100000005000 0300091210002325   
0601LUC3N       20150101003925100000005000 0300091350002326   
0601LUC3N       20150101003930100000005000 0300091490002327   
0601LUC3N       20150101003935100000005000 0300091650002328   
0601LUC3N       20150101003940100000005000 0300091790002328   
0601LUC3N       20150101003945100000005000 0300091930002329   
0601LUC3N       20150101003950100000005000 0300092100002330   
0601LUC3N       20150101003955100000005000 0300092230002331   
0601LUC3N       20150101003960100000005000 0300092370002331   
0601LUC3N       20150101003965100000005000 0300092540002332   
0601LUC3N       20150101003970100000005000 0300092680002333   
0601LUC3N       20150101003975100000005000 0300092810002333   
0601LUC3N       20150101003980100000005000 0300092980002335   
0601LUC3N       20150101003985100000005000 0300093120002335   
0601LUC3N       20150101003990100000005000 0300093260002336   
0601LUC3N       20150101003995100000005000 0300093420002337   
0601LUC3N       20150101004000100002000000 0300000000002461   
0601LUC3N       20150101006000100002000000 0300000000002606   
0601LUC3N       20150101008000100002000000 0300000000002679   
0601LUC4N       20150101000000100000120000 0400000040000033   
0601LUC4N       20150101000120100000005000 0400000040000033   
0601LUC4N       20150101000125100000005000 0400000040000031   
0601LUC4N       20150101000130100000005000 0400000040000030   
0601LUC4N       20150101000135100000005000 0400000040000029   
0601LUC4N       20150101000140100000005000 0400000040000028   
0601LUC4N       20150101000145100000005000 0400000040000027   
0601LUC4N       20150101000150100000005000 0400000040000026   
0601LUC4N       20150101000155100000005000 0400000040000025   
0601LUC4N       20150101000160100000005000 0400000040000025   
0601LUC4N       20150101000165100000005000 0400000040000024   
0601LUC4N       20150101000170100000005000 0400000040000023   
0601LUC4N       20150101000175100000005000 0400000040000023   
0601LUC4N       20150101000180100000005000 0400000040000022   
0601LUC4N       20150101000185100000005000 0400000040000021   
0601LUC4N       20150101000190100000005000 0400000040000021   
0601LUC4N       20150101000195100000005000 0400000040000020   
0601LUC4N       20150101000200100000005000 0400000040000020   
0601LUC4N       20150101000205100000005000 0400000040000019   
0601LUC4N       20150101000210100000005000 0400000040000019   
0601LUC4N       20150101000215100000005000 0400000040000018   
0601LUC4N       20150101000220100000005000 0400000040000018   
0601LUC4N       20150101000225100000005000 0400000040000018   
0601LUC4N       20150101000230100000005000 0400000040000017   
0601LUC4N       20150101000235100000005000 0400000040000017   
0601LUC4N       20150101000240100000005000 0400000040000016   
0601LUC4N       20150101000245100000005000 0400000040000016   
0601LUC4N       20150101000250100000005000 0400000040000016   
0601LUC4N       20150101000255100000005000 0400000040000016   
0601LUC4N       20150101000260100000005000 0400000040000015   
0601LUC4N       20150101000265100000005000 0400000040000015   
0601LUC4N       20150101000270100000005000 0400000040000015   
0601LUC4N       20150101000275100000005000 0400000040000014   
0601LUC4N       20150101000280100000005000 0400000040000014   
0601LUC4N       20150101000285100000005000 0400000040000014   
0601LUC4N       20150101000290100000005000 0400000040000014   
0601LUC4N       20150101000295100000005000 0400000040000013   
0601LUC4N       20150101000300100000005000 0400000040000013   
0601LUC4N       20150101000305100000005000 0400000040000013   
0601LUC4N       20150101000310100000005000 0400000040000013   
0601LUC4N       20150101000315100000005000 0400000040000013   
0601LUC4N       20150101000320100000005000 0400000040000012   
0601LUC4N       20150101000325100000005000 0400000040000012   
0601LUC4N       20150101000330100000005000 0400000040000012   
0601LUC4N       20150101000335100000005000 0400000050000015   
0601LUC4N       20150101000340100000005000 0400000060000018   
0601LUC4N       20150101000345100000005000 0400000070000020   
0601LUC4N       20150101000350100000005000 0400000080000023   
0601LUC4N       20150101000355100000005000 0400000110000031   
0601LUC4N       20150101000360100000005000 0400000150000041   
0601LUC4N       20150101000365100000005000 0400000190000052   
0601LUC4N       20150101000370100000005000 0400000240000064   
0601LUC4N       20150101000375100000005000 0400000290000077   
0601LUC4N       20150101000380100000005000 0400000340000089   
0601LUC4N       20150101000385100000005000 0400000390000101   
0601LUC4N       20150101000390100000005000 0400000440000112   
0601LUC4N       20150101000395100000005000 0400000510000128   
0601LUC4N       20150101000400100000005000 0400000580000144   
0601LUC4N       20150101000405100000005000 0400000640000157   
0601LUC4N       20150101000410100000005000 0400000710000172   
0601LUC4N       20150101000415100000005000 0400000780000187   
0601LUC4N       20150101000420100000005000 0400000850000201   
0601LUC4N       20150101000425100000005000 0400000920000215   
0601LUC4N       20150101000430100000005000 0400000990000229   
0601LUC4N       20150101000435100000005000 0400001050000240   
0601LUC4N       20150101000440100000005000 0400001130000255   
0601LUC4N       20150101000445100000005000 0400001190000266   
0601LUC4N       20150101000450100000005000 0400001270000281   
0601LUC4N       20150101000455100000005000 0400001330000291   
0601LUC4N       20150101000460100000005000 0400001400000303   
0601LUC4N       20150101000465100000005000 0400001470000314   
0601LUC4N       20150101000470100000005000 0400001550000328   
0601LUC4N       20150101000475100000005000 0400001610000337   
0601LUC4N       20150101000480100000005000 0400001680000348   
0601LUC4N       20150101000485100000005000 0400001750000359   
0601LUC4N       20150101000490100000005000 0400001820000370   
0601LUC4N       20150101000495100000005000 0400001890000380   
0601LUC4N       20150101000500100000005000 0400001960000390   
0601LUC4N       20150101000505100000005000 0400002030000400   
0601LUC4N       20150101000510100000005000 0400002100000410   
0601LUC4N       20150101000515100000005000 0400002160000417   
0601LUC4N       20150101000520100000005000 0400002240000429   
0601LUC4N       20150101000525100000005000 0400002310000438   
0601LUC4N       20150101000530100000005000 0400002370000445   
0601LUC4N       20150101000535100000005000 0400002440000454   
0601LUC4N       20150101000540100000005000 0400002520000465   
0601LUC4N       20150101000545100000005000 0400002570000469   
0601LUC4N       20150101000550100000005000 0400002630000476   
0601LUC4N       20150101000555100000005000 0400002680000481   
0601LUC4N       20150101000560100000005000 0400002730000485   
0601LUC4N       20150101000565100000005000 0400002790000492   
0601LUC4N       20150101000570100000005000 0400002840000496   
0601LUC4N       20150101000575100000005000 0400002900000502   
0601LUC4N       20150101000580100000005000 0400002950000506   
0601LUC4N       20150101000585100000005000 0400003010000512   
0601LUC4N       20150101000590100000005000 0400003060000516   
0601LUC4N       20150101000595100000005000 0400003120000522   
0601LUC4N       20150101000600100000005000 0400003170000526   
0601LUC4N       20150101000605100000005000 0400003230000532   
0601LUC4N       20150101000610100000005000 0400003290000537   
0601LUC4N       20150101000615100000005000 0400003350000543   
0601LUC4N       20150101000620100000005000 0400003400000546   
0601LUC4N       20150101000625100000005000 0400003460000551   
0601LUC4N       20150101000630100000005000 0400003520000557   
0601LUC4N       20150101000635100000005000 0400003570000560   
0601LUC4N       20150101000640100000005000 0400003630000565   
0601LUC4N       20150101000645100000005000 0400003690000570   
0601LUC4N       20150101000650100000005000 0400003740000573   
0601LUC4N       20150101000655100000005000 0400003800000578   
0601LUC4N       20150101000660100000005000 0400003860000583   
0601LUC4N       20150101000665100000005000 0400003920000587   
0601LUC4N       20150101000670100000005000 0400003970000590   
0601LUC4N       20150101000675100000005000 0400004030000595   
0601LUC4N       20150101000680100000005000 0400004090000599   
0601LUC4N       20150101000685100000005000 0400004150000604   
0601LUC4N       20150101000690100000005000 0400004200000606   
0601LUC4N       20150101000695100000005000 0400004260000611   
0601LUC4N       20150101000700100000005000 0400004320000615   
0601LUC4N       20150101000705100000005000 0400004380000619   
0601LUC4N       20150101000710100000005000 0400004440000623   
0601LUC4N       20150101000715100000005000 0400004490000626   
0601LUC4N       20150101000720100000005000 0400004550000630   
0601LUC4N       20150101000725100000005000 0400004610000634   
0601LUC4N       20150101000730100000005000 0400004670000638   
0601LUC4N       20150101000735100000005000 0400004740000643   
0601LUC4N       20150101000740100000005000 0400004810000648   
0601LUC4N       20150101000745100000005000 0400004890000654   
0601LUC4N       20150101000750100000005000 0400004960000659   
0601LUC4N       20150101000755100000005000 0400005020000663   
0601LUC4N       20150101000760100000005000 0400005090000668   
0601LUC4N       20150101000765100000005000 0400005170000674   
0601LUC4N       20150101000770100000005000 0400005240000678   
0601LUC4N       20150101000775100000005000 0400005310000683   
0601LUC4N       20150101000780100000005000 0400005380000688   
0601LUC4N       20150101000785100000005000 0400005450000692   
0601LUC4N       20150101000790100000005000 0400005530000698   
0601LUC4N       20150101000795100000005000 0400005600000702   
0601LUC4N       20150101000800100000005000 0400005670000707   
0601LUC4N       20150101000805100000005000 0400005750000712   
0601LUC4N       20150101000810100000005000 0400005820000716   
0601LUC4N       20150101000815100000005000 0400005890000720   
0601LUC4N       20150101000820100000005000 0400005960000725   
0601LUC4N       20150101000825100000005000 0400006040000730   
0601LUC4N       20150101000830100000005000 0400006110000734   
0601LUC4N       20150101000835100000005000 0400006190000739   
0601LUC4N       20150101000840100000005000 0400006260000743   
0601LUC4N       20150101000845100000005000 0400006330000747   
0601LUC4N       20150101000850100000005000 0400006410000752   
0601LUC4N       20150101000855100000005000 0400006480000756   
0601LUC4N       20150101000860100000005000 0400006560000761   
0601LUC4N       20150101000865100000005000 0400006640000765   
0601LUC4N       20150101000870100000005000 0400006730000771   
0601LUC4N       20150101000875100000005000 0400006800000775   
0601LUC4N       20150101000880100000005000 0400006890000781   
0601LUC4N       20150101000885100000005000 0400006970000785   
0601LUC4N       20150101000890100000005000 0400007050000790   
0601LUC4N       20150101000895100000005000 0400007130000794   
0601LUC4N       20150101000900100000005000 0400007210000799   
0601LUC4N       20150101000905100000005000 0400007290000803   
0601LUC4N       20150101000910100000005000 0400007370000808   
0601LUC4N       20150101000915100000005000 0400007460000813   
0601LUC4N       20150101000920100000005000 0400007540000817   
0601LUC4N       20150101000925100000005000 0400007630000823   
0601LUC4N       20150101000930100000005000 0400007710000827   
0601LUC4N       20150101000935100000005000 0400007790000831   
0601LUC4N       20150101000940100000005000 0400007880000836   
0601LUC4N       20150101000945100000005000 0400007960000840   
0601LUC4N       20150101000950100000005000 0400008040000844   
0601LUC4N       20150101000955100000005000 0400008130000849   
0601LUC4N       20150101000960100000005000 0400008210000853   
0601LUC4N       20150101000965100000005000 0400008300000858   
0601LUC4N       20150101000970100000005000 0400008380000862   
0601LUC4N       20150101000975100000005000 0400008470000866   
0601LUC4N       20150101000980100000005000 0400008550000870   
0601LUC4N       20150101000985100000005000 0400008640000875   
0601LUC4N       20150101000990100000005000 0400008720000879   
0601LUC4N       20150101000995100000005000 0400008810000883   
0601LUC4N       20150101001000100000005000 0400008890000887   
0601LUC4N       20150101001005100000005000 0400008980000891   
0601LUC4N       20150101001010100000005000 0400009070000896   
0601LUC4N       20150101001015100000005000 0400009160000900   
0601LUC4N       20150101001020100000005000 0400009250000905   
0601LUC4N       20150101001025100000005000 0400009340000909   
0601LUC4N       20150101001030100000005000 0400009420000912   
0601LUC4N       20150101001035100000005000 0400009510000917   
0601LUC4N       20150101001040100000005000 0400009590000920   
0601LUC4N       20150101001045100000005000 0400009680000924   
0601LUC4N       20150101001050100000005000 0400009770000928   
0601LUC4N       20150101001055100000005000 0400009860000932   
0601LUC4N       20150101001060100000005000 0400009950000936   
0601LUC4N       20150101001065100000005000 0400010040000941   
0601LUC4N       20150101001070100000005000 0400010130000945   
0601LUC4N       20150101001075100000005000 0400010240000950   
0601LUC4N       20150101001080100000005000 0400010330000954   
0601LUC4N       20150101001085100000005000 0400010420000958   
0601LUC4N       20150101001090100000005000 0400010500000961   
0601LUC4N       20150101001095100000005000 0400010600000966   
0601LUC4N       20150101001100100000005000 0400010680000969   
0601LUC4N       20150101001105100000005000 0400010790000974   
0601LUC4N       20150101001110100000005000 0400010880000978   
0601LUC4N       20150101001115100000005000 0400010970000982   
0601LUC4N       20150101001120100000005000 0400011060000985   
0601LUC4N       20150101001125100000005000 0400011170000991   
0601LUC4N       20150101001130100000005000 0400011260000994   
0601LUC4N       20150101001135100000005000 0400011350000998   
0601LUC4N       20150101001140100000005000 0400011460001003   
0601LUC4N       20150101001145100000005000 0400011550001007   
0601LUC4N       20150101001150100000005000 0400011640001010   
0601LUC4N       20150101001155100000005000 0400011760001016   
0601LUC4N       20150101001160100000005000 0400011850001019   
0601LUC4N       20150101001165100000005000 0400011950001024   
0601LUC4N       20150101001170100000005000 0400012060001029   
0601LUC4N       20150101001175100000005000 0400012150001032   
0601LUC4N       20150101001180100000005000 0400012250001036   
0601LUC4N       20150101001185100000005000 0400012360001041   
0601LUC4N       20150101001190100000005000 0400012460001045   
0601LUC4N       20150101001195100000005000 0400012550001048   
0601LUC4N       20150101001200100000005000 0400012660001053   
0601LUC4N       20150101001205100000005000 0400012760001057   
0601LUC4N       20150101001210100000005000 0400012850001060   
0601LUC4N       20150101001215100000005000 0400012970001065   
0601LUC4N       20150101001220100000005000 0400013070001069   
0601LUC4N       20150101001225100000005000 0400013170001073   
0601LUC4N       20150101001230100000005000 0400013290001078   
0601LUC4N       20150101001235100000005000 0400013390001082   
0601LUC4N       20150101001240100000005000 0400013500001087   
0601LUC4N       20150101001245100000005000 0400013620001092   
0601LUC4N       20150101001250100000005000 0400013730001096   
0601LUC4N       20150101001255100000005000 0400013830001100   
0601LUC4N       20150101001260100000005000 0400013960001106   
0601LUC4N       20150101001265100000005000 0400014060001109   
0601LUC4N       20150101001270100000005000 0400014170001114   
0601LUC4N       20150101001275100000005000 0400014290001119   
0601LUC4N       20150101001280100000005000 0400014400001123   
0601LUC4N       20150101001285100000005000 0400014500001126   
0601LUC4N       20150101001290100000005000 0400014630001132   
0601LUC4N       20150101001295100000005000 0400014730001135   
0601LUC4N       20150101001300100000005000 0400014840001139   
0601LUC4N       20150101001305100000005000 0400014960001144   
0601LUC4N       20150101001310100000005000 0400015070001148   
0601LUC4N       20150101001315100000005000 0400015180001152   
0601LUC4N       20150101001320100000005000 0400015310001158   
0601LUC4N       20150101001325100000005000 0400015420001162   
0601LUC4N       20150101001330100000005000 0400015530001165   
0601LUC4N       20150101001335100000005000 0400015660001171   
0601LUC4N       20150101001340100000005000 0400015770001175   
0601LUC4N       20150101001345100000005000 0400015880001178   
0601LUC4N       20150101001350100000005000 0400016010001184   
0601LUC4N       20150101001355100000005000 0400016120001187   
0601LUC4N       20150101001360100000005000 0400016230001191   
0601LUC4N       20150101001365100000005000 0400016360001196   
0601LUC4N       20150101001370100000005000 0400016480001201   
0601LUC4N       20150101001375100000005000 0400016590001204   
0601LUC4N       20150101001380100000005000 0400016730001210   
0601LUC4N       20150101001385100000005000 0400016840001214   
0601LUC4N       20150101001390100000005000 0400016950001217   
0601LUC4N       20150101001395100000005000 0400017090001223   
0601LUC4N       20150101001400100000005000 0400017200001226   
0601LUC4N       20150101001405100000005000 0400017320001231   
0601LUC4N       20150101001410100000005000 0400017470001237   
0601LUC4N       20150101001415100000005000 0400017590001241   
0601LUC4N       20150101001420100000005000 0400017710001245   
0601LUC4N       20150101001425100000005000 0400017860001251   
0601LUC4N       20150101001430100000005000 0400017990001256   
0601LUC4N       20150101001435100000005000 0400018110001260   
0601LUC4N       20150101001440100000005000 0400018270001267   
0601LUC4N       20150101001445100000005000 0400018390001270   
0601LUC4N       20150101001450100000005000 0400018520001275   
0601LUC4N       20150101001455100000005000 0400018680001282   
0601LUC4N       20150101001460100000005000 0400018800001285   
0601LUC4N       20150101001465100000005000 0400018930001290   
0601LUC4N       20150101001470100000005000 0400019090001296   
0601LUC4N       20150101001475100000005000 0400019210001300   
0601LUC4N       20150101001480100000005000 0400019340001305   
0601LUC4N       20150101001485100000005000 0400019500001311   
0601LUC4N       20150101001490100000005000 0400019630001315   
0601LUC4N       20150101001495100000005000 0400019750001319   
0601LUC4N       20150101001500100000005000 0400019910001325   
0601LUC4N       20150101001505100000005000 0400020040001329   
0601LUC4N       20150101001510100000005000 0400020170001334   
0601LUC4N       20150101001515100000005000 0400020320001339   
0601LUC4N       20150101001520100000005000 0400020450001343   
0601LUC4N       20150101001525100000005000 0400020580001347   
0601LUC4N       20150101001530100000005000 0400020730001353   
0601LUC4N       20150101001535100000005000 0400020860001357   
0601LUC4N       20150101001540100000005000 0400020990001361   
0601LUC4N       20150101001545100000005000 0400021150001367   
0601LUC4N       20150101001550100000005000 0400021280001371   
0601LUC4N       20150101001555100000005000 0400021410001375   
0601LUC4N       20150101001560100000005000 0400021550001379   
0601LUC4N       20150101001565100000005000 0400021690001384   
0601LUC4N       20150101001570100000005000 0400021820001388   
0601LUC4N       20150101001575100000005000 0400021970001393   
0601LUC4N       20150101001580100000005000 0400022110001397   
0601LUC4N       20150101001585100000005000 0400022240001401   
0601LUC4N       20150101001590100000005000 0400022380001405   
0601LUC4N       20150101001595100000005000 0400022520001410   
0601LUC4N       20150101001600100000005000 0400022650001413   
0601LUC4N       20150101001605100000005000 0400022800001418   
0601LUC4N       20150101001610100000005000 0400022940001423   
0601LUC4N       20150101001615100000005000 0400023070001426   
0601LUC4N       20150101001620100000005000 0400023210001431   
0601LUC4N       20150101001625100000005000 0400023360001435   
0601LUC4N       20150101001630100000005000 0400023490001439   
0601LUC4N       20150101001635100000005000 0400023630001443   
0601LUC4N       20150101001640100000005000 0400023770001447   
0601LUC4N       20150101001645100000005000 0400023910001451   
0601LUC4N       20150101001650100000005000 0400024050001455   
0601LUC4N       20150101001655100000005000 0400024190001459   
0601LUC4N       20150101001660100000005000 0400024320001463   
0601LUC4N       20150101001665100000005000 0400024460001467   
0601LUC4N       20150101001670100000005000 0400024610001471   
0601LUC4N       20150101001675100000005000 0400024740001475   
0601LUC4N       20150101001680100000005000 0400024870001478   
0601LUC4N       20150101001685100000005000 0400025030001483   
0601LUC4N       20150101001690100000005000 0400025160001487   
0601LUC4N       20150101001695100000005000 0400025290001490   
0601LUC4N       20150101001700100000005000 0400025450001495   
0601LUC4N       20150101001705100000005000 0400025580001498   
0601LUC4N       20150101001710100000005000 0400025710001501   
0601LUC4N       20150101001715100000005000 0400025870001506   
0601LUC4N       20150101001720100000005000 0400026000001509   
0601LUC4N       20150101001725100000005000 0400026130001513   
0601LUC4N       20150101001730100000005000 0400026290001517   
0601LUC4N       20150101001735100000005000 0400026420001521   
0601LUC4N       20150101001740100000005000 0400026560001524   
0601LUC4N       20150101001745100000005000 0400026710001528   
0601LUC4N       20150101001750100000005000 0400026850001532   
0601LUC4N       20150101001755100000005000 0400026980001535   
0601LUC4N       20150101001760100000005000 0400027140001540   
0601LUC4N       20150101001765100000005000 0400027270001543   
0601LUC4N       20150101001770100000005000 0400027400001546   
0601LUC4N       20150101001775100000005000 0400027560001550   
0601LUC4N       20150101001780100000005000 0400027690001553   
0601LUC4N       20150101001785100000005000 0400027820001556   
0601LUC4N       20150101001790100000005000 0400027980001561   
0601LUC4N       20150101001795100000005000 0400028110001564   
0601LUC4N       20150101001800100000005000 0400028250001567   
0601LUC4N       20150101001805100000005000 0400028400001571   
0601LUC4N       20150101001810100000005000 0400028540001575   
0601LUC4N       20150101001815100000005000 0400028670001577   
0601LUC4N       20150101001820100000005000 0400028830001582   
0601LUC4N       20150101001825100000005000 0400028960001585   
0601LUC4N       20150101001830100000005000 0400029090001587   
0601LUC4N       20150101001835100000005000 0400029250001592   
0601LUC4N       20150101001840100000005000 0400029380001595   
0601LUC4N       20150101001845100000005000 0400029520001598   
0601LUC4N       20150101001850100000005000 0400029670001602   
0601LUC4N       20150101001855100000005000 0400029810001605   
0601LUC4N       20150101001860100000005000 0400029940001608   
0601LUC4N       20150101001865100000005000 0400030100001612   
0601LUC4N       20150101001870100000005000 0400030230001614   
0601LUC4N       20150101001875100000005000 0400030370001618   
0601LUC4N       20150101001880100000005000 0400030520001621   
0601LUC4N       20150101001885100000005000 0400030660001624   
0601LUC4N       20150101001890100000005000 0400030790001627   
0601LUC4N       20150101001895100000005000 0400030950001631   
0601LUC4N       20150101001900100000005000 0400031080001634   
0601LUC4N       20150101001905100000005000 0400031220001637   
0601LUC4N       20150101001910100000005000 0400031380001641   
0601LUC4N       20150101001915100000005000 0400031510001643   
0601LUC4N       20150101001920100000005000 0400031640001646   
0601LUC4N       20150101001925100000005000 0400031800001650   
0601LUC4N       20150101001930100000005000 0400031940001653   
0601LUC4N       20150101001935100000005000 0400032070001655   
0601LUC4N       20150101001940100000005000 0400032230001659   
0601LUC4N       20150101001945100000005000 0400032360001662   
0601LUC4N       20150101001950100000005000 0400032500001665   
0601LUC4N       20150101001955100000005000 0400032660001668   
0601LUC4N       20150101001960100000005000 0400032790001671   
0601LUC4N       20150101001965100000005000 0400032920001673   
0601LUC4N       20150101001970100000005000 0400033080001677   
0601LUC4N       20150101001975100000005000 0400033220001680   
0601LUC4N       20150101001980100000005000 0400033350001682   
0601LUC4N       20150101001985100000005000 0400033510001686   
0601LUC4N       20150101001990100000005000 0400033640001688   
0601LUC4N       20150101001995100000005000 0400033780001691   
0601LUC4N       20150101002000100000005000 0400033940001695   
0601LUC4N       20150101002005100000005000 0400034070001697   
0601LUC4N       20150101002010100000005000 0400034210001700   
0601LUC4N       20150101002015100000005000 0400034370001704   
0601LUC4N       20150101002020100000005000 0400034500001706   
0601LUC4N       20150101002025100000005000 0400034630001708   
0601LUC4N       20150101002030100000005000 0400034790001712   
0601LUC4N       20150101002035100000005000 0400034930001714   
0601LUC4N       20150101002040100000005000 0400035060001717   
0601LUC4N       20150101002045100000005000 0400035220001720   
0601LUC4N       20150101002050100000005000 0400035360001723   
0601LUC4N       20150101002055100000005000 0400035490001725   
0601LUC4N       20150101002060100000005000 0400035650001728   
0601LUC4N       20150101002065100000005000 0400035790001731   
0601LUC4N       20150101002070100000005000 0400035920001733   
0601LUC4N       20150101002075100000005000 0400036080001737   
0601LUC4N       20150101002080100000005000 0400036220001739   
0601LUC4N       20150101002085100000005000 0400036350001741   
0601LUC4N       20150101002090100000005000 0400036510001745   
0601LUC4N       20150101002095100000005000 0400036640001747   
