00BS               20151102                                                                                   
0601BSN2N       20160101007950100000050000 0200000000000450   
0601BSN2N       20160101008000100000050000 0200000000000450   
0601BSN2N       20160101008050100000050000 0200000000000450   
0601BSN2N       20160101008100100000050000 0200000000000450   
0601BSN2N       20160101008150100000050000 0200000000000450   
0601BSN2N       20160101008200100000050000 0200000000000450   
0601BSN2N       20160101008250100000050000 0200000000000450   
0601BSN2N       20160101008300100000050000 0200000000000450   
0601BSN2N       20160101008350100000050000 0200000000000450   
0601BSN2N       20160101008400100000050000 0200000000000450   
0601BSN2N       20160101008450100000050000 0200000000000450   
0601BSN2N       20160101008500100000050000 0200000000000450   
0601BSN2N       20160101008550100000050000 0200000000000450   
0601BSN2N       20160101008600100000050000 0200000000000450   
0601BSN2N       20160101008650100000050000 0200000000000450   
0601BSN2N       20160101008700100000050000 0200000000000450   
0601BSN2N       20160101008750100000050000 0200000000000450   
0601BSN2N       20160101008800100000050000 0200000000000450   
0601BSN2N       20160101008850100000050000 0200000000000450   
0601BSN2N       20160101008900100000050000 0200000000000450   
0601BSN2N       20160101008950100000050000 0200000000000450   
0601BSN2N       20160101009000100000050000 0200000000000450   
0601BSN2N       20160101009050100000050000 0200000000000450   
0601BSN2N       20160101009100100000050000 0200000000000450   
0601BSN2N       20160101009150100000050000 0200000000000450   
0601BSN2N       20160101009200100000050000 0200000000000450   
0601BSN2N       20160101009250100000050000 0200000000000450   
0601BSN2N       20160101009300100000050000 0200000000000450   
0601BSN2N       20160101009350100000050000 0200000000000450   
0601BSN2N       20160101009400100000050000 0200000000000450   
0601BSN2N       20160101009450100000050000 0200000000000450   
0601BSN2N       20160101009500100000050000 0200000000000450   
0601BSN2N       20160101009550100000050000 0200000000000450   
0601BSN2N       20160101009600100000050000 0200000000000450   
0601BSN2N       20160101009650100000050000 0200000000000450   
0601BSN2N       20160101009700100000050000 0200000000000450   
0601BSN2N       20160101009750100000050000 0200000000000450   
0601BSN2N       20160101009800100000050000 0200000000000450   
0601BSN2N       20160101009850100000050000 0200000000000450   
0601BSN2N       20160101009900100000050000 0200000000000450   
0601BSN2N       20160101009950100000050000 0200000000000450   
0601BSN2N       20160101010000100000100000 0200000000000450   
0601BSN2N       20160101010100100000100000 0200000000000450   
0601BSN2N       20160101010200100000100000 0200000000000450   
0601BSN2N       20160101010300100000100000 0200000000000450   
0601BSN2N       20160101010400100000100000 0200000000000450   
0601BSN2N       20160101010500100000100000 0200000000000450   
0601BSN2N       20160101010600100000100000 0200000000000450   
0601BSN2N       20160101010700100000100000 0200000000000450   
0601BSN2N       20160101010800100000100000 0200000000000450   
0601BSN2N       20160101010900100000100000 0200000000000450   
0601BSN2N       20160101011000100000100000 0200000000000450   
0601BSN2N       20160101011100100000100000 0200000000000450   
0601BSN2N       20160101011200100000100000 0200000000000450   
0601BSN2N       20160101011300100000100000 0200000000000450   
0601BSN2N       20160101011400100000100000 0200000000000450   
0601BSN2N       20160101011500100000100000 0200000000000450   
0601BSN2N       20160101011600100000100000 0200000000000450   
0601BSN2N       20160101011700100000100000 0200000000000450   
0601BSN2N       20160101011800100000100000 0200000000000450   
0601BSN2N       20160101011900100000100000 0200000000000450   
0601BSN2N       20160101012000100000100000 0200000000000450   
0601BSN2N       20160101012100100000100000 0200000000000450   
0601BSN2N       20160101012200100000100000 0200000000000450   
0601BSN2N       20160101012300100000100000 0200000000000450   
0601BSN2N       20160101012400100000100000 0200000000000450   
0601BSN2N       20160101012500100000100000 0200000000000450   
0601BSN2N       20160101012600100000100000 0200000000000450   
0601BSN2N       20160101012700100000100000 0200000000000450   
0601BSN2N       20160101012800100000100000 0200000000000450   
0601BSN2N       20160101012900100000100000 0200000000000450   
0601BSN2N       20160101013000100000100000 0200000000000450   
0601BSN2N       20160101013100100000100000 0200000000000450   
0601BSN2N       20160101013200100000100000 0200000000000450   
0601BSN2N       20160101013300100000100000 0200000000000450   
0601BSN2N       20160101013400100000100000 0200000000000450   
0601BSN2N       20160101013500100000100000 0200000000000450   
0601BSN2N       20160101013600100000100000 0200000000000450   
0601BSN2N       20160101013700100000100000 0200000000000450   
0601BSN2N       20160101013800100000100000 0200000000000450   
0601BSN2N       20160101013900100000100000 0200000000000450   
0601BSN2N       20160101014000100000100000 0200000000000450   
0601BSN2N       20160101014100100000100000 0200000000000450   
0601BSN2N       20160101014200100000100000 0200000000000450   
0601BSN2N       20160101014300100000100000 0200000000000450   
0601BSN2N       20160101014400100000100000 0200000000000450   
0601BSN2N       20160101014500100000100000 0200000000000450   
0601BSN2N       20160101014600100000100000 0200000000000450   
0601BSN2N       20160101014700100000100000 0200000000000450   
0601BSN2N       20160101014800100000100000 0200000000000450   
0601BSN2N       20160101014900100000100000 0200000000000450   
0601BSN2N       20160101015000100000100000 0200000000000450   
0601BSN2N       20160101015100100000100000 0200000000000450   
0601BSN2N       20160101015200100000100000 0200000000000450   
0601BSN2N       20160101015300100000100000 0200000000000450   
0601BSN2N       20160101015400100000100000 0200000000000450   
0601BSN2N       20160101015500100000100000 0200000000000450   
0601BSN2N       20160101015600100000100000 0200000000000450   
0601BSN2N       20160101015700100000100000 0200000000000450   
0601BSN2N       20160101015800100000100000 0200000000000450   
0601BSN2N       20160101015900100000100000 0200000000000450   
0601BSN2N       20160101016000100000100000 0200000000000450   
0601BSN2N       20160101016100100000100000 0200000000000450   
0601BSN2N       20160101016200100000100000 0200000000000450   
0601BSN2N       20160101016300100000100000 0200000000000450   
0601BSN2N       20160101016400100000100000 0200000000000450   
0601BSN2N       20160101016500100000100000 0200000000000450   
0601BSN2N       20160101016600100000100000 0200000000000450   
0601BSN2N       20160101016700100000100000 0200000000000450   
0601BSN2N       20160101016800100000100000 0200000000000450   
0601BSN2N       20160101016900100000100000 0200000000000450   
0601BSN2N       20160101017000100000100000 0200000000000450   
0601BSN2N       20160101017100100000100000 0200000000000450   
0601BSN2N       20160101017200100000100000 0200000000000450   
0601BSN2N       20160101017300100000100000 0200000000000450   
0601BSN2N       20160101017400100000100000 0200000000000450   
0601BSN2N       20160101017500100000100000 0200000000000450   
0601BSN2N       20160101017600100000100000 0200000000000450   
0601BSN2N       20160101017700100000100000 0200000000000450   
0601BSN2N       20160101017800100000100000 0200000000000450   
0601BSN2N       20160101017900100000100000 0200000000000450   
0601BSN2N       20160101018000100000100000 0200000000000450   
0601BSN2N       20160101018100100000100000 0200000000000450   
0601BSN2N       20160101018200100000100000 0200000000000450   
0601BSN2N       20160101018300100000100000 0200000000000450   
0601BSN2N       20160101018400100000100000 0200000000000450   
0601BSN2N       20160101018500100000100000 0200000000000450   
0601BSN2N       20160101018600100000100000 0200000000000450   
0601BSN2N       20160101018700100000100000 0200000000000450   
0601BSN2N       20160101018800100000100000 0200000000000450   
0601BSN2N       20160101018900100000100000 0200000000000450   
0601BSN2N       20160101019000100000100000 0200000000000450   
0601BSN2N       20160101019100100000100000 0200000000000450   
0601BSN2N       20160101019200100000100000 0200000000000450   
0601BSN2N       20160101019300100000100000 0200000000000450   
0601BSN2N       20160101019400100000100000 0200000000000450   
0601BSN2N       20160101019500100000100000 0200000000000450   
0601BSN2N       20160101019600100000100000 0200000000000450   
0601BSN2N       20160101019700100000100000 0200000000000450   
0601BSN2N       20160101019800100000100000 0200000000000450   
0601BSN2N       20160101019900100000100000 0200000000000450   
0601BSN2N       20160101020000100001000000 0200000000000450   
0601BSN2N       20160101021000100001000000 0200000000000450   
0601BSN2N       20160101022000100001000000 0200000000000450   
0601BSN2N       20160101023000100001000000 0200000000000450   
0601BSN2N       20160101024000100001000000 0200000000000450   
0601BSN2N       20160101025000100001000000 0200000000000450   
0601BSN2N       20160101026000100001000000 0200000000000450   
0601BSN2N       20160101027000100001000000 0200000000000450   
0601BSN2N       20160101028000100001000000 0200000000000450   
0601BSN2N       20160101029000100001000000 0200000000000450   
0601BSN2N       20160101030000100001000000 0200000000000450   
0601BSN2N       20160101031000100001000000 0200000000000450   
0601BSN2N       20160101032000100001000000 0200000000000450   
0601BSN2N       20160101033000100001000000 0200000000000450   
0601BSN2N       20160101034000100001000000 0200000000000450   
0601BSN2N       20160101035000100001000000 0200000000000450   
0601BSN2N       20160101036000100001000000 0200000000000450   
0601BSN2N       20160101037000100001000000 0200000000000450   
0601BSN2N       20160101038000100001000000 0200000000000450   
0601BSN2N       20160101039000100001000000 0200000000000450   
0601BSN2N       20160101040000100001000000 0200000000000450   
0601BSN2N       20160101041000100001000000 0200000000000450   
0601BSN2N       20160101042000100001000000 0200000000000450   
0601BSN2N       20160101043000100001000000 0200000000000450   
0601BSN2N       20160101044000100001000000 0200000000000450   
0601BSN2N       20160101045000100001000000 0200000000000450   
0601BSN2N       20160101046000100001000000 0200000000000450   
0601BSN2N       20160101047000100001000000 0200000000000450   
0601BSN2N       20160101048000100001000000 0200000000000450   
0601BSN2N       20160101049000100001000000 0200000000000450   
0601BSN2N       20160101050000100001000000 0200000000000450   
0601BSN2N       20160101051000100001000000 0200000000000450   
0601BSN2N       20160101052000100001000000 0200000000000450   
0601BSN2N       20160101053000100001000000 0200000000000450   
0601BSN2N       20160101054000100001000000 0200000000000450   
0601BSN2N       20160101055000100001000000 0200000000000450   
0601BSN2N       20160101056000100001000000 0200000000000450   
0601BSN2N       20160101057000100001000000 0200000000000450   
0601BSN2N       20160101058000100001000000 0200000000000450   
0601BSN2N       20160101059000100001000000 0200000000000450   
0601BSN2N       20160101060000100010000000 0200000000000450   
0601BSN2N       20160101070000100010000000 0200000000000450   
0601BSN2N       20160101080000100010000000 0200000000000450   
0601BSN2N       20160101090000100010000000 0200000000000450   
0601BSN2N       20160101100000100010000000 0200000000000450   
0601BSN3N       20160101000000100000110000 0300000000000000   
0601BSN3N       20160101000110100000010000 0300000000000000   
0601BSN3N       20160101000120100000010000 0300000000000000   
0601BSN3N       20160101000130100000010000 0300000000000000   
0601BSN3N       20160101000140100000010000 0300000000000000   
0601BSN3N       20160101000150100000010000 0300000000000000   
0601BSN3N       20160101000160100000010000 0300000000000000   
0601BSN3N       20160101000170100000010000 0300000000000000   
0601BSN3N       20160101000180100000010000 0300000000000000   
0601BSN3N       20160101000190100000010000 0300000000000000   
0601BSN3N       20160101000200100000010000 0300000000000000   
0601BSN3N       20160101000210100000010000 0300000000000000   
0601BSN3N       20160101000220100000010000 0300000000000000   
0601BSN3N       20160101000230100000010000 0300000000000000   
0601BSN3N       20160101000240100000010000 0300000000000000   
0601BSN3N       20160101000250100000010000 0300000000000000   
0601BSN3N       20160101000260100000010000 0300000000000000   
0601BSN3N       20160101000270100000010000 0300000000000000   
0601BSN3N       20160101000280100000010000 0300000000000000   
0601BSN3N       20160101000290100000010000 0300000000000000   
0601BSN3N       20160101000300100000010000 0300000000000000   
0601BSN3N       20160101000310100000010000 0300000000000000   
0601BSN3N       20160101000320100000010000 0300000000000000   
0601BSN3N       20160101000330100000010000 0300000000000000   
0601BSN3N       20160101000340100000010000 0300000000000032   
0601BSN3N       20160101000350100000010000 0300000000000084   
0601BSN3N       20160101000360100000010000 0300000000000132   
0601BSN3N       20160101000370100000010000 0300000000000183   
0601BSN3N       20160101000380100000010000 0300000000000226   
0601BSN3N       20160101000390100000010000 0300000000000272   
0601BSN3N       20160101000400100000010000 0300000000000311   
0601BSN3N       20160101000410100000010000 0300000000000353   
0601BSN3N       20160101000420100000010000 0300000000000388   
0601BSN3N       20160101000430100000010000 0300000000000426   
0601BSN3N       20160101000440100000010000 0300000000000450   
0601BSN3N       20160101000450100000010000 0300000000000450   
0601BSN3N       20160101000460100000010000 0300000000000450   
0601BSN3N       20160101000470100000010000 0300000000000450   
0601BSN3N       20160101000480100000010000 0300000000000450   
0601BSN3N       20160101000490100000010000 0300000000000450   
0601BSN3N       20160101000500100000010000 0300000000000450   
0601BSN3N       20160101000510100000010000 0300000000000450   
0601BSN3N       20160101000520100000010000 0300000000000450   
0601BSN3N       20160101000530100000010000 0300000000000450   
0601BSN3N       20160101000540100000010000 0300000000000450   
0601BSN3N       20160101000550100000010000 0300000000000450   
0601BSN3N       20160101000560100000010000 0300000000000450   
0601BSN3N       20160101000570100000010000 0300000000000450   
0601BSN3N       20160101000580100000010000 0300000000000450   
0601BSN3N       20160101000590100000010000 0300000000000450   
0601BSN3N       20160101000600100000010000 0300000000000450   
0601BSN3N       20160101000610100000010000 0300000000000450   
0601BSN3N       20160101000620100000010000 0300000000000450   
0601BSN3N       20160101000630100000010000 0300000000000450   
0601BSN3N       20160101000640100000010000 0300000000000450   
0601BSN3N       20160101000650100000010000 0300000000000450   
0601BSN3N       20160101000660100000010000 0300000000000450   
0601BSN3N       20160101000670100000010000 0300000000000450   
0601BSN3N       20160101000680100000010000 0300000000000450   
0601BSN3N       20160101000690100000010000 0300000000000450   
0601BSN3N       20160101000700100000010000 0300000000000450   
0601BSN3N       20160101000710100000010000 0300000000000450   
0601BSN3N       20160101000720100000010000 0300000000000450   
0601BSN3N       20160101000730100000010000 0300000000000450   
0601BSN3N       20160101000740100000010000 0300000000000450   
0601BSN3N       20160101000750100000010000 0300000000000450   
0601BSN3N       20160101000760100000010000 0300000000000450   
0601BSN3N       20160101000770100000010000 0300000000000450   
0601BSN3N       20160101000780100000010000 0300000000000450   
0601BSN3N       20160101000790100000010000 0300000000000450   
0601BSN3N       20160101000800100000010000 0300000000000450   
0601BSN3N       20160101000810100000010000 0300000000000450   
0601BSN3N       20160101000820100000010000 0300000000000450   
0601BSN3N       20160101000830100000010000 0300000000000450   
0601BSN3N       20160101000840100000010000 0300000000000450   
0601BSN3N       20160101000850100000010000 0300000000000450   
0601BSN3N       20160101000860100000010000 0300000000000450   
0601BSN3N       20160101000870100000010000 0300000000000450   
0601BSN3N       20160101000880100000010000 0300000000000450   
0601BSN3N       20160101000890100000010000 0300000000000450   
0601BSN3N       20160101000900100000010000 0300000000000450   
0601BSN3N       20160101000910100000010000 0300000000000450   
0601BSN3N       20160101000920100000010000 0300000000000450   
0601BSN3N       20160101000930100000010000 0300000000000450   
0601BSN3N       20160101000940100000010000 0300000000000450   
0601BSN3N       20160101000950100000010000 0300000000000450   
0601BSN3N       20160101000960100000010000 0300000000000450   
0601BSN3N       20160101000970100000010000 0300000000000450   
0601BSN3N       20160101000980100000010000 0300000000000450   
0601BSN3N       20160101000990100000010000 0300000000000450   
0601BSN3N       20160101001000100000050000 0300000000000450   
0601BSN3N       20160101001050100000050000 0300000000000450   
0601BSN3N       20160101001100100000050000 0300000000000450   
0601BSN3N       20160101001150100000050000 0300000000000450   
0601BSN3N       20160101001200100000050000 0300000000000450   
0601BSN3N       20160101001250100000050000 0300000000000450   
0601BSN3N       20160101001300100000050000 0300000000000450   
0601BSN3N       20160101001350100000050000 0300000000000450   
0601BSN3N       20160101001400100000050000 0300000000000450   
0601BSN3N       20160101001450100000050000 0300000000000450   
0601BSN3N       20160101001500100000050000 0300000000000450   
0601BSN3N       20160101001550100000050000 0300000000000450   
0601BSN3N       20160101001600100000050000 0300000000000450   
0601BSN3N       20160101001650100000050000 0300000000000450   
0601BSN3N       20160101001700100000050000 0300000000000450   
0601BSN3N       20160101001750100000050000 0300000000000450   
0601BSN3N       20160101001800100000050000 0300000000000450   
0601BSN3N       20160101001850100000050000 0300000000000450   
0601BSN3N       20160101001900100000050000 0300000000000450   
0601BSN3N       20160101001950100000050000 0300000000000450   
0601BSN3N       20160101002000100000050000 0300000000000450   
0601BSN3N       20160101002050100000050000 0300000000000450   
0601BSN3N       20160101002100100000050000 0300000000000450   
0601BSN3N       20160101002150100000050000 0300000000000450   
0601BSN3N       20160101002200100000050000 0300000000000450   
0601BSN3N       20160101002250100000050000 0300000000000450   
0601BSN3N       20160101002300100000050000 0300000000000450   
0601BSN3N       20160101002350100000050000 0300000000000450   
0601BSN3N       20160101002400100000050000 0300000000000450   
0601BSN3N       20160101002450100000050000 0300000000000450   
0601BSN3N       20160101002500100000050000 0300000000000450   
0601BSN3N       20160101002550100000050000 0300000000000450   
0601BSN3N       20160101002600100000050000 0300000000000450   
0601BSN3N       20160101002650100000050000 0300000000000450   
0601BSN3N       20160101002700100000050000 0300000000000450   
0601BSN3N       20160101002750100000050000 0300000000000450   
0601BSN3N       20160101002800100000050000 0300000000000450   
0601BSN3N       20160101002850100000050000 0300000000000450   
0601BSN3N       20160101002900100000050000 0300000000000450   
0601BSN3N       20160101002950100000050000 0300000000000450   
0601BSN3N       20160101003000100000050000 0300000000000450   
0601BSN3N       20160101003050100000050000 0300000000000450   
0601BSN3N       20160101003100100000050000 0300000000000450   
0601BSN3N       20160101003150100000050000 0300000000000450   
0601BSN3N       20160101003200100000050000 0300000000000450   
0601BSN3N       20160101003250100000050000 0300000000000450   
0601BSN3N       20160101003300100000050000 0300000000000450   
0601BSN3N       20160101003350100000050000 0300000000000450   
0601BSN3N       20160101003400100000050000 0300000000000450   
0601BSN3N       20160101003450100000050000 0300000000000450   
0601BSN3N       20160101003500100000050000 0300000000000450   
0601BSN3N       20160101003550100000050000 0300000000000450   
0601BSN3N       20160101003600100000050000 0300000000000450   
0601BSN3N       20160101003650100000050000 0300000000000450   
0601BSN3N       20160101003700100000050000 0300000000000450   
0601BSN3N       20160101003750100000050000 0300000000000450   
0601BSN3N       20160101003800100000050000 0300000000000450   
0601BSN3N       20160101003850100000050000 0300000000000450   
0601BSN3N       20160101003900100000050000 0300000000000450   
0601BSN3N       20160101003950100000050000 0300000000000450   
0601BSN3N       20160101004000100000050000 0300000000000450   
0601BSN3N       20160101004050100000050000 0300000000000450   
0601BSN3N       20160101004100100000050000 0300000000000450   
0601BSN3N       20160101004150100000050000 0300000000000450   
0601BSN3N       20160101004200100000050000 0300000000000450   
0601BSN3N       20160101004250100000050000 0300000000000450   
0601BSN3N       20160101004300100000050000 0300000000000450   
0601BSN3N       20160101004350100000050000 0300000000000450   
0601BSN3N       20160101004400100000050000 0300000000000450   
0601BSN3N       20160101004450100000050000 0300000000000450   
0601BSN3N       20160101004500100000050000 0300000000000450   
0601BSN3N       20160101004550100000050000 0300000000000450   
0601BSN3N       20160101004600100000050000 0300000000000450   
0601BSN3N       20160101004650100000050000 0300000000000450   
0601BSN3N       20160101004700100000050000 0300000000000450   
0601BSN3N       20160101004750100000050000 0300000000000450   
0601BSN3N       20160101004800100000050000 0300000000000450   
0601BSN3N       20160101004850100000050000 0300000000000450   
0601BSN3N       20160101004900100000050000 0300000000000450   
0601BSN3N       20160101004950100000050000 0300000000000450   
0601BSN3N       20160101005000100000050000 0300000000000450   
0601BSN3N       20160101005050100000050000 0300000000000450   
0601BSN3N       20160101005100100000050000 0300000000000450   
0601BSN3N       20160101005150100000050000 0300000000000450   
0601BSN3N       20160101005200100000050000 0300000000000450   
0601BSN3N       20160101005250100000050000 0300000000000450   
0601BSN3N       20160101005300100000050000 0300000000000450   
0601BSN3N       20160101005350100000050000 0300000000000450   
0601BSN3N       20160101005400100000050000 0300000000000450   
0601BSN3N       20160101005450100000050000 0300000000000450   
0601BSN3N       20160101005500100000050000 0300000000000450   
0601BSN3N       20160101005550100000050000 0300000000000450   
0601BSN3N       20160101005600100000050000 0300000000000450   
0601BSN3N       20160101005650100000050000 0300000000000450   
0601BSN3N       20160101005700100000050000 0300000000000450   
0601BSN3N       20160101005750100000050000 0300000000000450   
0601BSN3N       20160101005800100000050000 0300000000000450   
0601BSN3N       20160101005850100000050000 0300000000000450   
0601BSN3N       20160101005900100000050000 0300000000000450   
0601BSN3N       20160101005950100000050000 0300000000000450   
0601BSN3N       20160101006000100000050000 0300000000000450   
0601BSN3N       20160101006050100000050000 0300000000000450   
0601BSN3N       20160101006100100000050000 0300000000000450   
0601BSN3N       20160101006150100000050000 0300000000000450   
0601BSN3N       20160101006200100000050000 0300000000000450   
0601BSN3N       20160101006250100000050000 0300000000000450   
0601BSN3N       20160101006300100000050000 0300000000000450   
0601BSN3N       20160101006350100000050000 0300000000000450   
0601BSN3N       20160101006400100000050000 0300000000000450   
0601BSN3N       20160101006450100000050000 0300000000000450   
0601BSN3N       20160101006500100000050000 0300000000000450   
0601BSN3N       20160101006550100000050000 0300000000000450   
0601BSN3N       20160101006600100000050000 0300000000000450   
0601BSN3N       20160101006650100000050000 0300000000000450   
0601BSN3N       20160101006700100000050000 0300000000000450   
0601BSN3N       20160101006750100000050000 0300000000000450   
0601BSN3N       20160101006800100000050000 0300000000000450   
0601BSN3N       20160101006850100000050000 0300000000000450   
0601BSN3N       20160101006900100000050000 0300000000000450   
0601BSN3N       20160101006950100000050000 0300000000000450   
0601BSN3N       20160101007000100000050000 0300000000000450   
0601BSN3N       20160101007050100000050000 0300000000000450   
0601BSN3N       20160101007100100000050000 0300000000000450   
0601BSN3N       20160101007150100000050000 0300000000000450   
0601BSN3N       20160101007200100000050000 0300000000000450   
0601BSN3N       20160101007250100000050000 0300000000000450   
0601BSN3N       20160101007300100000050000 0300000000000450   
0601BSN3N       20160101007350100000050000 0300000000000450   
0601BSN3N       20160101007400100000050000 0300000000000450   
0601BSN3N       20160101007450100000050000 0300000000000450   
0601BSN3N       20160101007500100000050000 0300000000000450   
0601BSN3N       20160101007550100000050000 0300000000000450   
0601BSN3N       20160101007600100000050000 0300000000000450   
0601BSN3N       20160101007650100000050000 0300000000000450   
0601BSN3N       20160101007700100000050000 0300000000000450   
0601BSN3N       20160101007750100000050000 0300000000000450   
0601BSN3N       20160101007800100000050000 0300000000000450   
0601BSN3N       20160101007850100000050000 0300000000000450   
0601BSN3N       20160101007900100000050000 0300000000000450   
0601BSN3N       20160101007950100000050000 0300000000000450   
0601BSN3N       20160101008000100000050000 0300000000000450   
0601BSN3N       20160101008050100000050000 0300000000000450   
0601BSN3N       20160101008100100000050000 0300000000000450   
0601BSN3N       20160101008150100000050000 0300000000000450   
0601BSN3N       20160101008200100000050000 0300000000000450   
0601BSN3N       20160101008250100000050000 0300000000000450   
0601BSN3N       20160101008300100000050000 0300000000000450   
0601BSN3N       20160101008350100000050000 0300000000000450   
0601BSN3N       20160101008400100000050000 0300000000000450   
0601BSN3N       20160101008450100000050000 0300000000000450   
0601BSN3N       20160101008500100000050000 0300000000000450   
0601BSN3N       20160101008550100000050000 0300000000000450   
0601BSN3N       20160101008600100000050000 0300000000000450   
0601BSN3N       20160101008650100000050000 0300000000000450   
0601BSN3N       20160101008700100000050000 0300000000000450   
0601BSN3N       20160101008750100000050000 0300000000000450   
0601BSN3N       20160101008800100000050000 0300000000000450   
0601BSN3N       20160101008850100000050000 0300000000000450   
0601BSN3N       20160101008900100000050000 0300000000000450   
0601BSN3N       20160101008950100000050000 0300000000000450   
0601BSN3N       20160101009000100000050000 0300000000000450   
0601BSN3N       20160101009050100000050000 0300000000000450   
0601BSN3N       20160101009100100000050000 0300000000000450   
0601BSN3N       20160101009150100000050000 0300000000000450   
0601BSN3N       20160101009200100000050000 0300000000000450   
0601BSN3N       20160101009250100000050000 0300000000000450   
0601BSN3N       20160101009300100000050000 0300000000000450   
0601BSN3N       20160101009350100000050000 0300000000000450   
0601BSN3N       20160101009400100000050000 0300000000000450   
0601BSN3N       20160101009450100000050000 0300000000000450   
0601BSN3N       20160101009500100000050000 0300000000000450   
0601BSN3N       20160101009550100000050000 0300000000000450   
0601BSN3N       20160101009600100000050000 0300000000000450   
0601BSN3N       20160101009650100000050000 0300000000000450   
0601BSN3N       20160101009700100000050000 0300000000000450   
0601BSN3N       20160101009750100000050000 0300000000000450   
0601BSN3N       20160101009800100000050000 0300000000000450   
0601BSN3N       20160101009850100000050000 0300000000000450   
0601BSN3N       20160101009900100000050000 0300000000000450   
0601BSN3N       20160101009950100000050000 0300000000000450   
0601BSN3N       20160101010000100000100000 0300000000000450   
0601BSN3N       20160101010100100000100000 0300000000000450   
0601BSN3N       20160101010200100000100000 0300000000000450   
0601BSN3N       20160101010300100000100000 0300000000000450   
0601BSN3N       20160101010400100000100000 0300000000000450   
0601BSN3N       20160101010500100000100000 0300000000000450   
0601BSN3N       20160101010600100000100000 0300000000000450   
0601BSN3N       20160101010700100000100000 0300000000000450   
0601BSN3N       20160101010800100000100000 0300000000000450   
0601BSN3N       20160101010900100000100000 0300000000000450   
0601BSN3N       20160101011000100000100000 0300000000000450   
0601BSN3N       20160101011100100000100000 0300000000000450   
0601BSN3N       20160101011200100000100000 0300000000000450   
0601BSN3N       20160101011300100000100000 0300000000000450   
0601BSN3N       20160101011400100000100000 0300000000000450   
0601BSN3N       20160101011500100000100000 0300000000000450   
0601BSN3N       20160101011600100000100000 0300000000000450   
0601BSN3N       20160101011700100000100000 0300000000000450   
0601BSN3N       20160101011800100000100000 0300000000000450   
0601BSN3N       20160101011900100000100000 0300000000000450   
0601BSN3N       20160101012000100000100000 0300000000000450   
0601BSN3N       20160101012100100000100000 0300000000000450   
0601BSN3N       20160101012200100000100000 0300000000000450   
0601BSN3N       20160101012300100000100000 0300000000000450   
0601BSN3N       20160101012400100000100000 0300000000000450   
0601BSN3N       20160101012500100000100000 0300000000000450   
0601BSN3N       20160101012600100000100000 0300000000000450   
0601BSN3N       20160101012700100000100000 0300000000000450   
0601BSN3N       20160101012800100000100000 0300000000000450   
0601BSN3N       20160101012900100000100000 0300000000000450   
0601BSN3N       20160101013000100000100000 0300000000000450   
0601BSN3N       20160101013100100000100000 0300000000000450   
0601BSN3N       20160101013200100000100000 0300000000000450   
0601BSN3N       20160101013300100000100000 0300000000000450   
0601BSN3N       20160101013400100000100000 0300000000000450   
0601BSN3N       20160101013500100000100000 0300000000000450   
0601BSN3N       20160101013600100000100000 0300000000000450   
0601BSN3N       20160101013700100000100000 0300000000000450   
0601BSN3N       20160101013800100000100000 0300000000000450   
0601BSN3N       20160101013900100000100000 0300000000000450   
0601BSN3N       20160101014000100000100000 0300000000000450   
0601BSN3N       20160101014100100000100000 0300000000000450   
0601BSN3N       20160101014200100000100000 0300000000000450   
0601BSN3N       20160101014300100000100000 0300000000000450   
0601BSN3N       20160101014400100000100000 0300000000000450   
0601BSN3N       20160101014500100000100000 0300000000000450   
0601BSN3N       20160101014600100000100000 0300000000000450   
0601BSN3N       20160101014700100000100000 0300000000000450   
0601BSN3N       20160101014800100000100000 0300000000000450   
0601BSN3N       20160101014900100000100000 0300000000000450   
0601BSN3N       20160101015000100000100000 0300000000000450   
0601BSN3N       20160101015100100000100000 0300000000000450   
0601BSN3N       20160101015200100000100000 0300000000000450   
0601BSN3N       20160101015300100000100000 0300000000000450   
0601BSN3N       20160101015400100000100000 0300000000000450   
0601BSN3N       20160101015500100000100000 0300000000000450   
0601BSN3N       20160101015600100000100000 0300000000000450   
0601BSN3N       20160101015700100000100000 0300000000000450   
0601BSN3N       20160101015800100000100000 0300000000000450   
0601BSN3N       20160101015900100000100000 0300000000000450   
0601BSN3N       20160101016000100000100000 0300000000000450   
0601BSN3N       20160101016100100000100000 0300000000000450   
0601BSN3N       20160101016200100000100000 0300000000000450   
0601BSN3N       20160101016300100000100000 0300000000000450   
0601BSN3N       20160101016400100000100000 0300000000000450   
0601BSN3N       20160101016500100000100000 0300000000000450   
0601BSN3N       20160101016600100000100000 0300000000000450   
0601BSN3N       20160101016700100000100000 0300000000000450   
0601BSN3N       20160101016800100000100000 0300000000000450   
0601BSN3N       20160101016900100000100000 0300000000000450   
0601BSN3N       20160101017000100000100000 0300000000000450   
0601BSN3N       20160101017100100000100000 0300000000000450   
0601BSN3N       20160101017200100000100000 0300000000000450   
0601BSN3N       20160101017300100000100000 0300000000000450   
0601BSN3N       20160101017400100000100000 0300000000000450   
0601BSN3N       20160101017500100000100000 0300000000000450   
0601BSN3N       20160101017600100000100000 0300000000000450   
0601BSN3N       20160101017700100000100000 0300000000000450   
0601BSN3N       20160101017800100000100000 0300000000000450   
0601BSN3N       20160101017900100000100000 0300000000000450   
0601BSN3N       20160101018000100000100000 0300000000000450   
