00OW               20161205                                                                                   
0601OWP3N       20170101000755100000005000 0300002970000392   
0601OWP3N       20170101000760100000005000 0300003040000399   
0601OWP3N       20170101000765100000005000 0300003110000405   
0601OWP3N       20170101000770100000005000 0300003180000412   
0601OWP3N       20170101000775100000005000 0300003240000417   
0601OWP3N       20170101000780100000005000 0300003310000423   
0601OWP3N       20170101000785100000005000 0300003380000429   
0601OWP3N       20170101000790100000005000 0300003450000435   
0601OWP3N       20170101000795100000005000 0300003500000439   
0601OWP3N       20170101000800100000005000 0300003570000445   
0601OWP3N       20170101000805100000005000 0300003630000450   
0601OWP3N       20170101000810100000005000 0300003660000450   
0601OWP3N       20170101000815100000005000 0300003680000450   
0601OWP3N       20170101000820100000005000 0300003700000450   
0601OWP3N       20170101000825100000005000 0300003720000450   
0601OWP3N       20170101000830100000005000 0300003750000450   
0601OWP3N       20170101000835100000005000 0300003770000450   
0601OWP3N       20170101000840100000005000 0300003790000450   
0601OWP3N       20170101000845100000005000 0300003810000450   
0601OWP3N       20170101000850100000005000 0300003840000450   
0601OWP3N       20170101000855100000005000 0300003860000450   
0601OWP3N       20170101000860100000005000 0300003880000450   
0601OWP3N       20170101000865100000005000 0300003900000450   
0601OWP3N       20170101000870100000005000 0300003930000450   
0601OWP3N       20170101000875100000005000 0300003950000450   
0601OWP3N       20170101000880100000005000 0300003970000450   
0601OWP3N       20170101000885100000005000 0300003990000450   
0601OWP3N       20170101000890100000005000 0300004020000450   
0601OWP3N       20170101000895100000005000 0300004040000450   
0601OWP3N       20170101000900100000005000 0300004060000450   
0601OWP3N       20170101000905100000005000 0300004080000450   
0601OWP3N       20170101000910100000005000 0300004110000450   
0601OWP3N       20170101000915100000005000 0300004130000450   
0601OWP3N       20170101000920100000005000 0300004150000450   
0601OWP3N       20170101000925100000005000 0300004170000450   
0601OWP3N       20170101000930100000005000 0300004200000450   
0601OWP3N       20170101000935100000005000 0300004220000450   
0601OWP3N       20170101000940100000005000 0300004240000450   
0601OWP3N       20170101000945100000005000 0300004260000450   
0601OWP3N       20170101000950100000005000 0300004290000450   
0601OWP3N       20170101000955100000005000 0300004310000450   
0601OWP3N       20170101000960100000005000 0300004330000450   
0601OWP3N       20170101000965100000005000 0300004350000450   
0601OWP3N       20170101000970100000005000 0300004380000450   
0601OWP3N       20170101000975100000005000 0300004400000450   
0601OWP3N       20170101000980100000005000 0300004420000450   
0601OWP3N       20170101000985100000005000 0300004440000450   
0601OWP3N       20170101000990100000005000 0300004470000450   
0601OWP3N       20170101000995100000005000 0300004490000450   
0601OWP3N       20170101001000100000005000 0300004510000450   
0601OWP3N       20170101001005100000005000 0300004530000450   
0601OWP3N       20170101001010100000005000 0300004560000450   
0601OWP3N       20170101001015100000005000 0300004580000450   
0601OWP3N       20170101001020100000005000 0300004600000450   
0601OWP3N       20170101001025100000005000 0300004620000450   
0601OWP3N       20170101001030100000005000 0300004650000450   
0601OWP3N       20170101001035100000005000 0300004670000450   
0601OWP3N       20170101001040100000005000 0300004690000450   
0601OWP3N       20170101001045100000005000 0300004710000450   
0601OWP3N       20170101001050100000005000 0300004740000450   
0601OWP3N       20170101001055100000005000 0300004760000450   
0601OWP3N       20170101001060100000005000 0300004780000450   
0601OWP3N       20170101001065100000005000 0300004800000450   
0601OWP3N       20170101001070100000005000 0300004830000450   
0601OWP3N       20170101001075100000005000 0300004850000450   
0601OWP3N       20170101001080100000005000 0300004870000450   
0601OWP3N       20170101001085100000005000 0300004890000450   
0601OWP3N       20170101001090100000005000 0300004920000450   
0601OWP3N       20170101001095100000005000 0300004940000450   
0601OWP3N       20170101001100100000005000 0300004960000450   
0601OWP3N       20170101001105100000005000 0300004980000450   
0601OWP3N       20170101001110100000005000 0300005010000450   
0601OWP3N       20170101001115100000005000 0300005030000450   
0601OWP3N       20170101001120100000005000 0300005050000450   
0601OWP3N       20170101001125100000005000 0300005070000450   
0601OWP3N       20170101001130100000005000 0300005100000450   
0601OWP3N       20170101001135100000005000 0300005120000450   
0601OWP3N       20170101001140100000005000 0300005140000450   
0601OWP3N       20170101001145100000005000 0300005160000450   
0601OWP3N       20170101001150100000005000 0300005190000450   
0601OWP3N       20170101001155100000005000 0300005210000450   
0601OWP3N       20170101001160100000005000 0300005230000450   
0601OWP3N       20170101001165100000005000 0300005250000450   
0601OWP3N       20170101001170100000005000 0300005280000450   
0601OWP3N       20170101001175100000005000 0300005300000450   
0601OWP3N       20170101001180100000005000 0300005320000450   
0601OWP3N       20170101001185100000005000 0300005340000450   
0601OWP3N       20170101001190100000005000 0300005370000450   
0601OWP3N       20170101001195100000005000 0300005390000450   
0601OWP3N       20170101001200100000005000 0300005410000450   
0601OWP3N       20170101001205100000005000 0300005430000450   
0601OWP3N       20170101001210100000005000 0300005460000450   
0601OWP3N       20170101001215100000005000 0300005480000450   
0601OWP3N       20170101001220100000005000 0300005500000450   
0601OWP3N       20170101001225100000005000 0300005520000450   
0601OWP3N       20170101001230100000005000 0300005550000450   
0601OWP3N       20170101001235100000005000 0300005570000450   
0601OWP3N       20170101001240100000005000 0300005590000450   
0601OWP3N       20170101001245100000005000 0300005610000450   
0601OWP3N       20170101001250100000005000 0300005640000450   
0601OWP3N       20170101001255100000005000 0300005660000450   
0601OWP3N       20170101001260100000005000 0300005680000450   
0601OWP3N       20170101001265100000005000 0300005700000450   
0601OWP3N       20170101001270100000005000 0300005730000450   
0601OWP3N       20170101001275100000005000 0300005750000450   
0601OWP3N       20170101001280100000005000 0300005770000450   
0601OWP3N       20170101001285100000005000 0300005790000450   
0601OWP3N       20170101001290100000005000 0300005820000450   
0601OWP3N       20170101001295100000005000 0300005840000450   
0601OWP3N       20170101001300100000005000 0300005860000450   
0601OWP3N       20170101001305100000005000 0300005880000450   
0601OWP3N       20170101001310100000005000 0300005910000450   
0601OWP3N       20170101001315100000005000 0300005930000450   
0601OWP3N       20170101001320100000005000 0300005950000450   
0601OWP3N       20170101001325100000005000 0300005970000450   
0601OWP3N       20170101001330100000005000 0300006000000450   
0601OWP3N       20170101001335100000005000 0300006020000450   
0601OWP3N       20170101001340100000005000 0300006040000450   
0601OWP3N       20170101001345100000005000 0300006060000450   
0601OWP3N       20170101001350100000005000 0300006090000450   
0601OWP3N       20170101001355100000005000 0300006110000450   
0601OWP3N       20170101001360100000005000 0300006130000450   
0601OWP3N       20170101001365100000005000 0300006150000450   
0601OWP3N       20170101001370100000005000 0300006180000450   
0601OWP3N       20170101001375100000005000 0300006200000450   
0601OWP3N       20170101001380100000005000 0300006220000450   
0601OWP3N       20170101001385100000005000 0300006240000450   
0601OWP3N       20170101001390100000005000 0300006270000450   
0601OWP3N       20170101001395100000005000 0300006290000450   
0601OWP3N       20170101001400100000005000 0300006310000450   
0601OWP3N       20170101001405100000005000 0300006330000450   
0601OWP3N       20170101001410100000005000 0300006360000450   
0601OWP3N       20170101001415100000005000 0300006380000450   
0601OWP3N       20170101001420100000005000 0300006400000450   
0601OWP3N       20170101001425100000005000 0300006420000450   
0601OWP3N       20170101001430100000005000 0300006450000450   
0601OWP3N       20170101001435100000005000 0300006470000450   
0601OWP3N       20170101001440100000005000 0300006490000450   
0601OWP3N       20170101001445100000005000 0300006510000450   
0601OWP3N       20170101001450100000005000 0300006540000450   
0601OWP3N       20170101001455100000005000 0300006560000450   
0601OWP3N       20170101001460100000005000 0300006580000450   
0601OWP3N       20170101001465100000005000 0300006600000450   
0601OWP3N       20170101001470100000005000 0300006630000450   
0601OWP3N       20170101001475100000005000 0300006650000450   
0601OWP3N       20170101001480100000005000 0300006670000450   
0601OWP3N       20170101001485100000005000 0300006690000450   
0601OWP3N       20170101001490100000005000 0300006720000450   
0601OWP3N       20170101001495100000005000 0300006740000450   
0601OWP3N       20170101001500100000500000 0300007880000450   
0601OWP3N       20170101002000100000500000 0300010130000450   
0601OWP3N       20170101002500100000500000 0300012380000450   
0601OWP3N       20170101003000100000500000 0300014630000450   
0601OWP3N       20170101003500100000500000 0300016880000450   
0601OWP3N       20170101004000100000500000 0300019130000450   
0601OWP3N       20170101004500100000500000 0300021380000450   
0601OWP3N       20170101005000100000500000 0300023630000450   
0601OWP3N       20170101005500100000500000 0300025880000450   
0601OWP3N       20170101006000100000500000 0300028130000450   
0601OWP3N       20170101006500100000500000 0300030380000450   
0601OWP3N       20170101007000100000500000 0300032630000450   
0601OWP3N       20170101007500100000500000 0300034880000450   
0601OWP3N       20170101008000100000500000 0300037130000450   
0601OWP3N       20170101008500100000500000 0300039380000450   
0601OWP3N       20170101009000100000500000 0300041630000450   
0601OWP3N       20170101009500100000500000 0300043880000450   
0601OWP3N       20170101010000100000500000 0300046130000450   
0601OWP3N       20170101010500100000500000 0300048380000450   
0601OWP3N       20170101011000100000500000 0300050630000450   
0601OWP3N       20170101011500100000500000 0300052880000450   
0601OWP3N       20170101012000100000500000 0300055130000450   
0601OWP3N       20170101012500100000500000 0300057380000450   
0601OWP3N       20170101013000100000500000 0300059630000450   
0601OWP3N       20170101013500100000500000 0300061880000450   
0601OWP3N       20170101014000100000500000 0300064130000450   
0601OWP3N       20170101014500100000500000 0300066380000450   
0601OWP3N       20170101015000100000500000 0300068630000450   
0601OWP3N       20170101015500100000500000 0300070880000450   
0601OWP3N       20170101016000100000500000 0300073130000450   
0601OWP3N       20170101016500100000500000 0300075380000450   
0601OWP3N       20170101017000100000500000 0300077630000450   
0601OWP3N       20170101017500100000500000 0300079880000450   
0601OWP3N       20170101018000100000500000 0300082130000450   
0601OWP3N       20170101018500100000500000 0300084380000450   
0601OWP3N       20170101019000100000500000 0300086630000450   
0601OWP3N       20170101019500100000500000 0300088880000450   
0601OWP4N       20170101000000100000040000 0400000030000000   
0601OWP4N       20170101000040100000005000 0400000030000071   
0601OWP4N       20170101000045100000005000 0400000030000063   
0601OWP4N       20170101000050100000005000 0400000030000057   
0601OWP4N       20170101000055100000005000 0400000030000052   
0601OWP4N       20170101000060100000005000 0400000030000048   
0601OWP4N       20170101000065100000005000 0400000030000044   
0601OWP4N       20170101000070100000005000 0400000030000041   
0601OWP4N       20170101000075100000005000 0400000030000039   
0601OWP4N       20170101000080100000005000 0400000030000036   
0601OWP4N       20170101000085100000005000 0400000030000034   
0601OWP4N       20170101000090100000005000 0400000030000032   
0601OWP4N       20170101000095100000005000 0400000030000031   
0601OWP4N       20170101000100100000005000 0400000030000029   
0601OWP4N       20170101000105100000005000 0400000030000028   
0601OWP4N       20170101000110100000005000 0400000030000027   
0601OWP4N       20170101000115100000005000 0400000030000026   
0601OWP4N       20170101000120100000005000 0400000030000024   
0601OWP4N       20170101000125100000005000 0400000030000024   
0601OWP4N       20170101000130100000005000 0400000030000023   
0601OWP4N       20170101000135100000005000 0400000030000022   
0601OWP4N       20170101000140100000005000 0400000030000021   
0601OWP4N       20170101000145100000005000 0400000030000020   
0601OWP4N       20170101000150100000005000 0400000030000020   
0601OWP4N       20170101000155100000005000 0400000030000019   
0601OWP4N       20170101000160100000005000 0400000030000018   
0601OWP4N       20170101000165100000005000 0400000030000018   
0601OWP4N       20170101000170100000005000 0400000030000017   
0601OWP4N       20170101000175100000005000 0400000030000017   
0601OWP4N       20170101000180100000005000 0400000030000016   
0601OWP4N       20170101000185100000005000 0400000030000016   
0601OWP4N       20170101000190100000005000 0400000030000016   
0601OWP4N       20170101000195100000005000 0400000030000015   
0601OWP4N       20170101000200100000005000 0400000030000015   
0601OWP4N       20170101000205100000005000 0400000030000014   
0601OWP4N       20170101000210100000005000 0400000030000014   
0601OWP4N       20170101000215100000005000 0400000030000014   
0601OWP4N       20170101000220100000005000 0400000030000013   
0601OWP4N       20170101000225100000005000 0400000030000013   
0601OWP4N       20170101000230100000005000 0400000030000013   
0601OWP4N       20170101000235100000005000 0400000030000013   
0601OWP4N       20170101000240100000005000 0400000030000012   
0601OWP4N       20170101000245100000005000 0400000030000012   
0601OWP4N       20170101000250100000005000 0400000030000012   
0601OWP4N       20170101000255100000005000 0400000030000012   
0601OWP4N       20170101000260100000005000 0400000030000011   
0601OWP4N       20170101000265100000005000 0400000030000011   
0601OWP4N       20170101000270100000005000 0400000030000011   
0601OWP4N       20170101000275100000005000 0400000030000011   
0601OWP4N       20170101000280100000005000 0400000030000011   
0601OWP4N       20170101000285100000005000 0400000030000010   
0601OWP4N       20170101000290100000005000 0400000030000010   
0601OWP4N       20170101000295100000005000 0400000030000010   
0601OWP4N       20170101000300100000005000 0400000030000010   
0601OWP4N       20170101000305100000005000 0400000030000010   
0601OWP4N       20170101000310100000005000 0400000030000010   
0601OWP4N       20170101000315100000005000 0400000030000009   
0601OWP4N       20170101000320100000005000 0400000030000009   
0601OWP4N       20170101000325100000005000 0400000030000009   
0601OWP4N       20170101000330100000005000 0400000030000009   
0601OWP4N       20170101000335100000005000 0400000030000009   
0601OWP4N       20170101000340100000005000 0400000030000009   
0601OWP4N       20170101000345100000005000 0400000030000009   
0601OWP4N       20170101000350100000005000 0400000030000009   
0601OWP4N       20170101000355100000005000 0400000030000008   
0601OWP4N       20170101000360100000005000 0400000030000008   
0601OWP4N       20170101000365100000005000 0400000030000008   
0601OWP4N       20170101000370100000005000 0400000030000008   
0601OWP4N       20170101000375100000005000 0400000030000008   
0601OWP4N       20170101000380100000005000 0400000030000008   
0601OWP4N       20170101000385100000005000 0400000030000008   
0601OWP4N       20170101000390100000005000 0400000030000008   
0601OWP4N       20170101000395100000005000 0400000030000008   
0601OWP4N       20170101000400100000005000 0400000030000007   
0601OWP4N       20170101000405100000005000 0400000030000007   
0601OWP4N       20170101000410100000005000 0400000030000007   
0601OWP4N       20170101000415100000005000 0400000030000007   
0601OWP4N       20170101000420100000005000 0400000030000007   
0601OWP4N       20170101000425100000005000 0400000030000007   
0601OWP4N       20170101000430100000005000 0400000030000007   
0601OWP4N       20170101000435100000005000 0400000030000007   
0601OWP4N       20170101000440100000005000 0400000030000007   
0601OWP4N       20170101000445100000005000 0400000030000007   
0601OWP4N       20170101000450100000005000 0400000030000007   
0601OWP4N       20170101000455100000005000 0400000030000007   
0601OWP4N       20170101000460100000005000 0400000030000006   
0601OWP4N       20170101000465100000005000 0400000030000006   
0601OWP4N       20170101000470100000005000 0400000030000006   
0601OWP4N       20170101000475100000005000 0400000030000006   
0601OWP4N       20170101000480100000005000 0400000030000006   
0601OWP4N       20170101000485100000005000 0400000030000006   
0601OWP4N       20170101000490100000005000 0400000030000006   
0601OWP4N       20170101000495100000005000 0400000030000006   
0601OWP4N       20170101000500100000005000 0400000030000006   
0601OWP4N       20170101000505100000005000 0400000030000006   
0601OWP4N       20170101000510100000005000 0400000030000006   
0601OWP4N       20170101000515100000005000 0400000030000006   
0601OWP4N       20170101000520100000005000 0400000030000006   
0601OWP4N       20170101000525100000005000 0400000030000006   
0601OWP4N       20170101000530100000005000 0400000030000006   
0601OWP4N       20170101000535100000005000 0400000030000006   
0601OWP4N       20170101000540100000005000 0400000030000006   
0601OWP4N       20170101000545100000005000 0400000030000005   
0601OWP4N       20170101000550100000005000 0400000030000005   
0601OWP4N       20170101000555100000005000 0400000030000005   
0601OWP4N       20170101000560100000005000 0400000030000005   
0601OWP4N       20170101000565100000005000 0400000030000005   
0601OWP4N       20170101000570100000005000 0400000030000005   
0601OWP4N       20170101000575100000005000 0400000030000005   
0601OWP4N       20170101000580100000005000 0400000030000005   
0601OWP4N       20170101000585100000005000 0400000030000005   
0601OWP4N       20170101000590100000005000 0400000030000005   
0601OWP4N       20170101000595100000005000 0400000070000012   
0601OWP4N       20170101000600100000005000 0400000140000023   
0601OWP4N       20170101000605100000005000 0400000190000031   
0601OWP4N       20170101000610100000005000 0400000260000042   
0601OWP4N       20170101000615100000005000 0400000330000053   
0601OWP4N       20170101000620100000005000 0400000390000063   
0601OWP4N       20170101000625100000005000 0400000460000073   
0601OWP4N       20170101000630100000005000 0400000530000084   
0601OWP4N       20170101000635100000005000 0400000600000094   
0601OWP4N       20170101000640100000005000 0400000650000101   
0601OWP4N       20170101000645100000005000 0400000720000111   
0601OWP4N       20170101000650100000005000 0400000790000121   
0601OWP4N       20170101000655100000005000 0400000860000131   
0601OWP4N       20170101000660100000005000 0400000920000139   
0601OWP4N       20170101000665100000005000 0400000990000148   
0601OWP4N       20170101000670100000005000 0400001060000158   
0601OWP4N       20170101000675100000005000 0400001130000167   
0601OWP4N       20170101000680100000005000 0400001180000173   
0601OWP4N       20170101000685100000005000 0400001250000182   
0601OWP4N       20170101000690100000005000 0400001320000191   
0601OWP4N       20170101000695100000005000 0400001390000199   
0601OWP4N       20170101000700100000005000 0400001450000206   
0601OWP4N       20170101000705100000005000 0400001520000215   
0601OWP4N       20170101000710100000005000 0400001590000223   
0601OWP4N       20170101000715100000005000 0400001660000231   
0601OWP4N       20170101000720100000005000 0400001720000238   
0601OWP4N       20170101000725100000005000 0400001780000245   
0601OWP4N       20170101000730100000005000 0400001850000253   
0601OWP4N       20170101000735100000005000 0400001920000260   
0601OWP4N       20170101000740100000005000 0400001980000267   
0601OWP4N       20170101000745100000005000 0400002050000274   
0601OWP4N       20170101000750100000005000 0400002120000282   
0601OWP4N       20170101000755100000005000 0400002180000288   
0601OWP4N       20170101000760100000005000 0400002250000295   
0601OWP4N       20170101000765100000005000 0400002310000301   
0601OWP4N       20170101000770100000005000 0400002380000308   
0601OWP4N       20170101000775100000005000 0400002440000314   
0601OWP4N       20170101000780100000005000 0400002510000321   
0601OWP4N       20170101000785100000005000 0400002580000328   
0601OWP4N       20170101000790100000005000 0400002650000334   
0601OWP4N       20170101000795100000005000 0400002710000340   
0601OWP4N       20170101000800100000005000 0400002780000346   
0601OWP4N       20170101000805100000005000 0400002850000353   
0601OWP4N       20170101000810100000005000 0400002910000358   
0601OWP4N       20170101000815100000005000 0400002970000363   
0601OWP4N       20170101000820100000005000 0400003040000370   
0601OWP4N       20170101000825100000005000 0400003110000376   
0601OWP4N       20170101000830100000005000 0400003180000382   
0601OWP4N       20170101000835100000005000 0400003240000387   
0601OWP4N       20170101000840100000005000 0400003310000393   
0601OWP4N       20170101000845100000005000 0400003380000399   
0601OWP4N       20170101000850100000005000 0400003450000405   
0601OWP4N       20170101000855100000005000 0400003500000408   
0601OWP4N       20170101000860100000005000 0400003570000414   
0601OWP4N       20170101000865100000005000 0400003640000420   
0601OWP4N       20170101000870100000005000 0400003700000424   
0601OWP4N       20170101000875100000005000 0400003770000430   
0601OWP4N       20170101000880100000005000 0400003840000435   
0601OWP4N       20170101000885100000005000 0400003910000441   
0601OWP4N       20170101000890100000005000 0400003960000444   
0601OWP4N       20170101000895100000005000 0400004030000449   
0601OWP4N       20170101000900100000005000 0400004060000450   
0601OWP4N       20170101000905100000005000 0400004080000450   
0601OWP4N       20170101000910100000005000 0400004110000450   
0601OWP4N       20170101000915100000005000 0400004130000450   
0601OWP4N       20170101000920100000005000 0400004150000450   
0601OWP4N       20170101000925100000005000 0400004170000450   
0601OWP4N       20170101000930100000005000 0400004200000450   
0601OWP4N       20170101000935100000005000 0400004220000450   
0601OWP4N       20170101000940100000005000 0400004240000450   
0601OWP4N       20170101000945100000005000 0400004260000450   
0601OWP4N       20170101000950100000005000 0400004290000450   
0601OWP4N       20170101000955100000005000 0400004310000450   
0601OWP4N       20170101000960100000005000 0400004330000450   
0601OWP4N       20170101000965100000005000 0400004350000450   
0601OWP4N       20170101000970100000005000 0400004380000450   
0601OWP4N       20170101000975100000005000 0400004400000450   
0601OWP4N       20170101000980100000005000 0400004420000450   
0601OWP4N       20170101000985100000005000 0400004440000450   
0601OWP4N       20170101000990100000005000 0400004470000450   
0601OWP4N       20170101000995100000005000 0400004490000450   
0601OWP4N       20170101001000100000005000 0400004510000450   
0601OWP4N       20170101001005100000005000 0400004530000450   
0601OWP4N       20170101001010100000005000 0400004560000450   
0601OWP4N       20170101001015100000005000 0400004580000450   
0601OWP4N       20170101001020100000005000 0400004600000450   
0601OWP4N       20170101001025100000005000 0400004620000450   
0601OWP4N       20170101001030100000005000 0400004650000450   
0601OWP4N       20170101001035100000005000 0400004670000450   
0601OWP4N       20170101001040100000005000 0400004690000450   
0601OWP4N       20170101001045100000005000 0400004710000450   
0601OWP4N       20170101001050100000005000 0400004740000450   
0601OWP4N       20170101001055100000005000 0400004760000450   
0601OWP4N       20170101001060100000005000 0400004780000450   
0601OWP4N       20170101001065100000005000 0400004800000450   
0601OWP4N       20170101001070100000005000 0400004830000450   
0601OWP4N       20170101001075100000005000 0400004850000450   
0601OWP4N       20170101001080100000005000 0400004870000450   
0601OWP4N       20170101001085100000005000 0400004890000450   
0601OWP4N       20170101001090100000005000 0400004920000450   
0601OWP4N       20170101001095100000005000 0400004940000450   
0601OWP4N       20170101001100100000005000 0400004960000450   
0601OWP4N       20170101001105100000005000 0400004980000450   
0601OWP4N       20170101001110100000005000 0400005010000450   
0601OWP4N       20170101001115100000005000 0400005030000450   
0601OWP4N       20170101001120100000005000 0400005050000450   
0601OWP4N       20170101001125100000005000 0400005070000450   
0601OWP4N       20170101001130100000005000 0400005100000450   
0601OWP4N       20170101001135100000005000 0400005120000450   
0601OWP4N       20170101001140100000005000 0400005140000450   
0601OWP4N       20170101001145100000005000 0400005160000450   
0601OWP4N       20170101001150100000005000 0400005190000450   
0601OWP4N       20170101001155100000005000 0400005210000450   
0601OWP4N       20170101001160100000005000 0400005230000450   
0601OWP4N       20170101001165100000005000 0400005250000450   
0601OWP4N       20170101001170100000005000 0400005280000450   
0601OWP4N       20170101001175100000005000 0400005300000450   
0601OWP4N       20170101001180100000005000 0400005320000450   
0601OWP4N       20170101001185100000005000 0400005340000450   
0601OWP4N       20170101001190100000005000 0400005370000450   
0601OWP4N       20170101001195100000005000 0400005390000450   
0601OWP4N       20170101001200100000005000 0400005410000450   
0601OWP4N       20170101001205100000005000 0400005430000450   
0601OWP4N       20170101001210100000005000 0400005460000450   
0601OWP4N       20170101001215100000005000 0400005480000450   
0601OWP4N       20170101001220100000005000 0400005500000450   
0601OWP4N       20170101001225100000005000 0400005520000450   
0601OWP4N       20170101001230100000005000 0400005550000450   
0601OWP4N       20170101001235100000005000 0400005570000450   
0601OWP4N       20170101001240100000005000 0400005590000450   
0601OWP4N       20170101001245100000005000 0400005610000450   
0601OWP4N       20170101001250100000005000 0400005640000450   
0601OWP4N       20170101001255100000005000 0400005660000450   
0601OWP4N       20170101001260100000005000 0400005680000450   
0601OWP4N       20170101001265100000005000 0400005700000450   
0601OWP4N       20170101001270100000005000 0400005730000450   
0601OWP4N       20170101001275100000005000 0400005750000450   
0601OWP4N       20170101001280100000005000 0400005770000450   
0601OWP4N       20170101001285100000005000 0400005790000450   
0601OWP4N       20170101001290100000005000 0400005820000450   
0601OWP4N       20170101001295100000005000 0400005840000450   
0601OWP4N       20170101001300100000005000 0400005860000450   
0601OWP4N       20170101001305100000005000 0400005880000450   
0601OWP4N       20170101001310100000005000 0400005910000450   
0601OWP4N       20170101001315100000005000 0400005930000450   
0601OWP4N       20170101001320100000005000 0400005950000450   
0601OWP4N       20170101001325100000005000 0400005970000450   
0601OWP4N       20170101001330100000005000 0400006000000450   
0601OWP4N       20170101001335100000005000 0400006020000450   
0601OWP4N       20170101001340100000005000 0400006040000450   
0601OWP4N       20170101001345100000005000 0400006060000450   
0601OWP4N       20170101001350100000005000 0400006090000450   
0601OWP4N       20170101001355100000005000 0400006110000450   
0601OWP4N       20170101001360100000005000 0400006130000450   
0601OWP4N       20170101001365100000005000 0400006150000450   
0601OWP4N       20170101001370100000005000 0400006180000450   
0601OWP4N       20170101001375100000005000 0400006200000450   
0601OWP4N       20170101001380100000005000 0400006220000450   
0601OWP4N       20170101001385100000005000 0400006240000450   
0601OWP4N       20170101001390100000005000 0400006270000450   
0601OWP4N       20170101001395100000005000 0400006290000450   
0601OWP4N       20170101001400100000005000 0400006310000450   
0601OWP4N       20170101001405100000005000 0400006330000450   
0601OWP4N       20170101001410100000005000 0400006360000450   
0601OWP4N       20170101001415100000005000 0400006380000450   
0601OWP4N       20170101001420100000005000 0400006400000450   
0601OWP4N       20170101001425100000005000 0400006420000450   
0601OWP4N       20170101001430100000005000 0400006450000450   
0601OWP4N       20170101001435100000005000 0400006470000450   
0601OWP4N       20170101001440100000005000 0400006490000450   
0601OWP4N       20170101001445100000005000 0400006510000450   
0601OWP4N       20170101001450100000005000 0400006540000450   
0601OWP4N       20170101001455100000005000 0400006560000450   
0601OWP4N       20170101001460100000005000 0400006580000450   
0601OWP4N       20170101001465100000005000 0400006600000450   
0601OWP4N       20170101001470100000005000 0400006630000450   
0601OWP4N       20170101001475100000005000 0400006650000450   
0601OWP4N       20170101001480100000005000 0400006670000450   
0601OWP4N       20170101001485100000005000 0400006690000450   
0601OWP4N       20170101001490100000005000 0400006720000450   
0601OWP4N       20170101001495100000005000 0400006740000450   
0601OWP4N       20170101001500100000500000 0400007880000450   
0601OWP4N       20170101002000100000500000 0400010130000450   
0601OWP4N       20170101002500100000500000 0400012380000450   
0601OWP4N       20170101003000100000500000 0400014630000450   
0601OWP4N       20170101003500100000500000 0400016880000450   
0601OWP4N       20170101004000100000500000 0400019130000450   
0601OWP4N       20170101004500100000500000 0400021380000450   
0601OWP4N       20170101005000100000500000 0400023630000450   
0601OWP4N       20170101005500100000500000 0400025880000450   
0601OWP4N       20170101006000100000500000 0400028130000450   
0601OWP4N       20170101006500100000500000 0400030380000450   
0601OWP4N       20170101007000100000500000 0400032630000450   
0601OWP4N       20170101007500100000500000 0400034880000450   
0601OWP4N       20170101008000100000500000 0400037130000450   
0601OWP4N       20170101008500100000500000 0400039380000450   
0601OWP4N       20170101009000100000500000 0400041630000450   
0601OWP4N       20170101009500100000500000 0400043880000450   
0601OWP4N       20170101010000100000500000 0400046130000450   
0601OWP4N       20170101010500100000500000 0400048380000450   
0601OWP4N       20170101011000100000500000 0400050630000450   
0601OWP4N       20170101011500100000500000 0400052880000450   
0601OWP4N       20170101012000100000500000 0400055130000450   
0601OWP4N       20170101012500100000500000 0400057380000450   
0601OWP4N       20170101013000100000500000 0400059630000450   
0601OWP4N       20170101013500100000500000 0400061880000450   
0601OWP4N       20170101014000100000500000 0400064130000450   
0601OWP4N       20170101014500100000500000 0400066380000450   
0601OWP4N       20170101015000100000500000 0400068630000450   
0601OWP4N       20170101015500100000500000 0400070880000450   
0601OWP4N       20170101016000100000500000 0400073130000450   
0601OWP4N       20170101016500100000500000 0400075380000450   
0601OWP4N       20170101017000100000500000 0400077630000450   
0601OWP4N       20170101017500100000500000 0400079880000450   
0601OWP4N       20170101018000100000500000 0400082130000450   
0601OWP4N       20170101018500100000500000 0400084380000450   
0601OWP4N       20170101019000100000500000 0400086630000450   
0601OWP4N       20170101019500100000500000 0400088880000450   
0601OWP5N       20170101000000100000040000 0500000030000000   
0601OWP5N       20170101000040100000005000 0500000030000071   
0601OWP5N       20170101000045100000005000 0500000030000063   
0601OWP5N       20170101000050100000005000 0500000030000057   
0601OWP5N       20170101000055100000005000 0500000030000052   
0601OWP5N       20170101000060100000005000 0500000030000048   
0601OWP5N       20170101000065100000005000 0500000030000044   
0601OWP5N       20170101000070100000005000 0500000030000041   
0601OWP5N       20170101000075100000005000 0500000030000039   
0601OWP5N       20170101000080100000005000 0500000030000036   
0601OWP5N       20170101000085100000005000 0500000030000034   
0601OWP5N       20170101000090100000005000 0500000030000032   
0601OWP5N       20170101000095100000005000 0500000030000031   
0601OWP5N       20170101000100100000005000 0500000030000029   
0601OWP5N       20170101000105100000005000 0500000030000028   
0601OWP5N       20170101000110100000005000 0500000030000027   
0601OWP5N       20170101000115100000005000 0500000030000026   
0601OWP5N       20170101000120100000005000 0500000030000024   
0601OWP5N       20170101000125100000005000 0500000030000024   
0601OWP5N       20170101000130100000005000 0500000030000023   
0601OWP5N       20170101000135100000005000 0500000030000022   
