00VD               20170904                                                                                   
0601VDB0Y       20180101001360100000005000 0000000000001662   
0601VDB0Y       20180101001365100000005000 0000000000001669   
0601VDB0Y       20180101001370100000005000 0000000000001674   
0601VDB0Y       20180101001375100000005000 0000000000001678   
0601VDB0Y       20180101001380100000005000 0000000000001684   
0601VDB0Y       20180101001385100000005000 0000000000001689   
0601VDB0Y       20180101001390100000005000 0000000000001693   
0601VDB0Y       20180101001395100000005000 0000000000001699   
0601VDB0Y       20180101001400100000005000 0000000000001705   
0601VDB0Y       20180101001405100000005000 0000000000001709   
0601VDB0Y       20180101001410100000005000 0000000000001715   
0601VDB0Y       20180101001415100000005000 0000000000001719   
0601VDB0Y       20180101001420100000005000 0000000000001725   
0601VDB0Y       20180101001425100000005000 0000000000001730   
0601VDB0Y       20180101001430100000005000 0000000000001734   
0601VDB0Y       20180101001435100000005000 0000000000001738   
0601VDB0Y       20180101001440100000005000 0000000000001745   
0601VDB0Y       20180101001445100000005000 0000000000001749   
0601VDB0Y       20180101001450100000005000 0000000000001753   
0601VDB0Y       20180101001455100000005000 0000000000001760   
0601VDB0Y       20180101001460100000005000 0000000000001765   
0601VDB0Y       20180101001465100000005000 0000000000001769   
0601VDB0Y       20180101001470100000005000 0000000000001775   
0601VDB0Y       20180101001475100000005000 0000000000001780   
0601VDB0Y       20180101001480100000005000 0000000000001784   
0601VDB0Y       20180101001485100000005000 0000000000001791   
0601VDB0Y       20180101001490100000005000 0000000000001794   
0601VDB0Y       20180101001495100000005000 0000000000001800   
0601VDB0Y       20180101001500100000005000 0000000000001806   
0601VDB0Y       20180101001505100000005000 0000000000001811   
0601VDB0Y       20180101001510100000005000 0000000000001815   
0601VDB0Y       20180101001515100000005000 0000000000001821   
0601VDB0Y       20180101001520100000005000 0000000000001826   
0601VDB0Y       20180101001525100000005000 0000000000001830   
0601VDB0Y       20180101001530100000005000 0000000000001836   
0601VDB0Y       20180101001535100000005000 0000000000001841   
0601VDB0Y       20180101001540100000005000 0000000000001845   
0601VDB0Y       20180101001545100000005000 0000000000001852   
0601VDB0Y       20180101001550100000005000 0000000000001856   
0601VDB0Y       20180101001555100000005000 0000000000001861   
0601VDB0Y       20180101001560100000005000 0000000000001864   
0601VDB0Y       20180101001565100000005000 0000000000001870   
0601VDB0Y       20180101001570100000005000 0000000000001875   
0601VDB0Y       20180101001575100000005000 0000000000001879   
0601VDB0Y       20180101001580100000005000 0000000000001885   
0601VDB0Y       20180101001585100000005000 0000000000001889   
0601VDB0Y       20180101001590100000005000 0000000000001894   
0601VDB0Y       20180101001595100000005000 0000000000001901   
0601VDB0Y       20180101001600100000005000 0000000000001905   
0601VDB0Y       20180101001605100000005000 0000000000001910   
0601VDB0Y       20180101001610100000005000 0000000000001916   
0601VDB0Y       20180101001615100000005000 0000000000001920   
0601VDB0Y       20180101001620100000005000 0000000000001926   
0601VDB0Y       20180101001625100000005000 0000000000001932   
0601VDB0Y       20180101001630100000005000 0000000000001937   
0601VDB0Y       20180101001635100000005000 0000000000001941   
0601VDB0Y       20180101001640100000005000 0000000000001947   
0601VDB0Y       20180101001645100000005000 0000000000001951   
0601VDB0Y       20180101001650100000005000 0000000000001955   
0601VDB0Y       20180101001655100000005000 0000000000001962   
0601VDB0Y       20180101001660100000005000 0000000000001966   
0601VDB0Y       20180101001665100000005000 0000000000001970   
0601VDB0Y       20180101001670100000005000 0000000000001977   
0601VDB0Y       20180101001675100000005000 0000000000001980   
0601VDB0Y       20180101001680100000005000 0000000000001984   
0601VDB0Y       20180101001685100000005000 0000000000001991   
0601VDB0Y       20180101001690100000005000 0000000000001995   
0601VDB0Y       20180101001695100000005000 0000000000001999   
0601VDB0Y       20180101001700100000005000 0000000000002005   
0601VDB0Y       20180101001705100000005000 0000000000002009   
0601VDB0Y       20180101001710100000005000 0000000000002013   
0601VDB0Y       20180101001715100000005000 0000000000002018   
0601VDB0Y       20180101001720100000005000 0000000000002022   
0601VDB0Y       20180101001725100000005000 0000000000002026   
0601VDB0Y       20180101001730100000005000 0000000000002032   
0601VDB0Y       20180101001735100000005000 0000000000002036   
0601VDB0Y       20180101001740100000005000 0000000000002040   
0601VDB0Y       20180101001745100000005000 0000000000002045   
0601VDB0Y       20180101001750100000005000 0000000000002049   
0601VDB0Y       20180101001755100000005000 0000000000002053   
0601VDB0Y       20180101001760100000005000 0000000000002059   
0601VDB0Y       20180101001765100000005000 0000000000002063   
0601VDB0Y       20180101001770100000005000 0000000000002067   
0601VDB0Y       20180101001775100000005000 0000000000002072   
0601VDB0Y       20180101001780100000005000 0000000000002076   
0601VDB0Y       20180101001785100000005000 0000000000002079   
0601VDB0Y       20180101001790100000005000 0000000000002085   
0601VDB0Y       20180101001795100000005000 0000000000002089   
0601VDB0Y       20180101001800100000005000 0000000000002092   
0601VDB0Y       20180101001805100000005000 0000000000002097   
0601VDB0Y       20180101001810100000005000 0000000000002101   
0601VDB0Y       20180101001815100000005000 0000000000002104   
0601VDB0Y       20180101001820100000005000 0000000000002110   
0601VDB0Y       20180101001825100000005000 0000000000002113   
0601VDB0Y       20180101001830100000005000 0000000000002117   
0601VDB0Y       20180101001835100000005000 0000000000002122   
0601VDB0Y       20180101001840100000005000 0000000000002125   
0601VDB0Y       20180101001845100000005000 0000000000002128   
0601VDB0Y       20180101001850100000005000 0000000000002134   
0601VDB0Y       20180101001855100000005000 0000000000002137   
0601VDB0Y       20180101001860100000005000 0000000000002141   
0601VDB0Y       20180101001865100000005000 0000000000002146   
0601VDB0Y       20180101001870100000005000 0000000000002150   
0601VDB0Y       20180101001875100000005000 0000000000002154   
0601VDB0Y       20180101001880100000005000 0000000000002159   
0601VDB0Y       20180101001885100000005000 0000000000002161   
0601VDB0Y       20180101001890100000005000 0000000000002165   
0601VDB0Y       20180101001895100000005000 0000000000002170   
0601VDB0Y       20180101001900100000005000 0000000000002174   
0601VDB0Y       20180101001905100000005000 0000000000002177   
0601VDB0Y       20180101001910100000005000 0000000000002183   
0601VDB0Y       20180101001915100000005000 0000000000002186   
0601VDB0Y       20180101001920100000005000 0000000000002189   
0601VDB0Y       20180101001925100000005000 0000000000002195   
0601VDB0Y       20180101001930100000005000 0000000000002197   
0601VDB0Y       20180101001935100000005000 0000000000002201   
0601VDB0Y       20180101001940100000005000 0000000000002206   
0601VDB0Y       20180101001945100000005000 0000000000002209   
0601VDB0Y       20180101001950100000005000 0000000000002212   
0601VDB0Y       20180101001955100000005000 0000000000002217   
0601VDB0Y       20180101001960100000005000 0000000000002221   
0601VDB0Y       20180101001965100000005000 0000000000002223   
0601VDB0Y       20180101001970100000005000 0000000000002228   
0601VDB0Y       20180101001975100000005000 0000000000002232   
0601VDB0Y       20180101001980100000005000 0000000000002235   
0601VDB0Y       20180101001985100000005000 0000000000002239   
0601VDB0Y       20180101001990100000005000 0000000000002243   
0601VDB0Y       20180101001995100000005000 0000000000002246   
0601VDB0Y       20180101002000100000050000 0000000000002264   
0601VDB0Y       20180101002050100000050000 0000000000002298   
0601VDB0Y       20180101002100100000050000 0000000000002332   
0601VDB0Y       20180101002150100000050000 0000000000002363   
0601VDB0Y       20180101002200100000050000 0000000000002392   
0601VDB0Y       20180101002250100000050000 0000000000002421   
0601VDB0Y       20180101002300100000050000 0000000000002450   
0601VDB0Y       20180101002350100000050000 0000000000002478   
0601VDB0Y       20180101002400100000050000 0000000000002505   
0601VDB0Y       20180101002450100000050000 0000000000002532   
0601VDB0Y       20180101002500100000050000 0000000000002556   
0601VDB0Y       20180101002550100000050000 0000000000002580   
0601VDB0Y       20180101002600100000050000 0000000000002604   
0601VDB0Y       20180101002650100000050000 0000000000002626   
0601VDB0Y       20180101002700100000050000 0000000000002647   
0601VDB0Y       20180101002750100000050000 0000000000002671   
0601VDB0Y       20180101002800100000050000 0000000000002692   
0601VDB0Y       20180101002850100000050000 0000000000002713   
0601VDB0Y       20180101002900100000050000 0000000000002734   
0601VDB0Y       20180101002950100000050000 0000000000002753   
0601VDB0Y       20180101003000100000050000 0000000000002772   
0601VDB0Y       20180101003050100000050000 0000000000002789   
0601VDB0Y       20180101003100100000050000 0000000000002808   
0601VDB0Y       20180101003150100000050000 0000000000002825   
0601VDB0Y       20180101003200100000050000 0000000000002842   
0601VDB0Y       20180101003250100000050000 0000000000002861   
0601VDB0Y       20180101003300100000050000 0000000000002877   
0601VDB0Y       20180101003350100000050000 0000000000002893   
0601VDB0Y       20180101003400100000050000 0000000000002910   
0601VDB0Y       20180101003450100000050000 0000000000002925   
0601VDB0Y       20180101003500100000050000 0000000000002940   
0601VDB0Y       20180101003550100000050000 0000000000002956   
0601VDB0Y       20180101003600100000050000 0000000000002970   
0601VDB0Y       20180101003650100000050000 0000000000002984   
0601VDB0Y       20180101003700100000050000 0000000000002998   
0601VDB0Y       20180101003750100000050000 0000000000003013   
0601VDB0Y       20180101003800100000050000 0000000000003027   
0601VDB0Y       20180101003850100000050000 0000000000003041   
0601VDB0Y       20180101003900100000050000 0000000000003055   
0601VDB0Y       20180101003950100000050000 0000000000003068   
0601VDB0Y       20180101004000100000050000 0000000000003080   
0601VDB0Y       20180101004050100000050000 0000000000003093   
0601VDB0Y       20180101004100100000050000 0000000000003105   
0601VDB0Y       20180101004150100000050000 0000000000003117   
0601VDB0Y       20180101004200100000050000 0000000000003130   
0601VDB0Y       20180101004250100000050000 0000000000003142   
0601VDB0Y       20180101004300100000050000 0000000000003154   
0601VDB0Y       20180101004350100000050000 0000000000003166   
0601VDB0Y       20180101004400100000050000 0000000000003178   
0601VDB0Y       20180101004450100000050000 0000000000003189   
0601VDB0Y       20180101004500100000050000 0000000000003200   
0601VDB0Y       20180101004550100000050000 0000000000003211   
0601VDB0Y       20180101004600100000050000 0000000000003222   
0601VDB0Y       20180101004650100000050000 0000000000003232   
0601VDB0Y       20180101004700100000050000 0000000000003242   
0601VDB0Y       20180101004750100000050000 0000000000003253   
0601VDB0Y       20180101004800100000050000 0000000000003263   
0601VDB0Y       20180101004850100000050000 0000000000003275   
0601VDB0Y       20180101004900100000050000 0000000000003284   
0601VDB0Y       20180101004950100000050000 0000000000003295   
0601VDB0Y       20180101005000100000050000 0000000000003305   
0601VDB0Y       20180101005050100000050000 0000000000003315   
0601VDB0Y       20180101005100100000050000 0000000000003324   
0601VDB0Y       20180101005150100000050000 0000000000003333   
0601VDB0Y       20180101005200100000050000 0000000000003343   
0601VDB0Y       20180101005250100000050000 0000000000003352   
0601VDB0Y       20180101005300100000050000 0000000000003360   
0601VDB0Y       20180101005350100000050000 0000000000003370   
0601VDB0Y       20180101005400100000050000 0000000000003379   
0601VDB0Y       20180101005450100000050000 0000000000003387   
0601VDB0Y       20180101005500100000050000 0000000000003395   
0601VDB0Y       20180101005550100000050000 0000000000003403   
0601VDB0Y       20180101005600100000050000 0000000000003411   
0601VDB0Y       20180101005650100000050000 0000000000003419   
0601VDB0Y       20180101005700100000050000 0000000000003427   
0601VDB0Y       20180101005750100000050000 0000000000003434   
0601VDB0Y       20180101005800100000050000 0000000000003442   
0601VDB0Y       20180101005850100000050000 0000000000003449   
0601VDB0Y       20180101005900100000050000 0000000000003456   
0601VDB0Y       20180101005950100000050000 0000000000003463   
0601VDB0Y       20180101006000100000050000 0000000000003471   
0601VDB0Y       20180101006050100000050000 0000000000003477   
0601VDB0Y       20180101006100100000050000 0000000000003484   
0601VDB0Y       20180101006150100000050000 0000000000003491   
0601VDB0Y       20180101006200100000050000 0000000000003497   
0601VDB0Y       20180101006250100000050000 0000000000003503   
0601VDB0Y       20180101006300100000050000 0000000000003510   
0601VDB0Y       20180101006350100000050000 0000000000003516   
0601VDB0Y       20180101006400100000050000 0000000000003522   
0601VDB0Y       20180101006450100000050000 0000000000003529   
0601VDB0Y       20180101006500100000050000 0000000000003534   
0601VDB0Y       20180101006550100000050000 0000000000003540   
0601VDB0Y       20180101006600100000050000 0000000000003545   
0601VDB0Y       20180101006650100000050000 0000000000003552   
0601VDB0Y       20180101006700100000050000 0000000000003557   
0601VDB0Y       20180101006750100000050000 0000000000003562   
0601VDB0Y       20180101006800100000050000 0000000000003568   
0601VDB0Y       20180101006850100000050000 0000000000003573   
0601VDB0Y       20180101006900100000050000 0000000000003578   
0601VDB0Y       20180101006950100000050000 0000000000003584   
0601VDB0Y       20180101007000100000050000 0000000000003589   
0601VDB0Y       20180101007050100000050000 0000000000003593   
0601VDB0Y       20180101007100100000050000 0000000000003599   
0601VDB0Y       20180101007150100000050000 0000000000003604   
0601VDB0Y       20180101007200100000050000 0000000000003608   
0601VDB0Y       20180101007250100000050000 0000000000003612   
0601VDB0Y       20180101007300100000050000 0000000000003618   
0601VDB0Y       20180101007350100000050000 0000000000003623   
0601VDB0Y       20180101007400100000050000 0000000000003627   
0601VDB0Y       20180101007450100000050000 0000000000003631   
0601VDB0Y       20180101007500100000050000 0000000000003636   
0601VDB0Y       20180101007550100000050000 0000000000003641   
0601VDB0Y       20180101007600100000050000 0000000000003645   
0601VDB0Y       20180101007650100000050000 0000000000003649   
0601VDB0Y       20180101007700100000050000 0000000000003653   
0601VDB0Y       20180101007750100000050000 0000000000003658   
0601VDB0Y       20180101007800100000050000 0000000000003662   
0601VDB0Y       20180101007850100000050000 0000000000003665   
0601VDB0Y       20180101007900100000050000 0000000000003670   
0601VDB0Y       20180101007950100000050000 0000000000003674   
0601VDB0Y       20180101008000100000050000 0000000000003677   
0601VDB0Y       20180101008050100000050000 0000000000003681   
0601VDB0Y       20180101008100100000050000 0000000000003685   
0601VDB0Y       20180101008150100000050000 0000000000003689   
0601VDB0Y       20180101008200100000050000 0000000000003692   
0601VDB0Y       20180101008250100000050000 0000000000003696   
0601VDB0Y       20180101008300100000050000 0000000000003700   
0601VDB0Y       20180101008350100000050000 0000000000003704   
0601VDB0Y       20180101008400100000050000 0000000000003707   
0601VDB0Y       20180101008450100000050000 0000000000003711   
0601VDB0Y       20180101008500100000050000 0000000000003714   
0601VDB0Y       20180101008550100000050000 0000000000003717   
0601VDB0Y       20180101008600100000050000 0000000000003721   
0601VDB0Y       20180101008650100000050000 0000000000003723   
0601VDB0Y       20180101008700100000050000 0000000000003725   
0601VDB0Y       20180101008750100000050000 0000000000003728   
0601VDB0Y       20180101008800100000050000 0000000000003730   
0601VDB0Y       20180101008850100000050000 0000000000003733   
0601VDB0Y       20180101008900100000050000 0000000000003735   
0601VDB0Y       20180101008950100000050000 0000000000003737   
0601VDB0Y       20180101009000100000050000 0000000000003740   
0601VDB0Y       20180101009050100000050000 0000000000003742   
0601VDB0Y       20180101009100100000050000 0000000000003745   
0601VDB0Y       20180101009150100000050000 0000000000003747   
0601VDB0Y       20180101009200100000050000 0000000000003750   
0601VDB0Y       20180101009250100000050000 0000000000003752   
0601VDB0Y       20180101009300100000050000 0000000000003754   
0601VDB0Y       20180101009350100000050000 0000000000003756   
0601VDB0Y       20180101009400100000050000 0000000000003758   
0601VDB0Y       20180101009450100000050000 0000000000003760   
0601VDB0Y       20180101009500100000050000 0000000000003762   
0601VDB0Y       20180101009550100000050000 0000000000003764   
0601VDB0Y       20180101009600100000050000 0000000000003766   
0601VDB0Y       20180101009650100000050000 0000000000003768   
0601VDB0Y       20180101009700100000050000 0000000000003771   
0601VDB0Y       20180101009750100000050000 0000000000003773   
0601VDB0Y       20180101009800100000050000 0000000000003775   
0601VDB0Y       20180101009850100000050000 0000000000003777   
0601VDB0Y       20180101009900100000050000 0000000000003779   
0601VDB0Y       20180101009950100000050000 0000000000003781   
0601VDB0Y       20180101010000100040000000 0000000000003782   
0601VDB1Y       20180101000000100000345000 0100000000000000   
0601VDB1Y       20180101000345100000005000 0100000000000007   
0601VDB1Y       20180101000350100000005000 0100000000000011   
0601VDB1Y       20180101000355100000005000 0100000000000016   
0601VDB1Y       20180101000360100000005000 0100000000000019   
0601VDB1Y       20180101000365100000005000 0100000000000027   
0601VDB1Y       20180101000370100000005000 0100000000000034   
0601VDB1Y       20180101000375100000005000 0100000000000042   
0601VDB1Y       20180101000380100000005000 0100000000000050   
0601VDB1Y       20180101000385100000005000 0100000000000058   
0601VDB1Y       20180101000390100000005000 0100000000000068   
0601VDB1Y       20180101000395100000005000 0100000000000077   
0601VDB1Y       20180101000400100000005000 0100000000000088   
0601VDB1Y       20180101000405100000005000 0100000000000099   
0601VDB1Y       20180101000410100000005000 0100000000000110   
0601VDB1Y       20180101000415100000005000 0100000000000123   
0601VDB1Y       20180101000420100000005000 0100000000000134   
0601VDB1Y       20180101000425100000005000 0100000000000149   
0601VDB1Y       20180101000430100000005000 0100000000000160   
0601VDB1Y       20180101000435100000005000 0100000000000171   
0601VDB1Y       20180101000440100000005000 0100000000000183   
0601VDB1Y       20180101000445100000005000 0100000000000193   
0601VDB1Y       20180101000450100000005000 0100000000000206   
0601VDB1Y       20180101000455100000005000 0100000000000218   
0601VDB1Y       20180101000460100000005000 0100000000000230   
0601VDB1Y       20180101000465100000005000 0100000000000245   
0601VDB1Y       20180101000470100000005000 0100000000000260   
0601VDB1Y       20180101000475100000005000 0100000000000272   
0601VDB1Y       20180101000480100000005000 0100000000000284   
0601VDB1Y       20180101000485100000005000 0100000000000295   
0601VDB1Y       20180101000490100000005000 0100000000000308   
0601VDB1Y       20180101000495100000005000 0100000000000322   
0601VDB1Y       20180101000500100000005000 0100000000000332   
0601VDB1Y       20180101000505100000005000 0100000000000345   
0601VDB1Y       20180101000510100000005000 0100000000000357   
0601VDB1Y       20180101000515100000005000 0100000000000372   
0601VDB1Y       20180101000520100000005000 0100000000000389   
0601VDB1Y       20180101000525100000005000 0100000000000400   
0601VDB1Y       20180101000530100000005000 0100000000000413   
0601VDB1Y       20180101000535100000005000 0100000000000424   
0601VDB1Y       20180101000540100000005000 0100000000000439   
0601VDB1Y       20180101000545100000005000 0100000000000453   
0601VDB1Y       20180101000550100000005000 0100000000000464   
0601VDB1Y       20180101000555100000005000 0100000000000478   
0601VDB1Y       20180101000560100000005000 0100000000000491   
0601VDB1Y       20180101000565100000005000 0100000000000506   
0601VDB1Y       20180101000570100000005000 0100000000000518   
0601VDB1Y       20180101000575100000005000 0100000000000531   
0601VDB1Y       20180101000580100000005000 0100000000000542   
0601VDB1Y       20180101000585100000005000 0100000000000557   
0601VDB1Y       20180101000590100000005000 0100000000000568   
0601VDB1Y       20180101000595100000005000 0100000000000580   
0601VDB1Y       20180101000600100000005000 0100000000000591   
0601VDB1Y       20180101000605100000005000 0100000000000604   
0601VDB1Y       20180101000610100000005000 0100000000000619   
0601VDB1Y       20180101000615100000005000 0100000000000629   
0601VDB1Y       20180101000620100000005000 0100000000000641   
0601VDB1Y       20180101000625100000005000 0100000000000650   
0601VDB1Y       20180101000630100000005000 0100000000000663   
0601VDB1Y       20180101000635100000005000 0100000000000672   
0601VDB1Y       20180101000640100000005000 0100000000000683   
0601VDB1Y       20180101000645100000005000 0100000000000692   
0601VDB1Y       20180101000650100000005000 0100000000000704   
0601VDB1Y       20180101000655100000005000 0100000000000713   
0601VDB1Y       20180101000660100000005000 0100000000000723   
0601VDB1Y       20180101000665100000005000 0100000000000731   
0601VDB1Y       20180101000670100000005000 0100000000000743   
0601VDB1Y       20180101000675100000005000 0100000000000753   
0601VDB1Y       20180101000680100000005000 0100000000000765   
0601VDB1Y       20180101000685100000005000 0100000000000774   
0601VDB1Y       20180101000690100000005000 0100000000000787   
0601VDB1Y       20180101000695100000005000 0100000000000797   
0601VDB1Y       20180101000700100000005000 0100000000000811   
0601VDB1Y       20180101000705100000005000 0100000000000821   
0601VDB1Y       20180101000710100000005000 0100000000000834   
0601VDB1Y       20180101000715100000005000 0100000000000845   
0601VDB1Y       20180101000720100000005000 0100000000000857   
0601VDB1Y       20180101000725100000005000 0100000000000868   
0601VDB1Y       20180101000730100000005000 0100000000000879   
0601VDB1Y       20180101000735100000005000 0100000000000889   
0601VDB1Y       20180101000740100000005000 0100000000000901   
0601VDB1Y       20180101000745100000005000 0100000000000913   
0601VDB1Y       20180101000750100000005000 0100000000000923   
0601VDB1Y       20180101000755100000005000 0100000000000935   
0601VDB1Y       20180101000760100000005000 0100000000000945   
0601VDB1Y       20180101000765100000005000 0100000000000952   
0601VDB1Y       20180101000770100000005000 0100000000000958   
0601VDB1Y       20180101000775100000005000 0100000000000962   
0601VDB1Y       20180101000780100000005000 0100000000000968   
0601VDB1Y       20180101000785100000005000 0100000000000972   
0601VDB1Y       20180101000790100000005000 0100000000000977   
0601VDB1Y       20180101000795100000005000 0100000000000983   
0601VDB1Y       20180101000800100000005000 0100000000000988   
0601VDB1Y       20180101000805100000005000 0100000000000993   
0601VDB1Y       20180101000810100000005000 0100000000000997   
0601VDB1Y       20180101000815100000005000 0100000000001002   
0601VDB1Y       20180101000820100000005000 0100000000001008   
0601VDB1Y       20180101000825100000005000 0100000000001012   
0601VDB1Y       20180101000830100000005000 0100000000001016   
0601VDB1Y       20180101000835100000005000 0100000000001020   
0601VDB1Y       20180101000840100000005000 0100000000001025   
0601VDB1Y       20180101000845100000005000 0100000000001029   
0601VDB1Y       20180101000850100000005000 0100000000001034   
0601VDB1Y       20180101000855100000005000 0100000000001038   
0601VDB1Y       20180101000860100000005000 0100000000001043   
0601VDB1Y       20180101000865100000005000 0100000000001047   
0601VDB1Y       20180101000870100000005000 0100000000001051   
0601VDB1Y       20180101000875100000005000 0100000000001054   
0601VDB1Y       20180101000880100000005000 0100000000001060   
0601VDB1Y       20180101000885100000005000 0100000000001065   
0601VDB1Y       20180101000890100000005000 0100000000001069   
0601VDB1Y       20180101000895100000005000 0100000000001073   
0601VDB1Y       20180101000900100000005000 0100000000001077   
0601VDB1Y       20180101000905100000005000 0100000000001081   
0601VDB1Y       20180101000910100000005000 0100000000001084   
0601VDB1Y       20180101000915100000005000 0100000000001088   
0601VDB1Y       20180101000920100000005000 0100000000001092   
0601VDB1Y       20180101000925100000005000 0100000000001097   
0601VDB1Y       20180101000930100000005000 0100000000001100   
0601VDB1Y       20180101000935100000005000 0100000000001105   
0601VDB1Y       20180101000940100000005000 0100000000001108   
0601VDB1Y       20180101000945100000005000 0100000000001112   
0601VDB1Y       20180101000950100000005000 0100000000001116   
0601VDB1Y       20180101000955100000005000 0100000000001121   
0601VDB1Y       20180101000960100000005000 0100000000001124   
0601VDB1Y       20180101000965100000005000 0100000000001128   
0601VDB1Y       20180101000970100000005000 0100000000001132   
0601VDB1Y       20180101000975100000005000 0100000000001135   
0601VDB1Y       20180101000980100000005000 0100000000001139   
0601VDB1Y       20180101000985100000005000 0100000000001143   
0601VDB1Y       20180101000990100000005000 0100000000001147   
0601VDB1Y       20180101000995100000005000 0100000000001151   
0601VDB1Y       20180101001000100000005000 0100000000001155   
0601VDB1Y       20180101001005100000005000 0100000000001160   
0601VDB1Y       20180101001010100000005000 0100000000001165   
0601VDB1Y       20180101001015100000005000 0100000000001171   
0601VDB1Y       20180101001020100000005000 0100000000001175   
0601VDB1Y       20180101001025100000005000 0100000000001180   
0601VDB1Y       20180101001030100000005000 0100000000001184   
0601VDB1Y       20180101001035100000005000 0100000000001188   
0601VDB1Y       20180101001040100000005000 0100000000001192   
0601VDB1Y       20180101001045100000005000 0100000000001196   
0601VDB1Y       20180101001050100000005000 0100000000001200   
0601VDB1Y       20180101001055100000005000 0100000000001205   
0601VDB1Y       20180101001060100000005000 0100000000001209   
0601VDB1Y       20180101001065100000005000 0100000000001212   
0601VDB1Y       20180101001070100000005000 0100000000001217   
0601VDB1Y       20180101001075100000005000 0100000000001224   
0601VDB1Y       20180101001080100000005000 0100000000001227   
0601VDB1Y       20180101001085100000005000 0100000000001231   
0601VDB1Y       20180101001090100000005000 0100000000001235   
0601VDB1Y       20180101001095100000005000 0100000000001239   
0601VDB1Y       20180101001100100000005000 0100000000001244   
0601VDB1Y       20180101001105100000005000 0100000000001250   
0601VDB1Y       20180101001110100000005000 0100000000001253   
0601VDB1Y       20180101001115100000005000 0100000000001257   
0601VDB1Y       20180101001120100000005000 0100000000001262   
0601VDB1Y       20180101001125100000005000 0100000000001266   
0601VDB1Y       20180101001130100000005000 0100000000001271   
0601VDB1Y       20180101001135100000005000 0100000000001275   
0601VDB1Y       20180101001140100000005000 0100000000001280   
0601VDB1Y       20180101001145100000005000 0100000000001283   
0601VDB1Y       20180101001150100000005000 0100000000001287   
0601VDB1Y       20180101001155100000005000 0100000000001293   
0601VDB1Y       20180101001160100000005000 0100000000001296   
0601VDB1Y       20180101001165100000005000 0100000000001300   
0601VDB1Y       20180101001170100000005000 0100000000001305   
0601VDB1Y       20180101001175100000005000 0100000000001308   
0601VDB1Y       20180101001180100000005000 0100000000001312   
0601VDB1Y       20180101001185100000005000 0100000000001318   
0601VDB1Y       20180101001190100000005000 0100000000001321   
0601VDB1Y       20180101001195100000005000 0100000000001325   
0601VDB1Y       20180101001200100000005000 0100000000001331   
0601VDB1Y       20180101001205100000005000 0100000000001334   
0601VDB1Y       20180101001210100000005000 0100000000001338   
0601VDB1Y       20180101001215100000005000 0100000000001343   
0601VDB1Y       20180101001220100000005000 0100000000001346   
0601VDB1Y       20180101001225100000005000 0100000000001350   
0601VDB1Y       20180101001230100000005000 0100000000001355   
0601VDB1Y       20180101001235100000005000 0100000000001359   
0601VDB1Y       20180101001240100000005000 0100000000001362   
0601VDB1Y       20180101001245100000005000 0100000000001368   
0601VDB1Y       20180101001250100000005000 0100000000001370   
0601VDB1Y       20180101001255100000005000 0100000000001374   
0601VDB1Y       20180101001260100000005000 0100000000001380   
0601VDB1Y       20180101001265100000005000 0100000000001383   
0601VDB1Y       20180101001270100000005000 0100000000001385   
0601VDB1Y       20180101001275100000005000 0100000000001391   
0601VDB1Y       20180101001280100000005000 0100000000001394   
0601VDB1Y       20180101001285100000005000 0100000000001399   
0601VDB1Y       20180101001290100000005000 0100000000001403   
0601VDB1Y       20180101001295100000005000 0100000000001407   
0601VDB1Y       20180101001300100000005000 0100000000001411   
0601VDB1Y       20180101001305100000005000 0100000000001416   
0601VDB1Y       20180101001310100000005000 0100000000001420   
0601VDB1Y       20180101001315100000005000 0100000000001424   
0601VDB1Y       20180101001320100000005000 0100000000001430   
0601VDB1Y       20180101001325100000005000 0100000000001433   
0601VDB1Y       20180101001330100000005000 0100000000001436   
0601VDB1Y       20180101001335100000005000 0100000000001442   
0601VDB1Y       20180101001340100000005000 0100000000001447   
0601VDB1Y       20180101001345100000005000 0100000000001451   
0601VDB1Y       20180101001350100000005000 0100000000001456   
0601VDB1Y       20180101001355100000005000 0100000000001461   
0601VDB1Y       20180101001360100000005000 0100000000001465   
0601VDB1Y       20180101001365100000005000 0100000000001471   
0601VDB1Y       20180101001370100000005000 0100000000001475   
0601VDB1Y       20180101001375100000005000 0100000000001480   
0601VDB1Y       20180101001380100000005000 0100000000001485   
0601VDB1Y       20180101001385100000005000 0100000000001488   
0601VDB1Y       20180101001390100000005000 0100000000001493   
0601VDB1Y       20180101001395100000005000 0100000000001500   
0601VDB1Y       20180101001400100000005000 0100000000001504   
0601VDB1Y       20180101001405100000005000 0100000000001508   
0601VDB1Y       20180101001410100000005000 0100000000001514   
0601VDB1Y       20180101001415100000005000 0100000000001518   
0601VDB1Y       20180101001420100000005000 0100000000001522   
0601VDB1Y       20180101001425100000005000 0100000000001527   
0601VDB1Y       20180101001430100000005000 0100000000001531   
0601VDB1Y       20180101001435100000005000 0100000000001536   
0601VDB1Y       20180101001440100000005000 0100000000001541   
0601VDB1Y       20180101001445100000005000 0100000000001545   
0601VDB1Y       20180101001450100000005000 0100000000001549   
0601VDB1Y       20180101001455100000005000 0100000000001555   
0601VDB1Y       20180101001460100000005000 0100000000001559   
0601VDB1Y       20180101001465100000005000 0100000000001562   
0601VDB1Y       20180101001470100000005000 0100000000001569   
0601VDB1Y       20180101001475100000005000 0100000000001573   
0601VDB1Y       20180101001480100000005000 0100000000001576   
