00BL               20161213                                                                                   
0601BLH4N       20170101002655100000005000 0400057050002147   
0601BLH4N       20170101002660100000005000 0400057230002149   
0601BLH4N       20170101002665100000005000 0400057410002152   
0601BLH4N       20170101002670100000005000 0400057600002155   
0601BLH4N       20170101002675100000005000 0400057770002158   
0601BLH4N       20170101002680100000005000 0400057950002160   
0601BLH4N       20170101002685100000005000 0400058140002163   
0601BLH4N       20170101002690100000005000 0400058320002166   
0601BLH4N       20170101002695100000005000 0400058500002169   
0601BLH4N       20170101002700100000005000 0400058690002172   
0601BLH4N       20170101002705100000005000 0400058860002174   
0601BLH4N       20170101002710100000005000 0400059040002177   
0601BLH4N       20170101002715100000005000 0400059230002180   
0601BLH4N       20170101002720100000005000 0400059410002182   
0601BLH4N       20170101002725100000005000 0400059580002184   
0601BLH4N       20170101002730100000005000 0400059770002187   
0601BLH4N       20170101002735100000005000 0400059950002190   
0601BLH4N       20170101002740100000005000 0400060130002193   
0601BLH4N       20170101002745100000005000 0400060320002195   
0601BLH4N       20170101002750100000005000 0400060490002198   
0601BLH4N       20170101002755100000005000 0400060670002200   
0601BLH4N       20170101002760100000005000 0400060860002203   
0601BLH4N       20170101002765100000005000 0400061040002206   
0601BLH4N       20170101002770100000005000 0400061220002208   
0601BLH4N       20170101002775100000005000 0400061410002211   
0601BLH4N       20170101002780100000005000 0400061580002213   
0601BLH4N       20170101002785100000005000 0400061760002216   
0601BLH4N       20170101002790100000005000 0400061950002218   
0601BLH4N       20170101002795100000005000 0400062130002221   
0601BLH4N       20170101002800100000005000 0400062310002223   
0601BLH4N       20170101002805100000005000 0400062500002226   
0601BLH4N       20170101002810100000005000 0400062670002228   
0601BLH4N       20170101002815100000005000 0400062850002231   
0601BLH4N       20170101002820100000005000 0400063040002233   
0601BLH4N       20170101002825100000005000 0400063220002236   
0601BLH4N       20170101002830100000005000 0400063400002238   
0601BLH4N       20170101002835100000005000 0400063580002241   
0601BLH4N       20170101002840100000005000 0400063760002243   
0601BLH4N       20170101002845100000005000 0400063940002245   
0601BLH4N       20170101002850100000005000 0400064130002248   
0601BLH4N       20170101002855100000005000 0400064310002251   
0601BLH4N       20170101002860100000005000 0400064480002253   
0601BLH4N       20170101002865100000005000 0400064670002255   
0601BLH4N       20170101002870100000005000 0400064850002258   
0601BLH4N       20170101002875100000005000 0400065030002260   
0601BLH4N       20170101002880100000005000 0400065220002263   
0601BLH4N       20170101002885100000005000 0400065400002265   
0601BLH4N       20170101002890100000005000 0400065580002267   
0601BLH4N       20170101002895100000005000 0400065770002270   
0601BLH4N       20170101002900100000005000 0400065940002272   
0601BLH4N       20170101002905100000005000 0400066120002274   
0601BLH4N       20170101002910100000005000 0400066310002277   
0601BLH4N       20170101002915100000005000 0400066490002279   
0601BLH4N       20170101002920100000005000 0400066670002281   
0601BLH4N       20170101002925100000005000 0400066860002284   
0601BLH4N       20170101002930100000005000 0400067030002286   
0601BLH4N       20170101002935100000005000 0400067210002288   
0601BLH4N       20170101002940100000005000 0400067400002291   
0601BLH4N       20170101002945100000005000 0400067580002293   
0601BLH4N       20170101002950100000005000 0400067760002295   
0601BLH4N       20170101002955100000005000 0400067950002298   
0601BLH4N       20170101002960100000005000 0400068130002300   
0601BLH4N       20170101002965100000005000 0400068300002302   
0601BLH4N       20170101002970100000005000 0400068490002304   
0601BLH4N       20170101002975100000005000 0400068670002306   
0601BLH4N       20170101002980100000005000 0400068850002308   
0601BLH4N       20170101002985100000005000 0400069040002311   
0601BLH4N       20170101002990100000005000 0400069220002313   
0601BLH4N       20170101002995100000005000 0400069400002315   
0601BLH4N       20170101003000100000500000 0400078610002419   
0601BLH4N       20170101003500100000500000 0400096940002585   
0601BLH4N       20170101004000100000500000 0400115360002714   
0601BLH4N       20170101004500100000500000 0400133870002818   
0601BLH4N       20170101005000100000500000 0400152460002904   
0601BLH4N       20170101005500100000500000 0400171130002976   
0601BLH4N       20170101006000100000500000 0400189860003038   
0601BLH4N       20170101006500100000500000 0400208640003091   
0601BLH4N       20170101007000100000500000 0400227490003138   
0601BLH4N       20170101007500100000500000 0400246390003179   
0601BLH4N       20170101008000100000500000 0400265330003216   
0601BLH4N       20170101008500100000500000 0400284310003249   
0601BLH4N       20170101009000100000500000 0400302720003273   
0601BLH4N       20170101009500100000500000 0400321130003294   
0601BLH4N       20170101010000100005000000 0400422970003384   
0601BLH4N       20170101015000100005000000 0400610310003487   
0601BLH4N       20170101020000100005000000 0400799790003555   
0601BLH4N       20170101025000100005000000 0400968810003523   
0601BLH4N       20170101030000100005000000 0401161870003575   
0601BLH4N       20170101035000100005000000 0401342440003580   
0601BLH4N       20170101040000100005000000 0401523010003584   
0601BLH4N       20170101045000100005000000 0401703570003586   
0601BLH4N       20170101050000100005000000 0401884140003589   
0601BLH4N       20170101055000100005000000 0402064700003591   
0601BLH4N       20170101060000100005000000 0402245280003592   
0601BLH4N       20170101065000100005000000 0402425840003594   
0601BLH4N       20170101070000100005000000 0402606410003595   
0601BLH4N       20170101075000100005000000 0402786970003596   
0601BLH4N       20170101080000100005000000 0402967550003597   
0601BLH4N       20170101085000100005000000 0403148110003598   
0601BLH4N       20170101090000100005000000 0403328680003599   
0601BLH4N       20170101095000100005000000 0403509250003599   
0601BLH5N       20170101000000100000120000 0500000000000000   
0601BLH5N       20170101000120100000005000 0500000000000000   
0601BLH5N       20170101000125100000005000 0500000000000000   
0601BLH5N       20170101000130100000005000 0500000000000000   
0601BLH5N       20170101000135100000005000 0500000000000000   
0601BLH5N       20170101000140100000005000 0500000010000007   
0601BLH5N       20170101000145100000005000 0500000010000007   
0601BLH5N       20170101000150100000005000 0500000010000007   
0601BLH5N       20170101000155100000005000 0500000010000006   
0601BLH5N       20170101000160100000005000 0500000010000006   
0601BLH5N       20170101000165100000005000 0500000010000006   
0601BLH5N       20170101000170100000005000 0500000010000006   
0601BLH5N       20170101000175100000005000 0500000020000011   
0601BLH5N       20170101000180100000005000 0500000020000011   
0601BLH5N       20170101000185100000005000 0500000020000011   
0601BLH5N       20170101000190100000005000 0500000020000010   
0601BLH5N       20170101000195100000005000 0500000020000010   
0601BLH5N       20170101000200100000005000 0500000020000010   
0601BLH5N       20170101000205100000005000 0500000020000010   
0601BLH5N       20170101000210100000005000 0500000020000009   
0601BLH5N       20170101000215100000005000 0500000030000014   
0601BLH5N       20170101000220100000005000 0500000030000013   
0601BLH5N       20170101000225100000005000 0500000030000013   
0601BLH5N       20170101000230100000005000 0500000030000013   
0601BLH5N       20170101000235100000005000 0500000030000013   
0601BLH5N       20170101000240100000005000 0500000030000012   
0601BLH5N       20170101000245100000005000 0500000030000012   
0601BLH5N       20170101000250100000005000 0500000030000012   
0601BLH5N       20170101000255100000005000 0500000040000016   
0601BLH5N       20170101000260100000005000 0500000040000015   
0601BLH5N       20170101000265100000005000 0500000040000015   
0601BLH5N       20170101000270100000005000 0500000040000015   
0601BLH5N       20170101000275100000005000 0500000040000014   
0601BLH5N       20170101000280100000005000 0500000040000014   
0601BLH5N       20170101000285100000005000 0500000040000014   
0601BLH5N       20170101000290100000005000 0500000050000017   
0601BLH5N       20170101000295100000005000 0500000050000017   
0601BLH5N       20170101000300100000005000 0500000050000017   
0601BLH5N       20170101000305100000005000 0500000050000016   
0601BLH5N       20170101000310100000005000 0500000050000016   
0601BLH5N       20170101000315100000005000 0500000050000016   
0601BLH5N       20170101000320100000005000 0500000050000016   
0601BLH5N       20170101000325100000005000 0500000050000015   
0601BLH5N       20170101000330100000005000 0500000060000018   
0601BLH5N       20170101000335100000005000 0500000060000018   
0601BLH5N       20170101000340100000005000 0500000060000018   
0601BLH5N       20170101000345100000005000 0500000060000017   
0601BLH5N       20170101000350100000005000 0500000060000017   
0601BLH5N       20170101000355100000005000 0500000060000017   
0601BLH5N       20170101000360100000005000 0500000060000017   
0601BLH5N       20170101000365100000005000 0500000060000016   
0601BLH5N       20170101000370100000005000 0500000070000019   
0601BLH5N       20170101000375100000005000 0500000070000019   
0601BLH5N       20170101000380100000005000 0500000070000018   
0601BLH5N       20170101000385100000005000 0500000070000018   
0601BLH5N       20170101000390100000005000 0500000070000018   
0601BLH5N       20170101000395100000005000 0500000070000018   
0601BLH5N       20170101000400100000005000 0500000070000017   
0601BLH5N       20170101000405100000005000 0500000080000020   
0601BLH5N       20170101000410100000005000 0500000080000019   
0601BLH5N       20170101000415100000005000 0500000080000019   
0601BLH5N       20170101000420100000005000 0500000080000019   
0601BLH5N       20170101000425100000005000 0500000080000019   
0601BLH5N       20170101000430100000005000 0500000080000018   
0601BLH5N       20170101000435100000005000 0500000080000018   
0601BLH5N       20170101000440100000005000 0500000080000018   
0601BLH5N       20170101000445100000005000 0500000090000020   
0601BLH5N       20170101000450100000005000 0500000090000020   
0601BLH5N       20170101000455100000005000 0500000090000020   
0601BLH5N       20170101000460100000005000 0500000090000019   
0601BLH5N       20170101000465100000005000 0500000090000019   
0601BLH5N       20170101000470100000005000 0500000090000019   
0601BLH5N       20170101000475100000005000 0500000090000019   
0601BLH5N       20170101000480100000005000 0500000090000019   
0601BLH5N       20170101000485100000005000 0500000100000021   
0601BLH5N       20170101000490100000005000 0500000100000020   
0601BLH5N       20170101000495100000005000 0500000100000020   
0601BLH5N       20170101000500100000005000 0500000100000020   
0601BLH5N       20170101000505100000005000 0500000100000020   
0601BLH5N       20170101000510100000005000 0500000100000020   
0601BLH5N       20170101000515100000005000 0500000100000019   
0601BLH5N       20170101000520100000005000 0500000110000021   
0601BLH5N       20170101000525100000005000 0500000110000021   
0601BLH5N       20170101000530100000005000 0500000110000021   
0601BLH5N       20170101000535100000005000 0500000110000020   
0601BLH5N       20170101000540100000005000 0500000110000020   
0601BLH5N       20170101000545100000005000 0500000110000020   
0601BLH5N       20170101000550100000005000 0500000110000020   
0601BLH5N       20170101000555100000005000 0500000110000020   
0601BLH5N       20170101000560100000005000 0500000120000021   
0601BLH5N       20170101000565100000005000 0500000120000021   
0601BLH5N       20170101000570100000005000 0500000120000021   
0601BLH5N       20170101000575100000005000 0500000120000021   
0601BLH5N       20170101000580100000005000 0500000120000021   
0601BLH5N       20170101000585100000005000 0500000120000020   
0601BLH5N       20170101000590100000005000 0500000120000020   
0601BLH5N       20170101000595100000005000 0500000120000020   
0601BLH5N       20170101000600100000005000 0500000130000022   
0601BLH5N       20170101000605100000005000 0500000130000021   
0601BLH5N       20170101000610100000005000 0500000130000021   
0601BLH5N       20170101000615100000005000 0500000130000021   
0601BLH5N       20170101000620100000005000 0500000130000021   
0601BLH5N       20170101000625100000005000 0500000130000021   
0601BLH5N       20170101000630100000005000 0500000130000021   
0601BLH5N       20170101000635100000005000 0500000140000022   
0601BLH5N       20170101000640100000005000 0500000140000022   
0601BLH5N       20170101000645100000005000 0500000140000022   
0601BLH5N       20170101000650100000005000 0500000140000021   
0601BLH5N       20170101000655100000005000 0500000140000021   
0601BLH5N       20170101000660100000005000 0500000140000021   
0601BLH5N       20170101000665100000005000 0500000140000021   
0601BLH5N       20170101000670100000005000 0500000140000021   
0601BLH5N       20170101000675100000005000 0500000150000022   
0601BLH5N       20170101000680100000005000 0500000150000022   
0601BLH5N       20170101000685100000005000 0500000150000022   
0601BLH5N       20170101000690100000005000 0500000150000022   
0601BLH5N       20170101000695100000005000 0500000150000022   
0601BLH5N       20170101000700100000005000 0500000150000021   
0601BLH5N       20170101000705100000005000 0500000150000021   
0601BLH5N       20170101000710100000005000 0500000150000021   
0601BLH5N       20170101000715100000005000 0500000160000022   
0601BLH5N       20170101000720100000005000 0500000160000022   
0601BLH5N       20170101000725100000005000 0500000160000022   
0601BLH5N       20170101000730100000005000 0500000160000022   
0601BLH5N       20170101000735100000005000 0500000160000022   
0601BLH5N       20170101000740100000005000 0500000160000022   
0601BLH5N       20170101000745100000005000 0500000160000021   
0601BLH5N       20170101000750100000005000 0500000170000023   
0601BLH5N       20170101000755100000005000 0500000170000022   
0601BLH5N       20170101000760100000005000 0500000170000022   
0601BLH5N       20170101000765100000005000 0500000170000022   
0601BLH5N       20170101000770100000005000 0500000170000022   
0601BLH5N       20170101000775100000005000 0500000170000022   
0601BLH5N       20170101000780100000005000 0500000170000022   
0601BLH5N       20170101000785100000005000 0500000170000022   
0601BLH5N       20170101000790100000005000 0500000180000023   
0601BLH5N       20170101000795100000005000 0500000180000023   
0601BLH5N       20170101000800100000005000 0500000240000030   
0601BLH5N       20170101000805100000005000 0500000330000041   
0601BLH5N       20170101000810100000005000 0500000410000050   
0601BLH5N       20170101000815100000005000 0500000490000060   
0601BLH5N       20170101000820100000005000 0500000580000071   
0601BLH5N       20170101000825100000005000 0500000660000080   
0601BLH5N       20170101000830100000005000 0500000750000090   
0601BLH5N       20170101000835100000005000 0500000840000100   
0601BLH5N       20170101000840100000005000 0500000920000109   
0601BLH5N       20170101000845100000005000 0500001010000119   
0601BLH5N       20170101000850100000005000 0500001100000129   
0601BLH5N       20170101000855100000005000 0500001180000138   
0601BLH5N       20170101000860100000005000 0500001270000147   
0601BLH5N       20170101000865100000005000 0500001360000157   
0601BLH5N       20170101000870100000005000 0500001450000166   
0601BLH5N       20170101000875100000005000 0500001540000175   
0601BLH5N       20170101000880100000005000 0500001630000185   
0601BLH5N       20170101000885100000005000 0500001720000194   
0601BLH5N       20170101000890100000005000 0500001810000203   
0601BLH5N       20170101000895100000005000 0500001900000212   
0601BLH5N       20170101000900100000005000 0500001990000220   
0601BLH5N       20170101000905100000005000 0500002080000229   
0601BLH5N       20170101000910100000005000 0500002170000238   
0601BLH5N       20170101000915100000005000 0500002270000247   
0601BLH5N       20170101000920100000005000 0500002360000256   
0601BLH5N       20170101000925100000005000 0500002450000264   
0601BLH5N       20170101000930100000005000 0500002540000272   
0601BLH5N       20170101000935100000005000 0500002640000282   
0601BLH5N       20170101000940100000005000 0500002730000290   
0601BLH5N       20170101000945100000005000 0500002820000298   
0601BLH5N       20170101000950100000005000 0500002920000307   
0601BLH5N       20170101000955100000005000 0500003010000314   
0601BLH5N       20170101000960100000005000 0500003100000322   
0601BLH5N       20170101000965100000005000 0500003200000331   
0601BLH5N       20170101000970100000005000 0500003290000338   
0601BLH5N       20170101000975100000005000 0500003390000347   
0601BLH5N       20170101000980100000005000 0500003480000354   
0601BLH5N       20170101000985100000005000 0500003570000362   
0601BLH5N       20170101000990100000005000 0500003670000370   
0601BLH5N       20170101000995100000005000 0500003770000378   
0601BLH5N       20170101001000100000005000 0500003860000385   
0601BLH5N       20170101001005100000005000 0500003950000392   
0601BLH5N       20170101001010100000005000 0500004050000400   
0601BLH5N       20170101001015100000005000 0500004140000407   
0601BLH5N       20170101001020100000005000 0500004240000415   
0601BLH5N       20170101001025100000005000 0500004340000422   
0601BLH5N       20170101001030100000005000 0500004430000429   
0601BLH5N       20170101001035100000005000 0500004530000437   
0601BLH5N       20170101001040100000005000 0500004630000444   
0601BLH5N       20170101001045100000005000 0500004720000451   
0601BLH5N       20170101001050100000005000 0500004820000458   
0601BLH5N       20170101001055100000005000 0500004920000465   
0601BLH5N       20170101001060100000005000 0500005010000472   
0601BLH5N       20170101001065100000005000 0500005110000479   
0601BLH5N       20170101001070100000005000 0500005210000486   
0601BLH5N       20170101001075100000005000 0500005310000493   
0601BLH5N       20170101001080100000005000 0500005400000499   
0601BLH5N       20170101001085100000005000 0500005500000506   
0601BLH5N       20170101001090100000005000 0500005600000513   
0601BLH5N       20170101001095100000005000 0500005700000519   
0601BLH5N       20170101001100100000005000 0500005790000525   
0601BLH5N       20170101001105100000005000 0500005890000532   
0601BLH5N       20170101001110100000005000 0500005990000538   
0601BLH5N       20170101001115100000005000 0500006090000545   
0601BLH5N       20170101001120100000005000 0500006190000551   
0601BLH5N       20170101001125100000005000 0500006290000558   
0601BLH5N       20170101001130100000005000 0500006390000564   
0601BLH5N       20170101001135100000005000 0500006490000571   
0601BLH5N       20170101001140100000005000 0500006590000577   
0601BLH5N       20170101001145100000005000 0500006680000582   
0601BLH5N       20170101001150100000005000 0500006780000588   
0601BLH5N       20170101001155100000005000 0500006890000595   
0601BLH5N       20170101001160100000005000 0500006980000600   
0601BLH5N       20170101001165100000005000 0500007080000606   
0601BLH5N       20170101001170100000005000 0500007180000612   
0601BLH5N       20170101001175100000005000 0500007290000619   
0601BLH5N       20170101001180100000005000 0500007390000625   
0601BLH5N       20170101001185100000005000 0500007480000630   
0601BLH5N       20170101001190100000005000 0500007590000636   
0601BLH5N       20170101001195100000005000 0500007690000642   
0601BLH5N       20170101001200100000005000 0500007790000648   
0601BLH5N       20170101001205100000005000 0500007890000653   
0601BLH5N       20170101001210100000005000 0500007990000659   
0601BLH5N       20170101001215100000005000 0500008090000664   
0601BLH5N       20170101001220100000005000 0500008190000670   
0601BLH5N       20170101001225100000005000 0500008290000675   
0601BLH5N       20170101001230100000005000 0500008400000682   
0601BLH5N       20170101001235100000005000 0500008500000687   
0601BLH5N       20170101001240100000005000 0500008600000692   
0601BLH5N       20170101001245100000005000 0500008710000698   
0601BLH5N       20170101001250100000005000 0500008830000705   
0601BLH5N       20170101001255100000005000 0500008950000712   
0601BLH5N       20170101001260100000005000 0500009080000719   
0601BLH5N       20170101001265100000005000 0500009200000726   
0601BLH5N       20170101001270100000005000 0500009320000732   
0601BLH5N       20170101001275100000005000 0500009450000740   
0601BLH5N       20170101001280100000005000 0500009570000746   
0601BLH5N       20170101001285100000005000 0500009690000753   
0601BLH5N       20170101001290100000005000 0500009810000759   
0601BLH5N       20170101001295100000005000 0500009940000766   
0601BLH5N       20170101001300100000005000 0500010060000772   
0601BLH5N       20170101001305100000005000 0500010190000779   
0601BLH5N       20170101001310100000005000 0500010320000786   
0601BLH5N       20170101001315100000005000 0500010440000792   
0601BLH5N       20170101001320100000005000 0500010580000800   
0601BLH5N       20170101001325100000005000 0500010700000806   
0601BLH5N       20170101001330100000005000 0500010830000813   
0601BLH5N       20170101001335100000005000 0500010960000819   
0601BLH5N       20170101001340100000005000 0500011090000826   
0601BLH5N       20170101001345100000005000 0500011220000833   
0601BLH5N       20170101001350100000005000 0500011350000839   
0601BLH5N       20170101001355100000005000 0500011480000846   
0601BLH5N       20170101001360100000005000 0500011610000852   
0601BLH5N       20170101001365100000005000 0500011740000859   
0601BLH5N       20170101001370100000005000 0500011870000865   
0601BLH5N       20170101001375100000005000 0500012000000871   
0601BLH5N       20170101001380100000005000 0500012130000877   
0601BLH5N       20170101001385100000005000 0500012260000884   
0601BLH5N       20170101001390100000005000 0500012390000890   
0601BLH5N       20170101001395100000005000 0500012520000896   
0601BLH5N       20170101001400100000005000 0500012650000902   
0601BLH5N       20170101001405100000005000 0500012780000908   
0601BLH5N       20170101001410100000005000 0500012910000914   
0601BLH5N       20170101001415100000005000 0500013040000920   
0601BLH5N       20170101001420100000005000 0500013170000926   
0601BLH5N       20170101001425100000005000 0500013310000932   
0601BLH5N       20170101001430100000005000 0500013440000938   
0601BLH5N       20170101001435100000005000 0500013580000945   
0601BLH5N       20170101001440100000005000 0500013720000951   
0601BLH5N       20170101001445100000005000 0500013850000957   
0601BLH5N       20170101001450100000005000 0500013980000962   
0601BLH5N       20170101001455100000005000 0500014120000969   
0601BLH5N       20170101001460100000005000 0500014260000975   
0601BLH5N       20170101001465100000005000 0500014390000981   
0601BLH5N       20170101001470100000005000 0500014530000987   
0601BLH5N       20170101001475100000005000 0500014670000993   
0601BLH5N       20170101001480100000005000 0500014800000998   
0601BLH5N       20170101001485100000005000 0500014940001004   
0601BLH5N       20170101001490100000005000 0500015080001010   
0601BLH5N       20170101001495100000005000 0500015210001016   
0601BLH5N       20170101001500100000005000 0500015350001022   
0601BLH5N       20170101001505100000005000 0500015490001028   
0601BLH5N       20170101001510100000005000 0500015630001033   
0601BLH5N       20170101001515100000005000 0500015770001039   
0601BLH5N       20170101001520100000005000 0500015900001044   
0601BLH5N       20170101001525100000005000 0500016040001050   
0601BLH5N       20170101001530100000005000 0500016180001056   
0601BLH5N       20170101001535100000005000 0500016320001061   
0601BLH5N       20170101001540100000005000 0500016460001067   
0601BLH5N       20170101001545100000005000 0500016610001073   
0601BLH5N       20170101001550100000005000 0500016750001079   
0601BLH5N       20170101001555100000005000 0500016890001084   
0601BLH5N       20170101001560100000005000 0500017040001091   
0601BLH5N       20170101001565100000005000 0500017180001096   
0601BLH5N       20170101001570100000005000 0500017320001101   
0601BLH5N       20170101001575100000005000 0500017470001107   
0601BLH5N       20170101001580100000005000 0500017610001113   
0601BLH5N       20170101001585100000005000 0500017750001118   
0601BLH5N       20170101001590100000005000 0500017900001124   
0601BLH5N       20170101001595100000005000 0500018040001129   
0601BLH5N       20170101001600100000005000 0500018180001134   
0601BLH5N       20170101001605100000005000 0500018330001140   
0601BLH5N       20170101001610100000005000 0500018470001145   
0601BLH5N       20170101001615100000005000 0500018610001151   
0601BLH5N       20170101001620100000005000 0500018770001157   
0601BLH5N       20170101001625100000005000 0500018910001162   
0601BLH5N       20170101001630100000005000 0500019060001168   
0601BLH5N       20170101001635100000005000 0500019210001173   
0601BLH5N       20170101001640100000005000 0500019360001179   
0601BLH5N       20170101001645100000005000 0500019510001184   
0601BLH5N       20170101001650100000005000 0500019660001190   
0601BLH5N       20170101001655100000005000 0500019810001195   
0601BLH5N       20170101001660100000005000 0500019950001200   
0601BLH5N       20170101001665100000005000 0500020110001206   
0601BLH5N       20170101001670100000005000 0500020260001211   
0601BLH5N       20170101001675100000005000 0500020400001216   
0601BLH5N       20170101001680100000005000 0500020560001222   
0601BLH5N       20170101001685100000005000 0500020710001227   
0601BLH5N       20170101001690100000005000 0500020850001232   
0601BLH5N       20170101001695100000005000 0500021020001238   
0601BLH5N       20170101001700100000005000 0500021170001243   
0601BLH5N       20170101001705100000005000 0500021320001249   
0601BLH5N       20170101001710100000005000 0500021480001254   
0601BLH5N       20170101001715100000005000 0500021630001259   
0601BLH5N       20170101001720100000005000 0500021790001265   
0601BLH5N       20170101001725100000005000 0500021940001270   
0601BLH5N       20170101001730100000005000 0500022100001276   
0601BLH5N       20170101001735100000005000 0500022250001281   
0601BLH5N       20170101001740100000005000 0500022410001286   
0601BLH5N       20170101001745100000005000 0500022570001292   
0601BLH5N       20170101001750100000005000 0500022730001297   
0601BLH5N       20170101001755100000005000 0500022890001302   
0601BLH5N       20170101001760100000005000 0500023050001308   
0601BLH5N       20170101001765100000005000 0500023210001313   
0601BLH5N       20170101001770100000005000 0500023370001318   
0601BLH5N       20170101001775100000005000 0500023530001324   
0601BLH5N       20170101001780100000005000 0500023690001329   
0601BLH5N       20170101001785100000005000 0500023860001335   
0601BLH5N       20170101001790100000005000 0500024020001340   
0601BLH5N       20170101001795100000005000 0500024190001346   
0601BLH5N       20170101001800100000005000 0500024360001351   
0601BLH5N       20170101001805100000005000 0500024530001357   
0601BLH5N       20170101001810100000005000 0500024700001363   
0601BLH5N       20170101001815100000005000 0500024880001369   
0601BLH5N       20170101001820100000005000 0500025050001374   
0601BLH5N       20170101001825100000005000 0500025220001380   
0601BLH5N       20170101001830100000005000 0500025400001386   
0601BLH5N       20170101001835100000005000 0500025570001392   
0601BLH5N       20170101001840100000005000 0500025750001398   
0601BLH5N       20170101001845100000005000 0500025930001404   
0601BLH5N       20170101001850100000005000 0500026100001409   
0601BLH5N       20170101001855100000005000 0500026270001414   
0601BLH5N       20170101001860100000005000 0500026450001420   
0601BLH5N       20170101001865100000005000 0500026630001426   
0601BLH5N       20170101001870100000005000 0500026800001431   
0601BLH5N       20170101001875100000005000 0500026980001437   
0601BLH5N       20170101001880100000005000 0500027150001442   
0601BLH5N       20170101001885100000005000 0500027320001447   
0601BLH5N       20170101001890100000005000 0500027510001454   
0601BLH5N       20170101001895100000005000 0500027680001459   
0601BLH5N       20170101001900100000005000 0500027850001464   
0601BLH5N       20170101001905100000005000 0500028030001469   
0601BLH5N       20170101001910100000005000 0500028210001475   
0601BLH5N       20170101001915100000005000 0500028380001480   
0601BLH5N       20170101001920100000005000 0500028560001486   
0601BLH5N       20170101001925100000005000 0500028740001491   
0601BLH5N       20170101001930100000005000 0500028910001496   
0601BLH5N       20170101001935100000005000 0500029090001501   
0601BLH5N       20170101001940100000005000 0500029260001506   
0601BLH5N       20170101001945100000005000 0500029440001512   
0601BLH5N       20170101001950100000005000 0500029620001517   
0601BLH5N       20170101001955100000005000 0500029800001522   
0601BLH5N       20170101001960100000005000 0500029970001527   
0601BLH5N       20170101001965100000005000 0500030150001532   
0601BLH5N       20170101001970100000005000 0500030330001538   
0601BLH5N       20170101001975100000005000 0500030500001542   
0601BLH5N       20170101001980100000005000 0500030680001548   
0601BLH5N       20170101001985100000005000 0500030860001553   
0601BLH5N       20170101001990100000005000 0500031030001557   
0601BLH5N       20170101001995100000005000 0500031220001563   
0601BLH5N       20170101002000100000005000 0500031390001568   
0601BLH5N       20170101002005100000005000 0500031570001573   
0601BLH5N       20170101002010100000005000 0500031750001578   
0601BLH5N       20170101002015100000005000 0500031930001583   
0601BLH5N       20170101002020100000005000 0500032100001587   
0601BLH5N       20170101002025100000005000 0500032290001593   
0601BLH5N       20170101002030100000005000 0500032460001597   
0601BLH5N       20170101002035100000005000 0500032640001602   
0601BLH5N       20170101002040100000005000 0500032820001607   
0601BLH5N       20170101002045100000005000 0500033000001612   
0601BLH5N       20170101002050100000005000 0500033170001616   
0601BLH5N       20170101002055100000005000 0500033360001621   
0601BLH5N       20170101002060100000005000 0500033530001626   
0601BLH5N       20170101002065100000005000 0500033710001630   
0601BLH5N       20170101002070100000005000 0500033890001635   
0601BLH5N       20170101002075100000005000 0500034070001640   
0601BLH5N       20170101002080100000005000 0500034240001644   
0601BLH5N       20170101002085100000005000 0500034430001649   
0601BLH5N       20170101002090100000005000 0500034600001654   
0601BLH5N       20170101002095100000005000 0500034780001658   
0601BLH5N       20170101002100100000005000 0500034960001663   
0601BLH5N       20170101002105100000005000 0500035140001667   
0601BLH5N       20170101002110100000005000 0500035320001672   
0601BLH5N       20170101002115100000005000 0500035500001677   
0601BLH5N       20170101002120100000005000 0500035680001681   
0601BLH5N       20170101002125100000005000 0500035850001685   
0601BLH5N       20170101002130100000005000 0500036040001690   
0601BLH5N       20170101002135100000005000 0500036220001695   
0601BLH5N       20170101002140100000005000 0500036390001698   
0601BLH5N       20170101002145100000005000 0500036580001703   
0601BLH5N       20170101002150100000005000 0500036760001708   
0601BLH5N       20170101002155100000005000 0500036930001712   
0601BLH5N       20170101002160100000005000 0500037120001717   
0601BLH5N       20170101002165100000005000 0500037300001721   
0601BLH5N       20170101002170100000005000 0500037470001725   
0601BLH5N       20170101002175100000005000 0500037660001730   
0601BLH5N       20170101002180100000005000 0500037830001733   
0601BLH5N       20170101002185100000005000 0500038010001738   
0601BLH5N       20170101002190100000005000 0500038200001742   
0601BLH5N       20170101002195100000005000 0500038370001746   
0601BLH5N       20170101002200100000005000 0500038550001750   
0601BLH5N       20170101002205100000005000 0500038740001755   
0601BLH5N       20170101002210100000005000 0500038910001759   
0601BLH5N       20170101002215100000005000 0500039090001763   
0601BLH5N       20170101002220100000005000 0500039280001767   
0601BLH5N       20170101002225100000005000 0500039450001771   
0601BLH5N       20170101002230100000005000 0500039630001775   
0601BLH5N       20170101002235100000005000 0500039810001779   
0601BLH5N       20170101002240100000005000 0500039990001783   
0601BLH5N       20170101002245100000005000 0500040170001787   
0601BLH5N       20170101002250100000005000 0500040360001792   
0601BLH5N       20170101002255100000005000 0500040530001795   
0601BLH5N       20170101002260100000005000 0500040710001799   
0601BLH5N       20170101002265100000005000 0500040890001803   
0601BLH5N       20170101002270100000005000 0500041070001807   
0601BLH5N       20170101002275100000005000 0500041250001811   
0601BLH5N       20170101002280100000005000 0500041430001815   
0601BLH5N       20170101002285100000005000 0500041610001819   
0601BLH5N       20170101002290100000005000 0500041790001823   
