00SG               20161130                                                                                   
0601SGA0N       20170101004000100000050000 0000000000002661   
0601SGA0N       20170101004050100000050000 0000000000002665   
0601SGA0N       20170101004100100000050000 0000000000002669   
0601SGA0N       20170101004150100000050000 0000000000002673   
0601SGA0N       20170101004200100000050000 0000000000002677   
0601SGA0N       20170101004250100000050000 0000000000002681   
0601SGA0N       20170101004300100000050000 0000000000002684   
0601SGA0N       20170101004350100000050000 0000000000002688   
0601SGA0N       20170101004400100000050000 0000000000002691   
0601SGA0N       20170101004450100000050000 0000000000002695   
0601SGA0N       20170101004500100000050000 0000000000002698   
0601SGA0N       20170101004550100000050000 0000000000002701   
0601SGA0N       20170101004600100000050000 0000000000002704   
0601SGA0N       20170101004650100000050000 0000000000002707   
0601SGA0N       20170101004700100000050000 0000000000002711   
0601SGA0N       20170101004750100000050000 0000000000002713   
0601SGA0N       20170101004800100000050000 0000000000002716   
0601SGA0N       20170101004850100000050000 0000000000002719   
0601SGA0N       20170101004900100000050000 0000000000002722   
0601SGA0N       20170101004950100000050000 0000000000002725   
0601SGA0N       20170101005000100000050000 0000000000002728   
0601SGA0N       20170101005050100000050000 0000000000002730   
0601SGA0N       20170101005100100000050000 0000000000002732   
0601SGA0N       20170101005150100000050000 0000000000002735   
0601SGA0N       20170101005200100000050000 0000000000002738   
0601SGA0N       20170101005250100000050000 0000000000002740   
0601SGA0N       20170101005300100000050000 0000000000002742   
0601SGA0N       20170101005350100000050000 0000000000002745   
0601SGA0N       20170101005400100000050000 0000000000002747   
0601SGA0N       20170101005450100000050000 0000000000002749   
0601SGA0N       20170101005500100000050000 0000000000002752   
0601SGA0N       20170101005550100000050000 0000000000002754   
0601SGA0N       20170101005600100000050000 0000000000002756   
0601SGA0N       20170101005650100000050000 0000000000002758   
0601SGA0N       20170101005700100000050000 0000000000002760   
0601SGA0N       20170101005750100000050000 0000000000002762   
0601SGA0N       20170101005800100000050000 0000000000002764   
0601SGA0N       20170101005850100000050000 0000000000002766   
0601SGA0N       20170101005900100000050000 0000000000002768   
0601SGA0N       20170101005950100000050000 0000000000002770   
0601SGA0N       20170101006000100000050000 0000000000002772   
0601SGA0N       20170101006050100000050000 0000000000002773   
0601SGA0N       20170101006100100000050000 0000000000002775   
0601SGA0N       20170101006150100000050000 0000000000002777   
0601SGA0N       20170101006200100000050000 0000000000002779   
0601SGA0N       20170101006250100000050000 0000000000002781   
0601SGA0N       20170101006300100000050000 0000000000002782   
0601SGA0N       20170101006350100000050000 0000000000002784   
0601SGA0N       20170101006400100000050000 0000000000002786   
0601SGA0N       20170101006450100000050000 0000000000002787   
0601SGA0N       20170101006500100000050000 0000000000002788   
0601SGA0N       20170101006550100000050000 0000000000002790   
0601SGA0N       20170101006600100000050000 0000000000002792   
0601SGA0N       20170101006650100000050000 0000000000002793   
0601SGA0N       20170101006700100000050000 0000000000002795   
0601SGA0N       20170101006750100000050000 0000000000002796   
0601SGA0N       20170101006800100000050000 0000000000002798   
0601SGA0N       20170101006850100000050000 0000000000002799   
0601SGA0N       20170101006900100000050000 0000000000002800   
0601SGA0N       20170101006950100000050000 0000000000002802   
0601SGA0N       20170101007000100000050000 0000000000002803   
0601SGA0N       20170101007050100000050000 0000000000002805   
0601SGA0N       20170101007100100000050000 0000000000002806   
0601SGA0N       20170101007150100000050000 0000000000002807   
0601SGA0N       20170101007200100000050000 0000000000002808   
0601SGA0N       20170101007250100000050000 0000000000002808   
0601SGA0N       20170101007300100000050000 0000000000002808   
0601SGA0N       20170101007350100000050000 0000000000002809   
0601SGA0N       20170101007400100000050000 0000000000002809   
0601SGA0N       20170101007450100000050000 0000000000002809   
0601SGA0N       20170101007500100000050000 0000000000002809   
0601SGA0N       20170101007550100000050000 0000000000002809   
0601SGA0N       20170101007600100000050000 0000000000002810   
0601SGA0N       20170101007650100000050000 0000000000002810   
0601SGA0N       20170101007700100000050000 0000000000002810   
0601SGA0N       20170101007750100000050000 0000000000002810   
0601SGA0N       20170101007800100000050000 0000000000002811   
0601SGA0N       20170101007850100000050000 0000000000002811   
0601SGA0N       20170101007900100000050000 0000000000002811   
0601SGA0N       20170101007950100000050000 0000000000002811   
0601SGA0N       20170101008000100000050000 0000000000002811   
0601SGA0N       20170101008050100000050000 0000000000002811   
0601SGA0N       20170101008100100000050000 0000000000002812   
0601SGA0N       20170101008150100000050000 0000000000002812   
0601SGA0N       20170101008200100000050000 0000000000002812   
0601SGA0N       20170101008250100000050000 0000000000002812   
0601SGA0N       20170101008300100000050000 0000000000002812   
0601SGA0N       20170101008350100000050000 0000000000002813   
0601SGA0N       20170101008400100000050000 0000000000002813   
0601SGA0N       20170101008450100000050000 0000000000002813   
0601SGA0N       20170101008500100000050000 0000000000002813   
0601SGA0N       20170101008550100000050000 0000000000002813   
0601SGA0N       20170101008600100000050000 0000000000002814   
0601SGA0N       20170101008650100000050000 0000000000002814   
0601SGA0N       20170101008700100000050000 0000000000002814   
0601SGA0N       20170101008750100000050000 0000000000002814   
0601SGA0N       20170101008800100000050000 0000000000002814   
0601SGA0N       20170101008850100000050000 0000000000002814   
0601SGA0N       20170101008900100000050000 0000000000002815   
0601SGA0N       20170101008950100000050000 0000000000002815   
0601SGA0N       20170101009000100000050000 0000000000002815   
0601SGA0N       20170101009050100000050000 0000000000002815   
0601SGA0N       20170101009100100000050000 0000000000002815   
0601SGA0N       20170101009150100000050000 0000000000002815   
0601SGA0N       20170101009200100000050000 0000000000002815   
0601SGA0N       20170101009250100000050000 0000000000002816   
0601SGA0N       20170101009300100000050000 0000000000002816   
0601SGA0N       20170101009350100000050000 0000000000002816   
0601SGA0N       20170101009400100000050000 0000000000002816   
0601SGA0N       20170101009450100000050000 0000000000002816   
0601SGA0N       20170101009500100000050000 0000000000002816   
0601SGA0N       20170101009550100000050000 0000000000002816   
0601SGA0N       20170101009600100000050000 0000000000002816   
0601SGA0N       20170101009650100000050000 0000000000002817   
0601SGA0N       20170101009700100000050000 0000000000002817   
0601SGA0N       20170101009750100000050000 0000000000002817   
0601SGA0N       20170101009800100000050000 0000000000002817   
0601SGA0N       20170101009850100000050000 0000000000002817   
0601SGA0N       20170101009900100000050000 0000000000002817   
0601SGA0N       20170101009950100000050000 0000000000002818   
0601SGA0N       20170101010000100000050000 0000000000002818   
0601SGA0N       20170101010050100000050000 0000000000002818   
0601SGA0N       20170101010100100000050000 0000000000002818   
0601SGA0N       20170101010150100000050000 0000000000002818   
0601SGA0N       20170101010200100000050000 0000000000002818   
0601SGA0N       20170101010250100000050000 0000000000002818   
0601SGA0N       20170101010300100000050000 0000000000002818   
0601SGA0N       20170101010350100000050000 0000000000002818   
0601SGA0N       20170101010400100000050000 0000000000002819   
0601SGA0N       20170101010450100000050000 0000000000002819   
0601SGA0N       20170101010500100000050000 0000000000002819   
0601SGA0N       20170101010550100000050000 0000000000002819   
0601SGA0N       20170101010600100000050000 0000000000002819   
0601SGA0N       20170101010650100000050000 0000000000002819   
0601SGA0N       20170101010700100000050000 0000000000002819   
0601SGA0N       20170101010750100000050000 0000000000002819   
0601SGA0N       20170101010800100000050000 0000000000002819   
0601SGA0N       20170101010850100000050000 0000000000002820   
0601SGA0N       20170101010900100000050000 0000000000002820   
0601SGA0N       20170101010950100000050000 0000000000002820   
0601SGA0N       20170101011000100000050000 0000000000002820   
0601SGA0N       20170101011050100000050000 0000000000002820   
0601SGA0N       20170101011100100000050000 0000000000002820   
0601SGA0N       20170101011150100000050000 0000000000002820   
0601SGA0N       20170101011200100000050000 0000000000002820   
0601SGA0N       20170101011250100000050000 0000000000002820   
0601SGA0N       20170101011300100000050000 0000000000002820   
0601SGA0N       20170101011350100000050000 0000000000002821   
0601SGA0N       20170101011400100000050000 0000000000002821   
0601SGA0N       20170101011450100000050000 0000000000002821   
0601SGA0N       20170101011500100000050000 0000000000002821   
0601SGA0N       20170101011550100000050000 0000000000002821   
0601SGA0N       20170101011600100000050000 0000000000002821   
0601SGA0N       20170101011650100000050000 0000000000002821   
0601SGA0N       20170101011700100000050000 0000000000002821   
0601SGA0N       20170101011750100000050000 0000000000002821   
0601SGA0N       20170101011800100000050000 0000000000002821   
0601SGA0N       20170101011850100000050000 0000000000002821   
0601SGA0N       20170101011900100000050000 0000000000002822   
0601SGA0N       20170101011950100000050000 0000000000002822   
0601SGA0N       20170101012000100000050000 0000000000002822   
0601SGA0N       20170101012050100000050000 0000000000002822   
0601SGA0N       20170101012100100000050000 0000000000002822   
0601SGA0N       20170101012150100000050000 0000000000002822   
0601SGA0N       20170101012200100000050000 0000000000002822   
0601SGA0N       20170101012250100000050000 0000000000002822   
0601SGA0N       20170101012300100000050000 0000000000002822   
0601SGA0N       20170101012350100000050000 0000000000002822   
0601SGA0N       20170101012400100000050000 0000000000002823   
0601SGA0N       20170101012450100000050000 0000000000002823   
0601SGA0N       20170101012500100087500000 0000000000002823   
0601SGA1N       20170101000000100000005000 0100000000002000   
