00SG               20161130                                                                                   
0601SGC4N       20170101006700100000050000 0400000000002613   
0601SGC4N       20170101006750100000050000 0400000000002615   
0601SGC4N       20170101006800100000050000 0400000000002618   
0601SGC4N       20170101006850100000050000 0400000000002620   
0601SGC4N       20170101006900100000050000 0400000000002623   
0601SGC4N       20170101006950100000050000 0400000000002625   
0601SGC4N       20170101007000100000050000 0400000000002628   
0601SGC4N       20170101007050100000050000 0400000000002630   
0601SGC4N       20170101007100100000050000 0400000000002632   
0601SGC4N       20170101007150100000050000 0400000000002635   
0601SGC4N       20170101007200100000050000 0400000000002637   
0601SGC4N       20170101007250100000050000 0400000000002639   
0601SGC4N       20170101007300100000050000 0400000000002641   
0601SGC4N       20170101007350100000050000 0400000000002643   
0601SGC4N       20170101007400100000050000 0400000000002645   
0601SGC4N       20170101007450100000050000 0400000000002648   
0601SGC4N       20170101007500100000050000 0400000000002650   
0601SGC4N       20170101007550100000050000 0400000000002652   
0601SGC4N       20170101007600100000050000 0400000000002654   
0601SGC4N       20170101007650100000050000 0400000000002656   
0601SGC4N       20170101007700100000050000 0400000000002658   
0601SGC4N       20170101007750100000050000 0400000000002660   
0601SGC4N       20170101007800100000050000 0400000000002662   
0601SGC4N       20170101007850100000050000 0400000000002663   
0601SGC4N       20170101007900100000050000 0400000000002666   
0601SGC4N       20170101007950100000050000 0400000000002668   
0601SGC4N       20170101008000100000050000 0400000000002669   
0601SGC4N       20170101008050100000050000 0400000000002671   
0601SGC4N       20170101008100100000050000 0400000000002673   
0601SGC4N       20170101008150100000050000 0400000000002674   
0601SGC4N       20170101008200100000050000 0400000000002676   
0601SGC4N       20170101008250100000050000 0400000000002678   
0601SGC4N       20170101008300100000050000 0400000000002680   
0601SGC4N       20170101008350100000050000 0400000000002681   
0601SGC4N       20170101008400100000050000 0400000000002683   
0601SGC4N       20170101008450100000050000 0400000000002685   
0601SGC4N       20170101008500100000050000 0400000000002686   
0601SGC4N       20170101008550100000050000 0400000000002687   
0601SGC4N       20170101008600100000050000 0400000000002687   
0601SGC4N       20170101008650100000050000 0400000000002688   
0601SGC4N       20170101008700100000050000 0400000000002689   
0601SGC4N       20170101008750100000050000 0400000000002690   
0601SGC4N       20170101008800100000050000 0400000000002691   
0601SGC4N       20170101008850100000050000 0400000000002692   
0601SGC4N       20170101008900100000050000 0400000000002692   
0601SGC4N       20170101008950100000050000 0400000000002693   
0601SGC4N       20170101009000100000050000 0400000000002694   
0601SGC4N       20170101009050100000050000 0400000000002695   
0601SGC4N       20170101009100100000050000 0400000000002696   
0601SGC4N       20170101009150100000050000 0400000000002697   
0601SGC4N       20170101009200100000050000 0400000000002697   
0601SGC4N       20170101009250100000050000 0400000000002698   
0601SGC4N       20170101009300100000050000 0400000000002699   
0601SGC4N       20170101009350100000050000 0400000000002699   
0601SGC4N       20170101009400100000050000 0400000000002700   
0601SGC4N       20170101009450100000050000 0400000000002701   
0601SGC4N       20170101009500100000050000 0400000000002702   
0601SGC4N       20170101009550100000050000 0400000000002702   
0601SGC4N       20170101009600100000050000 0400000000002703   
0601SGC4N       20170101009650100000050000 0400000000002704   
0601SGC4N       20170101009700100000050000 0400000000002704   
0601SGC4N       20170101009750100000050000 0400000000002705   
0601SGC4N       20170101009800100000050000 0400000000002706   
0601SGC4N       20170101009850100000050000 0400000000002706   
0601SGC4N       20170101009900100000050000 0400000000002707   
0601SGC4N       20170101009950100000050000 0400000000002708   
0601SGC4N       20170101010000100000050000 0400000000002708   
0601SGC4N       20170101010050100000050000 0400000000002709   
0601SGC4N       20170101010100100000050000 0400000000002710   
0601SGC4N       20170101010150100000050000 0400000000002710   
0601SGC4N       20170101010200100000050000 0400000000002711   
0601SGC4N       20170101010250100000050000 0400000000002711   
0601SGC4N       20170101010300100000050000 0400000000002712   
0601SGC4N       20170101010350100000050000 0400000000002713   
0601SGC4N       20170101010400100000050000 0400000000002713   
0601SGC4N       20170101010450100000050000 0400000000002714   
0601SGC4N       20170101010500100000050000 0400000000002714   
0601SGC4N       20170101010550100000050000 0400000000002715   
0601SGC4N       20170101010600100000050000 0400000000002716   
0601SGC4N       20170101010650100000050000 0400000000002716   
0601SGC4N       20170101010700100000050000 0400000000002717   
0601SGC4N       20170101010750100000050000 0400000000002717   
0601SGC4N       20170101010800100000050000 0400000000002718   
0601SGC4N       20170101010850100000050000 0400000000002718   
0601SGC4N       20170101010900100000050000 0400000000002719   
0601SGC4N       20170101010950100000050000 0400000000002719   
0601SGC4N       20170101011000100000050000 0400000000002720   
0601SGC4N       20170101011050100000050000 0400000000002721   
0601SGC4N       20170101011100100000050000 0400000000002721   
0601SGC4N       20170101011150100000050000 0400000000002722   
0601SGC4N       20170101011200100000050000 0400000000002722   
0601SGC4N       20170101011250100000050000 0400000000002723   
0601SGC4N       20170101011300100000050000 0400000000002723   
0601SGC4N       20170101011350100000050000 0400000000002724   
0601SGC4N       20170101011400100000050000 0400000000002724   
0601SGC4N       20170101011450100000050000 0400000000002725   
0601SGC4N       20170101011500100000050000 0400000000002725   
0601SGC4N       20170101011550100000050000 0400000000002726   
0601SGC4N       20170101011600100000050000 0400000000002726   
0601SGC4N       20170101011650100000050000 0400000000002727   
0601SGC4N       20170101011700100000050000 0400000000002727   
0601SGC4N       20170101011750100000050000 0400000000002728   
0601SGC4N       20170101011800100000050000 0400000000002728   
0601SGC4N       20170101011850100000050000 0400000000002729   
0601SGC4N       20170101011900100000050000 0400000000002729   
0601SGC4N       20170101011950100000050000 0400000000002730   
0601SGC4N       20170101012000100000050000 0400000000002730   
0601SGC4N       20170101012050100000050000 0400000000002730   
0601SGC4N       20170101012100100000050000 0400000000002731   
0601SGC4N       20170101012150100000050000 0400000000002731   
0601SGC4N       20170101012200100000050000 0400000000002732   
0601SGC4N       20170101012250100000050000 0400000000002732   
0601SGC4N       20170101012300100000050000 0400000000002733   
0601SGC4N       20170101012350100000050000 0400000000002733   
0601SGC4N       20170101012400100000050000 0400000000002734   
0601SGC4N       20170101012450100000050000 0400000000002734   
0601SGC4N       20170101012500100087500000 0400000000002734   
0601SGC5N       20170101000000100000005000 0500000000002000   
0601SGC5N       20170101000005100000005000 0500000000000667   
0601SGC5N       20170101000010100000005000 0500000000000400   
0601SGC5N       20170101000015100000005000 0500000000000286   
0601SGC5N       20170101000020100000005000 0500000000000222   
0601SGC5N       20170101000025100000005000 0500000000000182   
0601SGC5N       20170101000030100000005000 0500000000000154   
0601SGC5N       20170101000035100000005000 0500000000000133   
0601SGC5N       20170101000040100000005000 0500000000000118   
0601SGC5N       20170101000045100000005000 0500000000000105   
0601SGC5N       20170101000050100000005000 0500000000000095   
0601SGC5N       20170101000055100000005000 0500000000000087   
0601SGC5N       20170101000060100000005000 0500000000000080   
0601SGC5N       20170101000065100000005000 0500000000000074   
0601SGC5N       20170101000070100000005000 0500000000000069   
0601SGC5N       20170101000075100000005000 0500000000000065   
0601SGC5N       20170101000080100000005000 0500000000000061   
0601SGC5N       20170101000085100000005000 0500000000000057   
0601SGC5N       20170101000090100000005000 0500000000000054   
0601SGC5N       20170101000095100000005000 0500000000000051   
0601SGC5N       20170101000100100000005000 0500000000000049   
0601SGC5N       20170101000105100000005000 0500000000000047   
0601SGC5N       20170101000110100000005000 0500000000000044   
0601SGC5N       20170101000115100000005000 0500000000000043   
0601SGC5N       20170101000120100000005000 0500000000000041   
0601SGC5N       20170101000125100000005000 0500000000000039   
0601SGC5N       20170101000130100000005000 0500000000000038   
0601SGC5N       20170101000135100000005000 0500000000000036   
0601SGC5N       20170101000140100000005000 0500000000000035   
0601SGC5N       20170101000145100000005000 0500000000000034   
0601SGC5N       20170101000150100000005000 0500000000000033   
0601SGC5N       20170101000155100000005000 0500000000000032   
0601SGC5N       20170101000160100000005000 0500000000000031   
0601SGC5N       20170101000165100000005000 0500000000000030   
0601SGC5N       20170101000170100000005000 0500000000000029   
0601SGC5N       20170101000175100000005000 0500000000000028   
0601SGC5N       20170101000180100000005000 0500000000000027   
0601SGC5N       20170101000185100000005000 0500000000000027   
0601SGC5N       20170101000190100000005000 0500000000000026   
0601SGC5N       20170101000195100000005000 0500000000000025   
0601SGC5N       20170101000200100000005000 0500000000000025   
0601SGC5N       20170101000205100000005000 0500000000000024   
0601SGC5N       20170101000210100000005000 0500000000000024   
0601SGC5N       20170101000215100000005000 0500000000000023   
0601SGC5N       20170101000220100000005000 0500000000000022   
0601SGC5N       20170101000225100000005000 0500000000000022   
0601SGC5N       20170101000230100000005000 0500000000000022   
0601SGC5N       20170101000235100000005000 0500000000000021   
0601SGC5N       20170101000240100000005000 0500000000000021   
0601SGC5N       20170101000245100000005000 0500000000000020   
0601SGC5N       20170101000250100000005000 0500000000000020   
0601SGC5N       20170101000255100000005000 0500000000000019   
0601SGC5N       20170101000260100000005000 0500000000000019   
0601SGC5N       20170101000265100000005000 0500000000000019   
0601SGC5N       20170101000270100000005000 0500000000000018   
0601SGC5N       20170101000275100000005000 0500000000000018   
0601SGC5N       20170101000280100000005000 0500000000000018   
0601SGC5N       20170101000285100000005000 0500000000000017   
0601SGC5N       20170101000290100000005000 0500000000000017   
0601SGC5N       20170101000295100000005000 0500000000000017   
0601SGC5N       20170101000300100000005000 0500000000000017   
0601SGC5N       20170101000305100000005000 0500000000000016   
0601SGC5N       20170101000310100000005000 0500000000000016   
0601SGC5N       20170101000315100000005000 0500000000000016   
0601SGC5N       20170101000320100000005000 0500000000000016   
0601SGC5N       20170101000325100000005000 0500000000000015   
0601SGC5N       20170101000330100000005000 0500000000000015   
0601SGC5N       20170101000335100000005000 0500000000000015   
0601SGC5N       20170101000340100000005000 0500000000000015   
0601SGC5N       20170101000345100000005000 0500000000000014   
0601SGC5N       20170101000350100000005000 0500000000000014   
0601SGC5N       20170101000355100000005000 0500000000000014   
0601SGC5N       20170101000360100000005000 0500000000000014   
0601SGC5N       20170101000365100000005000 0500000000000014   
0601SGC5N       20170101000370100000005000 0500000000000013   
0601SGC5N       20170101000375100000005000 0500000000000013   
0601SGC5N       20170101000380100000005000 0500000000000013   
0601SGC5N       20170101000385100000005000 0500000000000013   
0601SGC5N       20170101000390100000005000 0500000000000013   
0601SGC5N       20170101000395100000005000 0500000000000013   
0601SGC5N       20170101000400100000005000 0500000000000012   
0601SGC5N       20170101000405100000005000 0500000000000012   
0601SGC5N       20170101000410100000005000 0500000000000012   
0601SGC5N       20170101000415100000005000 0500000000000012   
0601SGC5N       20170101000420100000005000 0500000000000012   
0601SGC5N       20170101000425100000005000 0500000000000012   
0601SGC5N       20170101000430100000005000 0500000000000012   
0601SGC5N       20170101000435100000005000 0500000000000011   
0601SGC5N       20170101000440100000005000 0500000000000016   
0601SGC5N       20170101000445100000005000 0500000000000025   
0601SGC5N       20170101000450100000005000 0500000000000034   
0601SGC5N       20170101000455100000005000 0500000000000042   
0601SGC5N       20170101000460100000005000 0500000000000052   
0601SGC5N       20170101000465100000005000 0500000000000060   
0601SGC5N       20170101000470100000005000 0500000000000068   
0601SGC5N       20170101000475100000005000 0500000000000078   
0601SGC5N       20170101000480100000005000 0500000000000092   
0601SGC5N       20170101000485100000005000 0500000000000104   
0601SGC5N       20170101000490100000005000 0500000000000116   
0601SGC5N       20170101000495100000005000 0500000000000128   
0601SGC5N       20170101000500100000005000 0500000000000139   
0601SGC5N       20170101000505100000005000 0500000000000153   
0601SGC5N       20170101000510100000005000 0500000000000164   
0601SGC5N       20170101000515100000005000 0500000000000175   
0601SGC5N       20170101000520100000005000 0500000000000185   
0601SGC5N       20170101000525100000005000 0500000000000198   
0601SGC5N       20170101000530100000005000 0500000000000208   
0601SGC5N       20170101000535100000005000 0500000000000218   
0601SGC5N       20170101000540100000005000 0500000000000228   
0601SGC5N       20170101000545100000005000 0500000000000234   
0601SGC5N       20170101000550100000005000 0500000000000238   
0601SGC5N       20170101000555100000005000 0500000000000244   
0601SGC5N       20170101000560100000005000 0500000000000249   
0601SGC5N       20170101000565100000005000 0500000000000253   
0601SGC5N       20170101000570100000005000 0500000000000259   
0601SGC5N       20170101000575100000005000 0500000000000262   
0601SGC5N       20170101000580100000005000 0500000000000268   
0601SGC5N       20170101000585100000005000 0500000000000273   
0601SGC5N       20170101000590100000005000 0500000000000277   
0601SGC5N       20170101000595100000005000 0500000000000282   
0601SGC5N       20170101000600100000005000 0500000000000288   
0601SGC5N       20170101000605100000005000 0500000000000291   
0601SGC5N       20170101000610100000005000 0500000000000296   
0601SGC5N       20170101000615100000005000 0500000000000299   
0601SGC5N       20170101000620100000005000 0500000000000305   
0601SGC5N       20170101000625100000005000 0500000000000310   
0601SGC5N       20170101000630100000005000 0500000000000313   
0601SGC5N       20170101000635100000005000 0500000000000318   
0601SGC5N       20170101000640100000005000 0500000000000321   
0601SGC5N       20170101000645100000005000 0500000000000326   
0601SGC5N       20170101000650100000005000 0500000000000331   
0601SGC5N       20170101000655100000005000 0500000000000334   
0601SGC5N       20170101000660100000005000 0500000000000339   
0601SGC5N       20170101000665100000005000 0500000000000342   
0601SGC5N       20170101000670100000005000 0500000000000347   
0601SGC5N       20170101000675100000005000 0500000000000352   
0601SGC5N       20170101000680100000005000 0500000000000355   
0601SGC5N       20170101000685100000005000 0500000000000359   
0601SGC5N       20170101000690100000005000 0500000000000362   
0601SGC5N       20170101000695100000005000 0500000000000367   
0601SGC5N       20170101000700100000005000 0500000000000371   
0601SGC5N       20170101000705100000005000 0500000000000374   
0601SGC5N       20170101000710100000005000 0500000000000379   
0601SGC5N       20170101000715100000005000 0500000000000383   
0601SGC5N       20170101000720100000005000 0500000000000386   
0601SGC5N       20170101000725100000005000 0500000000000390   
0601SGC5N       20170101000730100000005000 0500000000000393   
0601SGC5N       20170101000735100000005000 0500000000000399   
0601SGC5N       20170101000740100000005000 0500000000000405   
0601SGC5N       20170101000745100000005000 0500000000000409   
0601SGC5N       20170101000750100000005000 0500000000000415   
0601SGC5N       20170101000755100000005000 0500000000000419   
0601SGC5N       20170101000760100000005000 0500000000000425   
0601SGC5N       20170101000765100000005000 0500000000000431   
0601SGC5N       20170101000770100000005000 0500000000000435   
0601SGC5N       20170101000775100000005000 0500000000000441   
0601SGC5N       20170101000780100000005000 0500000000000444   
0601SGC5N       20170101000785100000005000 0500000000000450   
0601SGC5N       20170101000790100000005000 0500000000000456   
0601SGC5N       20170101000795100000005000 0500000000000460   
0601SGC5N       20170101000800100000005000 0500000000000466   
0601SGC5N       20170101000805100000005000 0500000000000469   
0601SGC5N       20170101000810100000005000 0500000000000475   
0601SGC5N       20170101000815100000005000 0500000000000481   
0601SGC5N       20170101000820100000005000 0500000000000484   
0601SGC5N       20170101000825100000005000 0500000000000490   
0601SGC5N       20170101000830100000005000 0500000000000495   
0601SGC5N       20170101000835100000005000 0500000000000498   
0601SGC5N       20170101000840100000005000 0500000000000505   
0601SGC5N       20170101000845100000005000 0500000000000510   
0601SGC5N       20170101000850100000005000 0500000000000517   
0601SGC5N       20170101000855100000005000 0500000000000524   
0601SGC5N       20170101000860100000005000 0500000000000529   
0601SGC5N       20170101000865100000005000 0500000000000536   
0601SGC5N       20170101000870100000005000 0500000000000540   
0601SGC5N       20170101000875100000005000 0500000000000547   
0601SGC5N       20170101000880100000005000 0500000000000554   
0601SGC5N       20170101000885100000005000 0500000000000558   
0601SGC5N       20170101000890100000005000 0500000000000565   
0601SGC5N       20170101000895100000005000 0500000000000569   
0601SGC5N       20170101000900100000005000 0500000000000575   
0601SGC5N       20170101000905100000005000 0500000000000582   
0601SGC5N       20170101000910100000005000 0500000000000586   
0601SGC5N       20170101000915100000005000 0500000000000593   
0601SGC5N       20170101000920100000005000 0500000000000599   
0601SGC5N       20170101000925100000005000 0500000000000603   
0601SGC5N       20170101000930100000005000 0500000000000609   
0601SGC5N       20170101000935100000005000 0500000000000613   
0601SGC5N       20170101000940100000005000 0500000000000620   
0601SGC5N       20170101000945100000005000 0500000000000626   
0601SGC5N       20170101000950100000005000 0500000000000630   
0601SGC5N       20170101000955100000005000 0500000000000636   
0601SGC5N       20170101000960100000005000 0500000000000640   
0601SGC5N       20170101000965100000005000 0500000000000646   
0601SGC5N       20170101000970100000005000 0500000000000652   
0601SGC5N       20170101000975100000005000 0500000000000656   
0601SGC5N       20170101000980100000005000 0500000000000662   
0601SGC5N       20170101000985100000005000 0500000000000666   
0601SGC5N       20170101000990100000005000 0500000000000672   
0601SGC5N       20170101000995100000005000 0500000000000678   
0601SGC5N       20170101001000100000005000 0500000000000682   
0601SGC5N       20170101001005100000005000 0500000000000688   
0601SGC5N       20170101001010100000005000 0500000000000692   
0601SGC5N       20170101001015100000005000 0500000000000698   
0601SGC5N       20170101001020100000005000 0500000000000704   
0601SGC5N       20170101001025100000005000 0500000000000707   
0601SGC5N       20170101001030100000005000 0500000000000713   
0601SGC5N       20170101001035100000005000 0500000000000719   
0601SGC5N       20170101001040100000005000 0500000000000723   
0601SGC5N       20170101001045100000005000 0500000000000729   
0601SGC5N       20170101001050100000005000 0500000000000732   
0601SGC5N       20170101001055100000005000 0500000000000738   
0601SGC5N       20170101001060100000005000 0500000000000743   
0601SGC5N       20170101001065100000005000 0500000000000746   
0601SGC5N       20170101001070100000005000 0500000000000751   
0601SGC5N       20170101001075100000005000 0500000000000755   
0601SGC5N       20170101001080100000005000 0500000000000760   
0601SGC5N       20170101001085100000005000 0500000000000765   
0601SGC5N       20170101001090100000005000 0500000000000768   
0601SGC5N       20170101001095100000005000 0500000000000773   
0601SGC5N       20170101001100100000005000 0500000000000776   
0601SGC5N       20170101001105100000005000 0500000000000781   
0601SGC5N       20170101001110100000005000 0500000000000786   
0601SGC5N       20170101001115100000005000 0500000000000789   
0601SGC5N       20170101001120100000005000 0500000000000794   
0601SGC5N       20170101001125100000005000 0500000000000797   
0601SGC5N       20170101001130100000005000 0500000000000803   
0601SGC5N       20170101001135100000005000 0500000000000808   
0601SGC5N       20170101001140100000005000 0500000000000811   
0601SGC5N       20170101001145100000005000 0500000000000816   
0601SGC5N       20170101001150100000005000 0500000000000822   
0601SGC5N       20170101001155100000005000 0500000000000825   
0601SGC5N       20170101001160100000005000 0500000000000830   
0601SGC5N       20170101001165100000005000 0500000000000833   
0601SGC5N       20170101001170100000005000 0500000000000837   
0601SGC5N       20170101001175100000005000 0500000000000843   
0601SGC5N       20170101001180100000005000 0500000000000846   
0601SGC5N       20170101001185100000005000 0500000000000850   
0601SGC5N       20170101001190100000005000 0500000000000853   
0601SGC5N       20170101001195100000005000 0500000000000858   
0601SGC5N       20170101001200100000005000 0500000000000863   
0601SGC5N       20170101001205100000005000 0500000000000866   
0601SGC5N       20170101001210100000005000 0500000000000871   
0601SGC5N       20170101001215100000005000 0500000000000874   
0601SGC5N       20170101001220100000005000 0500000000000880   
0601SGC5N       20170101001225100000005000 0500000000000885   
0601SGC5N       20170101001230100000005000 0500000000000889   
0601SGC5N       20170101001235100000005000 0500000000000895   
0601SGC5N       20170101001240100000005000 0500000000000901   
0601SGC5N       20170101001245100000005000 0500000000000904   
0601SGC5N       20170101001250100000005000 0500000000000910   
0601SGC5N       20170101001255100000005000 0500000000000916   
0601SGC5N       20170101001260100000005000 0500000000000919   
0601SGC5N       20170101001265100000005000 0500000000000924   
0601SGC5N       20170101001270100000005000 0500000000000930   
0601SGC5N       20170101001275100000005000 0500000000000933   
0601SGC5N       20170101001280100000005000 0500000000000939   
0601SGC5N       20170101001285100000005000 0500000000000945   
0601SGC5N       20170101001290100000005000 0500000000000948   
0601SGC5N       20170101001295100000005000 0500000000000953   
0601SGC5N       20170101001300100000005000 0500000000000959   
0601SGC5N       20170101001305100000005000 0500000000000962   
0601SGC5N       20170101001310100000005000 0500000000000967   
0601SGC5N       20170101001315100000005000 0500000000000973   
0601SGC5N       20170101001320100000005000 0500000000000976   
0601SGC5N       20170101001325100000005000 0500000000000982   
0601SGC5N       20170101001330100000005000 0500000000000987   
0601SGC5N       20170101001335100000005000 0500000000000991   
0601SGC5N       20170101001340100000005000 0500000000000996   
0601SGC5N       20170101001345100000005000 0500000000001002   
0601SGC5N       20170101001350100000005000 0500000000001005   
0601SGC5N       20170101001355100000005000 0500000000001010   
0601SGC5N       20170101001360100000005000 0500000000001016   
0601SGC5N       20170101001365100000005000 0500000000001019   
0601SGC5N       20170101001370100000005000 0500000000001024   
0601SGC5N       20170101001375100000005000 0500000000001029   
0601SGC5N       20170101001380100000005000 0500000000001033   
0601SGC5N       20170101001385100000005000 0500000000001038   
0601SGC5N       20170101001390100000005000 0500000000001044   
0601SGC5N       20170101001395100000005000 0500000000001047   
0601SGC5N       20170101001400100000005000 0500000000001052   
0601SGC5N       20170101001405100000005000 0500000000001058   
0601SGC5N       20170101001410100000005000 0500000000001061   
0601SGC5N       20170101001415100000005000 0500000000001066   
0601SGC5N       20170101001420100000005000 0500000000001072   
0601SGC5N       20170101001425100000005000 0500000000001075   
0601SGC5N       20170101001430100000005000 0500000000001080   
0601SGC5N       20170101001435100000005000 0500000000001086   
0601SGC5N       20170101001440100000005000 0500000000001089   
0601SGC5N       20170101001445100000005000 0500000000001094   
0601SGC5N       20170101001450100000005000 0500000000001100   
0601SGC5N       20170101001455100000005000 0500000000001103   
0601SGC5N       20170101001460100000005000 0500000000001108   
0601SGC5N       20170101001465100000005000 0500000000001114   
0601SGC5N       20170101001470100000005000 0500000000001117   
0601SGC5N       20170101001475100000005000 0500000000001122   
0601SGC5N       20170101001480100000005000 0500000000001128   
0601SGC5N       20170101001485100000005000 0500000000001132   
0601SGC5N       20170101001490100000005000 0500000000001137   
0601SGC5N       20170101001495100000005000 0500000000001143   
0601SGC5N       20170101001500100000005000 0500000000001147   
0601SGC5N       20170101001505100000005000 0500000000001152   
0601SGC5N       20170101001510100000005000 0500000000001158   
0601SGC5N       20170101001515100000005000 0500000000001162   
0601SGC5N       20170101001520100000005000 0500000000001168   
0601SGC5N       20170101001525100000005000 0500000000001174   
0601SGC5N       20170101001530100000005000 0500000000001177   
0601SGC5N       20170101001535100000005000 0500000000001183   
0601SGC5N       20170101001540100000005000 0500000000001189   
0601SGC5N       20170101001545100000005000 0500000000001192   
0601SGC5N       20170101001550100000005000 0500000000001198   
0601SGC5N       20170101001555100000005000 0500000000001204   
0601SGC5N       20170101001560100000005000 0500000000001207   
0601SGC5N       20170101001565100000005000 0500000000001212   
0601SGC5N       20170101001570100000005000 0500000000001218   
0601SGC5N       20170101001575100000005000 0500000000001222   
0601SGC5N       20170101001580100000005000 0500000000001227   
0601SGC5N       20170101001585100000005000 0500000000001233   
0601SGC5N       20170101001590100000005000 0500000000001236   
0601SGC5N       20170101001595100000005000 0500000000001241   
0601SGC5N       20170101001600100000005000 0500000000001247   
0601SGC5N       20170101001605100000005000 0500000000001250   
0601SGC5N       20170101001610100000005000 0500000000001255   
0601SGC5N       20170101001615100000005000 0500000000001261   
0601SGC5N       20170101001620100000005000 0500000000001264   
0601SGC5N       20170101001625100000005000 0500000000001269   
0601SGC5N       20170101001630100000005000 0500000000001275   
0601SGC5N       20170101001635100000005000 0500000000001278   
0601SGC5N       20170101001640100000005000 0500000000001283   
0601SGC5N       20170101001645100000005000 0500000000001288   
0601SGC5N       20170101001650100000005000 0500000000001292   
0601SGC5N       20170101001655100000005000 0500000000001296   
0601SGC5N       20170101001660100000005000 0500000000001302   
0601SGC5N       20170101001665100000005000 0500000000001305   
0601SGC5N       20170101001670100000005000 0500000000001310   
0601SGC5N       20170101001675100000005000 0500000000001315   
0601SGC5N       20170101001680100000005000 0500000000001318   
0601SGC5N       20170101001685100000005000 0500000000001323   
0601SGC5N       20170101001690100000005000 0500000000001328   
0601SGC5N       20170101001695100000005000 0500000000001331   
0601SGC5N       20170101001700100000005000 0500000000001336   
0601SGC5N       20170101001705100000005000 0500000000001341   
0601SGC5N       20170101001710100000005000 0500000000001344   
0601SGC5N       20170101001715100000005000 0500000000001348   
0601SGC5N       20170101001720100000005000 0500000000001354   
0601SGC5N       20170101001725100000005000 0500000000001356   
0601SGC5N       20170101001730100000005000 0500000000001361   
0601SGC5N       20170101001735100000005000 0500000000001366   
0601SGC5N       20170101001740100000005000 0500000000001369   
0601SGC5N       20170101001745100000005000 0500000000001373   
0601SGC5N       20170101001750100000005000 0500000000001378   
0601SGC5N       20170101001755100000005000 0500000000001381   
0601SGC5N       20170101001760100000005000 0500000000001386   
0601SGC5N       20170101001765100000005000 0500000000001391   
0601SGC5N       20170101001770100000005000 0500000000001393   
0601SGC5N       20170101001775100000005000 0500000000001398   
0601SGC5N       20170101001780100000005000 0500000000001403   
0601SGC5N       20170101001785100000005000 0500000000001405   
0601SGC5N       20170101001790100000005000 0500000000001410   
0601SGC5N       20170101001795100000005000 0500000000001414   
0601SGC5N       20170101001800100000005000 0500000000001417   
0601SGC5N       20170101001805100000005000 0500000000001421   
0601SGC5N       20170101001810100000005000 0500000000001426   
0601SGC5N       20170101001815100000005000 0500000000001429   
0601SGC5N       20170101001820100000005000 0500000000001433   
0601SGC5N       20170101001825100000005000 0500000000001438   
0601SGC5N       20170101001830100000005000 0500000000001440   
0601SGC5N       20170101001835100000005000 0500000000001444   
0601SGC5N       20170101001840100000005000 0500000000001449   
0601SGC5N       20170101001845100000005000 0500000000001451   
0601SGC5N       20170101001850100000005000 0500000000001456   
0601SGC5N       20170101001855100000005000 0500000000001460   
0601SGC5N       20170101001860100000005000 0500000000001463   
0601SGC5N       20170101001865100000005000 0500000000001467   
0601SGC5N       20170101001870100000005000 0500000000001471   
0601SGC5N       20170101001875100000005000 0500000000001474   
0601SGC5N       20170101001880100000005000 0500000000001478   
0601SGC5N       20170101001885100000005000 0500000000001482   
0601SGC5N       20170101001890100000005000 0500000000001485   
0601SGC5N       20170101001895100000005000 0500000000001489   
0601SGC5N       20170101001900100000005000 0500000000001493   
0601SGC5N       20170101001905100000005000 0500000000001496   
0601SGC5N       20170101001910100000005000 0500000000001500   
0601SGC5N       20170101001915100000005000 0500000000001504   
0601SGC5N       20170101001920100000005000 0500000000001506   
0601SGC5N       20170101001925100000005000 0500000000001510   
0601SGC5N       20170101001930100000005000 0500000000001515   
0601SGC5N       20170101001935100000005000 0500000000001517   
0601SGC5N       20170101001940100000005000 0500000000001521   
0601SGC5N       20170101001945100000005000 0500000000001525   
0601SGC5N       20170101001950100000005000 0500000000001528   
0601SGC5N       20170101001955100000005000 0500000000001532   
0601SGC5N       20170101001960100000005000 0500000000001536   
0601SGC5N       20170101001965100000005000 0500000000001538   
0601SGC5N       20170101001970100000005000 0500000000001542   
0601SGC5N       20170101001975100000005000 0500000000001546   
0601SGC5N       20170101001980100000005000 0500000000001548   
0601SGC5N       20170101001985100000005000 0500000000001552   
0601SGC5N       20170101001990100000005000 0500000000001556   
0601SGC5N       20170101001995100000005000 0500000000001559   
0601SGC5N       20170101002000100000005000 0500000000001562   
0601SGC5N       20170101002005100000005000 0500000000001567   
0601SGC5N       20170101002010100000005000 0500000000001569   
0601SGC5N       20170101002015100000005000 0500000000001572   
0601SGC5N       20170101002020100000005000 0500000000001577   
0601SGC5N       20170101002025100000005000 0500000000001579   
0601SGC5N       20170101002030100000005000 0500000000001582   
0601SGC5N       20170101002035100000005000 0500000000001586   
0601SGC5N       20170101002040100000005000 0500000000001588   
0601SGC5N       20170101002045100000005000 0500000000001592   
0601SGC5N       20170101002050100000005000 0500000000001596   
0601SGC5N       20170101002055100000005000 0500000000001598   
0601SGC5N       20170101002060100000005000 0500000000001602   
0601SGC5N       20170101002065100000005000 0500000000001606   
0601SGC5N       20170101002070100000005000 0500000000001608   
0601SGC5N       20170101002075100000005000 0500000000001611   
0601SGC5N       20170101002080100000005000 0500000000001615   
0601SGC5N       20170101002085100000005000 0500000000001617   
0601SGC5N       20170101002090100000005000 0500000000001621   
0601SGC5N       20170101002095100000005000 0500000000001625   
