00GE               20161120                                                                                   
0601GEB5N       20170101004435005000010000 0500000000002589   
0601GEB5N       20170101004445005000010000 0500000000002592   
0601GEB5N       20170101004455005000010000 0500000000002595   
0601GEB5N       20170101004465005000010000 0500000000002597   
0601GEB5N       20170101004475005000010000 0500000000002600   
0601GEB5N       20170101004485005000010000 0500000000002603   
0601GEB5N       20170101004495005000010000 0500000000002605   
0601GEB5N       20170101004505005000010000 0500000000002608   
0601GEB5N       20170101004515005000010000 0500000000002610   
0601GEB5N       20170101004525005000010000 0500000000002613   
0601GEB5N       20170101004535005000010000 0500000000002616   
0601GEB5N       20170101004545005000010000 0500000000002618   
0601GEB5N       20170101004555005000010000 0500000000002621   
0601GEB5N       20170101004565005000010000 0500000000002623   
0601GEB5N       20170101004575005000010000 0500000000002626   
0601GEB5N       20170101004585005000010000 0500000000002628   
0601GEB5N       20170101004595005000010000 0500000000002631   
0601GEB5N       20170101004605005000010000 0500000000002634   
0601GEB5N       20170101004615005000010000 0500000000002636   
0601GEB5N       20170101004625005000010000 0500000000002638   
0601GEB5N       20170101004635005000010000 0500000000002641   
0601GEB5N       20170101004645005000010000 0500000000002643   
0601GEB5N       20170101004655005000010000 0500000000002646   
0601GEB5N       20170101004665005000010000 0500000000002648   
0601GEB5N       20170101004675005000010000 0500000000002651   
0601GEB5N       20170101004685005000010000 0500000000002653   
0601GEB5N       20170101004695005000010000 0500000000002656   
0601GEB5N       20170101004705005000010000 0500000000002658   
0601GEB5N       20170101004715005000010000 0500000000002660   
0601GEB5N       20170101004725005000010000 0500000000002663   
0601GEB5N       20170101004735005000010000 0500000000002665   
0601GEB5N       20170101004745005000010000 0500000000002668   
0601GEB5N       20170101004755005000010000 0500000000002670   
0601GEB5N       20170101004765005000010000 0500000000002672   
0601GEB5N       20170101004775005000010000 0500000000002675   
0601GEB5N       20170101004785005000010000 0500000000002677   
0601GEB5N       20170101004795005000010000 0500000000002679   
0601GEB5N       20170101004805005000010000 0500000000002682   
0601GEB5N       20170101004815005000010000 0500000000002684   
0601GEB5N       20170101004825005000010000 0500000000002686   
0601GEB5N       20170101004835005000020000 0500000000002690   
0601GEB5N       20170101004855005000020000 0500000000002694   
0601GEB5N       20170101004875005000020000 0500000000002699   
0601GEB5N       20170101004895005000020000 0500000000002703   
0601GEB5N       20170101004915005000020000 0500000000002707   
0601GEB5N       20170101004935005000020000 0500000000002712   
0601GEB5N       20170101004955005000020000 0500000000002716   
0601GEB5N       20170101004975005000020000 0500000000002721   
0601GEB5N       20170101004995005000020000 0500000000002725   
0601GEB5N       20170101005015005000020000 0500000000002729   
0601GEB5N       20170101005035005000020000 0500000000002733   
0601GEB5N       20170101005055005000020000 0500000000002738   
0601GEB5N       20170101005075005000020000 0500000000002742   
0601GEB5N       20170101005095005000020000 0500000000002746   
0601GEB5N       20170101005115005000020000 0500000000002750   
0601GEB5N       20170101005135005000020000 0500000000002754   
0601GEB5N       20170101005155005000020000 0500000000002758   
0601GEB5N       20170101005175005000020000 0500000000002762   
0601GEB5N       20170101005195005000020000 0500000000002766   
0601GEB5N       20170101005215005000020000 0500000000002770   
0601GEB5N       20170101005235005000020000 0500000000002774   
0601GEB5N       20170101005255005000020000 0500000000002778   
0601GEB5N       20170101005275005000020000 0500000000002781   
0601GEB5N       20170101005295005000020000 0500000000002785   
0601GEB5N       20170101005315005000020000 0500000000002789   
0601GEB5N       20170101005335005000020000 0500000000002793   
0601GEB5N       20170101005355005000020000 0500000000002796   
0601GEB5N       20170101005375005000020000 0500000000002800   
0601GEB5N       20170101005395005000020000 0500000000002804   
0601GEB5N       20170101005415005000020000 0500000000002807   
0601GEB5N       20170101005435005000020000 0500000000002811   
0601GEB5N       20170101005455005000020000 0500000000002815   
0601GEB5N       20170101005475005000020000 0500000000002818   
0601GEB5N       20170101005495005000020000 0500000000002822   
0601GEB5N       20170101005515005000020000 0500000000002825   
0601GEB5N       20170101005535005000020000 0500000000002829   
0601GEB5N       20170101005555005000020000 0500000000002833   
0601GEB5N       20170101005575005000020000 0500000000002837   
0601GEB5N       20170101005595005000020000 0500000000002840   
0601GEB5N       20170101005615005000020000 0500000000002844   
0601GEB5N       20170101005635005000020000 0500000000002848   
0601GEB5N       20170101005655005000020000 0500000000002851   
0601GEB5N       20170101005675005000020000 0500000000002855   
0601GEB5N       20170101005695005000020000 0500000000002858   
0601GEB5N       20170101005715005000020000 0500000000002862   
0601GEB5N       20170101005735005000020000 0500000000002866   
0601GEB5N       20170101005755005000020000 0500000000002869   
0601GEB5N       20170101005775005000020000 0500000000002872   
0601GEB5N       20170101005795005000020000 0500000000002876   
0601GEB5N       20170101005815005000020000 0500000000002879   
0601GEB5N       20170101005835005000020000 0500000000002883   
0601GEB5N       20170101005855005000020000 0500000000002886   
0601GEB5N       20170101005875005000020000 0500000000002890   
0601GEB5N       20170101005895005000020000 0500000000002894   
0601GEB5N       20170101005915005000020000 0500000000002897   
0601GEB5N       20170101005935005000020000 0500000000002901   
0601GEB5N       20170101005955005000020000 0500000000002904   
0601GEB5N       20170101005975005000020000 0500000000002908   
0601GEB5N       20170101005995005000020000 0500000000002911   
0601GEB5N       20170101006015005000020000 0500000000002915   
0601GEB5N       20170101006035005000020000 0500000000002918   
0601GEB5N       20170101006055005000020000 0500000000002921   
0601GEB5N       20170101006075005000020000 0500000000002925   
0601GEB5N       20170101006095005000020000 0500000000002928   
0601GEB5N       20170101006115005000020000 0500000000002931   
0601GEB5N       20170101006135005000020000 0500000000002935   
0601GEB5N       20170101006155005000020000 0500000000002938   
0601GEB5N       20170101006175005000020000 0500000000002941   
0601GEB5N       20170101006195005000020000 0500000000002945   
0601GEB5N       20170101006215005000020000 0500000000002948   
0601GEB5N       20170101006235005000020000 0500000000002951   
0601GEB5N       20170101006255005000020000 0500000000002954   
0601GEB5N       20170101006275005000020000 0500000000002957   
0601GEB5N       20170101006295005000020000 0500000000002961   
0601GEB5N       20170101006315005000020000 0500000000002964   
0601GEB5N       20170101006335005000020000 0500000000002967   
0601GEB5N       20170101006355005000020000 0500000000002970   
0601GEB5N       20170101006375005000020000 0500000000002973   
0601GEB5N       20170101006395005000020000 0500000000002976   
0601GEB5N       20170101006415005000020000 0500000000002979   
0601GEB5N       20170101006435005000020000 0500000000002982   
0601GEB5N       20170101006455005000020000 0500000000002985   
0601GEB5N       20170101006475005000020000 0500000000002988   
0601GEB5N       20170101006495005000020000 0500000000002991   
0601GEB5N       20170101006515005000020000 0500000000002994   
0601GEB5N       20170101006535005000020000 0500000000002997   
0601GEB5N       20170101006555005000020000 0500000000003000   
0601GEB5N       20170101006575005000020000 0500000000003002   
0601GEB5N       20170101006595005000020000 0500000000003005   
0601GEB5N       20170101006615005000020000 0500000000003008   
0601GEB5N       20170101006635005000020000 0500000000003011   
0601GEB5N       20170101006655005000020000 0500000000003014   
0601GEB5N       20170101006675005000020000 0500000000003017   
0601GEB5N       20170101006695005000020000 0500000000003019   
0601GEB5N       20170101006715005000020000 0500000000003022   
0601GEB5N       20170101006735005000020000 0500000000003025   
0601GEB5N       20170101006755005000020000 0500000000003028   
0601GEB5N       20170101006775005000020000 0500000000003030   
0601GEB5N       20170101006795005000020000 0500000000003033   
0601GEB5N       20170101006815005000020000 0500000000003036   
0601GEB5N       20170101006835005000020000 0500000000003038   
0601GEB5N       20170101006855005000020000 0500000000003041   
0601GEB5N       20170101006875005000020000 0500000000003044   
0601GEB5N       20170101006895005000020000 0500000000003046   
0601GEB5N       20170101006915005000020000 0500000000003049   
0601GEB5N       20170101006935005000020000 0500000000003051   
0601GEB5N       20170101006955005000020000 0500000000003054   
0601GEB5N       20170101006975005000020000 0500000000003056   
0601GEB5N       20170101006995005000020000 0500000000003059   
0601GEB5N       20170101007015005000020000 0500000000003062   
0601GEB5N       20170101007035005000020000 0500000000003064   
0601GEB5N       20170101007055005000020000 0500000000003067   
0601GEB5N       20170101007075005000020000 0500000000003070   
0601GEB5N       20170101007095005000020000 0500000000003073   
0601GEB5N       20170101007115005000020000 0500000000003076   
0601GEB5N       20170101007135005000020000 0500000000003079   
0601GEB5N       20170101007155005000020000 0500000000003082   
0601GEB5N       20170101007175005000020000 0500000000003085   
0601GEB5N       20170101007195005000020000 0500000000003087   
0601GEB5N       20170101007215005000020000 0500000000003090   
0601GEB5N       20170101007235005000020000 0500000000003093   
0601GEB5N       20170101007255005000020000 0500000000003096   
0601GEB5N       20170101007275005000020000 0500000000003099   
0601GEB5N       20170101007295005000020000 0500000000003102   
0601GEB5N       20170101007315005000020000 0500000000003104   
0601GEB5N       20170101007335005000020000 0500000000003107   
0601GEB5N       20170101007355005000020000 0500000000003110   
0601GEB5N       20170101007375005000020000 0500000000003113   
0601GEB5N       20170101007395005000020000 0500000000003115   
0601GEB5N       20170101007415005000020000 0500000000003118   
0601GEB5N       20170101007435005000020000 0500000000003121   
0601GEB5N       20170101007455005000020000 0500000000003123   
0601GEB5N       20170101007475005000020000 0500000000003126   
0601GEB5N       20170101007495005000020000 0500000000003129   
0601GEB5N       20170101007515005000020000 0500000000003131   
0601GEB5N       20170101007535005000020000 0500000000003134   
0601GEB5N       20170101007555005000020000 0500000000003137   
0601GEB5N       20170101007575005000020000 0500000000003139   
0601GEB5N       20170101007595005000020000 0500000000003142   
0601GEB5N       20170101007615005000020000 0500000000003144   
0601GEB5N       20170101007635005000020000 0500000000003147   
0601GEB5N       20170101007655005000020000 0500000000003149   
0601GEB5N       20170101007675005000020000 0500000000003152   
0601GEB5N       20170101007695005000020000 0500000000003154   
0601GEB5N       20170101007715005000020000 0500000000003157   
0601GEB5N       20170101007735005000020000 0500000000003160   
0601GEB5N       20170101007755005000020000 0500000000003162   
0601GEB5N       20170101007775005000020000 0500000000003164   
0601GEB5N       20170101007795005000020000 0500000000003167   
0601GEB5N       20170101007815005000020000 0500000000003169   
0601GEB5N       20170101007835005000020000 0500000000003172   
0601GEB5N       20170101007855005000020000 0500000000003174   
0601GEB5N       20170101007875005000020000 0500000000003177   
0601GEB5N       20170101007895005000020000 0500000000003179   
0601GEB5N       20170101007915005000020000 0500000000003182   
0601GEB5N       20170101007935005000020000 0500000000003184   
0601GEB5N       20170101007955005000020000 0500000000003187   
0601GEB5N       20170101007975005000020000 0500000000003189   
0601GEB5N       20170101007995005000020000 0500000000003192   
0601GEB5N       20170101008015005000020000 0500000000003194   
0601GEB5N       20170101008035005000020000 0500000000003197   
0601GEB5N       20170101008055005000020000 0500000000003199   
0601GEB5N       20170101008075005000020000 0500000000003202   
0601GEB5N       20170101008095005000020000 0500000000003204   
0601GEB5N       20170101008115005000020000 0500000000003207   
0601GEB5N       20170101008135005000020000 0500000000003209   
0601GEB5N       20170101008155005000020000 0500000000003212   
0601GEB5N       20170101008175005000020000 0500000000003214   
0601GEB5N       20170101008195005000020000 0500000000003216   
0601GEB5N       20170101008215005000020000 0500000000003219   
0601GEB5N       20170101008235005000020000 0500000000003221   
0601GEB5N       20170101008255005000020000 0500000000003224   
0601GEB5N       20170101008275005000020000 0500000000003226   
0601GEB5N       20170101008295005000020000 0500000000003228   
0601GEB5N       20170101008315005999999999 0500000000003231   
0601GEB0Y       20170101000000000000400000 0000000000000000   
0601GEB0Y       20170101000400005000005000 0000000000000006   
0601GEB0Y       20170101000405005000005000 0000000000000007   
0601GEB0Y       20170101000410005000005000 0000000000000007   
0601GEB0Y       20170101000415005000005000 0000000000000008   
0601GEB0Y       20170101000420005000005000 0000000000000009   
0601GEB0Y       20170101000425005000005000 0000000000000010   
0601GEB0Y       20170101000430005000005000 0000000000000011   
0601GEB0Y       20170101000435005000005000 0000000000000012   
0601GEB0Y       20170101000440005000005000 0000000000000013   
0601GEB0Y       20170101000445005000005000 0000000000000017   
0601GEB0Y       20170101000450005000005000 0000000000000030   
0601GEB0Y       20170101000455005000005000 0000000000000044   
0601GEB0Y       20170101000460005000005000 0000000000000057   
0601GEB0Y       20170101000465005000005000 0000000000000070   
0601GEB0Y       20170101000470005000005000 0000000000000083   
0601GEB0Y       20170101000475005000005000 0000000000000095   
0601GEB0Y       20170101000480005000005000 0000000000000107   
0601GEB0Y       20170101000485005000005000 0000000000000119   
0601GEB0Y       20170101000490005000005000 0000000000000130   
0601GEB0Y       20170101000495005000005000 0000000000000142   
0601GEB0Y       20170101000500005000005000 0000000000000153   
0601GEB0Y       20170101000505005000005000 0000000000000164   
0601GEB0Y       20170101000510005000005000 0000000000000174   
0601GEB0Y       20170101000515005000005000 0000000000000185   
0601GEB0Y       20170101000520005000005000 0000000000000197   
0601GEB0Y       20170101000525005000005000 0000000000000208   
0601GEB0Y       20170101000530005000005000 0000000000000220   
0601GEB0Y       20170101000535005000005000 0000000000000231   
0601GEB0Y       20170101000540005000005000 0000000000000242   
0601GEB0Y       20170101000545005000005000 0000000000000253   
0601GEB0Y       20170101000550005000005000 0000000000000263   
0601GEB0Y       20170101000555005000005000 0000000000000274   
0601GEB0Y       20170101000560005000005000 0000000000000286   
0601GEB0Y       20170101000565005000005000 0000000000000297   
0601GEB0Y       20170101000570005000005000 0000000000000309   
0601GEB0Y       20170101000575005000005000 0000000000000320   
0601GEB0Y       20170101000580005000005000 0000000000000331   
0601GEB0Y       20170101000585005000005000 0000000000000341   
0601GEB0Y       20170101000590005000005000 0000000000000352   
0601GEB0Y       20170101000595005000005000 0000000000000363   
0601GEB0Y       20170101000600005000005000 0000000000000374   
0601GEB0Y       20170101000605005000005000 0000000000000385   
0601GEB0Y       20170101000610005000005000 0000000000000397   
0601GEB0Y       20170101000615005000005000 0000000000000409   
0601GEB0Y       20170101000620005000005000 0000000000000420   
0601GEB0Y       20170101000625005000005000 0000000000000432   
0601GEB0Y       20170101000630005000005000 0000000000000443   
0601GEB0Y       20170101000635005000005000 0000000000000454   
0601GEB0Y       20170101000640005000005000 0000000000000466   
0601GEB0Y       20170101000645005000005000 0000000000000477   
0601GEB0Y       20170101000650005000005000 0000000000000489   
0601GEB0Y       20170101000655005000005000 0000000000000500   
0601GEB0Y       20170101000660005000005000 0000000000000512   
0601GEB0Y       20170101000665005000005000 0000000000000523   
0601GEB0Y       20170101000670005000005000 0000000000000534   
0601GEB0Y       20170101000675005000005000 0000000000000544   
0601GEB0Y       20170101000680005000005000 0000000000000555   
0601GEB0Y       20170101000685005000005000 0000000000000566   
0601GEB0Y       20170101000690005000005000 0000000000000577   
0601GEB0Y       20170101000695005000005000 0000000000000588   
0601GEB0Y       20170101000700005000005000 0000000000000599   
0601GEB0Y       20170101000705005000005000 0000000000000609   
0601GEB0Y       20170101000710005000005000 0000000000000619   
0601GEB0Y       20170101000715005000005000 0000000000000629   
0601GEB0Y       20170101000720005000005000 0000000000000639   
0601GEB0Y       20170101000725005000005000 0000000000000649   
0601GEB0Y       20170101000730005000005000 0000000000000659   
0601GEB0Y       20170101000735005000005000 0000000000000668   
0601GEB0Y       20170101000740005000005000 0000000000000679   
0601GEB0Y       20170101000745005000005000 0000000000000689   
0601GEB0Y       20170101000750005000005000 0000000000000699   
0601GEB0Y       20170101000755005000005000 0000000000000709   
0601GEB0Y       20170101000760005000005000 0000000000000719   
0601GEB0Y       20170101000765005000005000 0000000000000729   
0601GEB0Y       20170101000770005000005000 0000000000000739   
0601GEB0Y       20170101000775005000005000 0000000000000748   
0601GEB0Y       20170101000780005000005000 0000000000000758   
0601GEB0Y       20170101000785005000005000 0000000000000767   
0601GEB0Y       20170101000790005000005000 0000000000000776   
0601GEB0Y       20170101000795005000005000 0000000000000785   
0601GEB0Y       20170101000800005000005000 0000000000000794   
0601GEB0Y       20170101000805005000005000 0000000000000803   
0601GEB0Y       20170101000810005000005000 0000000000000812   
0601GEB0Y       20170101000815005000005000 0000000000000821   
0601GEB0Y       20170101000820005000005000 0000000000000830   
0601GEB0Y       20170101000825005000005000 0000000000000839   
0601GEB0Y       20170101000830005000005000 0000000000000848   
0601GEB0Y       20170101000835005000005000 0000000000000857   
0601GEB0Y       20170101000840005000005000 0000000000000866   
0601GEB0Y       20170101000845005000005000 0000000000000875   
0601GEB0Y       20170101000850005000005000 0000000000000884   
0601GEB0Y       20170101000855005000005000 0000000000000894   
0601GEB0Y       20170101000860005000005000 0000000000000903   
0601GEB0Y       20170101000865005000005000 0000000000000912   
0601GEB0Y       20170101000870005000005000 0000000000000921   
0601GEB0Y       20170101000875005000005000 0000000000000929   
0601GEB0Y       20170101000880005000005000 0000000000000938   
0601GEB0Y       20170101000885005000005000 0000000000000947   
0601GEB0Y       20170101000890005000005000 0000000000000955   
0601GEB0Y       20170101000895005000005000 0000000000000963   
0601GEB0Y       20170101000900005000005000 0000000000000972   
0601GEB0Y       20170101000905005000005000 0000000000000981   
0601GEB0Y       20170101000910005000005000 0000000000000989   
0601GEB0Y       20170101000915005000005000 0000000000000998   
0601GEB0Y       20170101000920005000005000 0000000000001006   
0601GEB0Y       20170101000925005000005000 0000000000001014   
0601GEB0Y       20170101000930005000005000 0000000000001022   
0601GEB0Y       20170101000935005000005000 0000000000001031   
0601GEB0Y       20170101000940005000005000 0000000000001039   
0601GEB0Y       20170101000945005000005000 0000000000001046   
0601GEB0Y       20170101000950005000005000 0000000000001054   
0601GEB0Y       20170101000955005000005000 0000000000001062   
0601GEB0Y       20170101000960005000005000 0000000000001070   
0601GEB0Y       20170101000965005000005000 0000000000001077   
0601GEB0Y       20170101000970005000005000 0000000000001085   
0601GEB0Y       20170101000975005000005000 0000000000001092   
0601GEB0Y       20170101000980005000005000 0000000000001100   
0601GEB0Y       20170101000985005000005000 0000000000001107   
0601GEB0Y       20170101000990005000005000 0000000000001115   
0601GEB0Y       20170101000995005000005000 0000000000001122   
0601GEB0Y       20170101001000005000005000 0000000000001130   
0601GEB0Y       20170101001005005000005000 0000000000001138   
0601GEB0Y       20170101001010005000005000 0000000000001146   
0601GEB0Y       20170101001015005000005000 0000000000001153   
0601GEB0Y       20170101001020005000005000 0000000000001161   
0601GEB0Y       20170101001025005000005000 0000000000001168   
0601GEB0Y       20170101001030005000005000 0000000000001176   
0601GEB0Y       20170101001035005000005000 0000000000001183   
0601GEB0Y       20170101001040005000005000 0000000000001191   
0601GEB0Y       20170101001045005000005000 0000000000001198   
0601GEB0Y       20170101001050005000005000 0000000000001205   
0601GEB0Y       20170101001055005000005000 0000000000001212   
0601GEB0Y       20170101001060005000005000 0000000000001219   
0601GEB0Y       20170101001065005000005000 0000000000001226   
0601GEB0Y       20170101001070005000005000 0000000000001233   
0601GEB0Y       20170101001075005000005000 0000000000001239   
0601GEB0Y       20170101001080005000005000 0000000000001246   
0601GEB0Y       20170101001085005000005000 0000000000001253   
0601GEB0Y       20170101001090005000005000 0000000000001259   
0601GEB0Y       20170101001095005000005000 0000000000001266   
0601GEB0Y       20170101001100005000005000 0000000000001272   
0601GEB0Y       20170101001105005000005000 0000000000001279   
0601GEB0Y       20170101001110005000005000 0000000000001285   
0601GEB0Y       20170101001115005000005000 0000000000001291   
0601GEB0Y       20170101001120005000005000 0000000000001298   
0601GEB0Y       20170101001125005000005000 0000000000001304   
0601GEB0Y       20170101001130005000005000 0000000000001311   
0601GEB0Y       20170101001135005000005000 0000000000001317   
0601GEB0Y       20170101001140005000005000 0000000000001324   
0601GEB0Y       20170101001145005000005000 0000000000001331   
0601GEB0Y       20170101001150005000005000 0000000000001337   
0601GEB0Y       20170101001155005000005000 0000000000001343   
0601GEB0Y       20170101001160005000005000 0000000000001349   
0601GEB0Y       20170101001165005000005000 0000000000001355   
0601GEB0Y       20170101001170005000005000 0000000000001362   
0601GEB0Y       20170101001175005000005000 0000000000001368   
0601GEB0Y       20170101001180005000005000 0000000000001374   
0601GEB0Y       20170101001185005000005000 0000000000001380   
0601GEB0Y       20170101001190005000005000 0000000000001386   
0601GEB0Y       20170101001195005000005000 0000000000001392   
0601GEB0Y       20170101001200005000005000 0000000000001398   
0601GEB0Y       20170101001205005000005000 0000000000001403   
0601GEB0Y       20170101001210005000005000 0000000000001409   
0601GEB0Y       20170101001215005000005000 0000000000001415   
0601GEB0Y       20170101001220005000005000 0000000000001421   
0601GEB0Y       20170101001225005000005000 0000000000001426   
0601GEB0Y       20170101001230005000005000 0000000000001432   
0601GEB0Y       20170101001235005000005000 0000000000001438   
0601GEB0Y       20170101001240005000005000 0000000000001444   
0601GEB0Y       20170101001245005000005000 0000000000001450   
0601GEB0Y       20170101001250005000005000 0000000000001456   
0601GEB0Y       20170101001255005000005000 0000000000001462   
0601GEB0Y       20170101001260005000005000 0000000000001467   
0601GEB0Y       20170101001265005000005000 0000000000001474   
0601GEB0Y       20170101001270005000005000 0000000000001479   
0601GEB0Y       20170101001275005000005000 0000000000001485   
0601GEB0Y       20170101001280005000005000 0000000000001490   
0601GEB0Y       20170101001285005000005000 0000000000001496   
0601GEB0Y       20170101001290005000005000 0000000000001502   
0601GEB0Y       20170101001295005000005000 0000000000001507   
0601GEB0Y       20170101001300005000005000 0000000000001513   
0601GEB0Y       20170101001305005000005000 0000000000001518   
0601GEB0Y       20170101001310005000005000 0000000000001524   
0601GEB0Y       20170101001315005000005000 0000000000001529   
0601GEB0Y       20170101001320005000005000 0000000000001535   
0601GEB0Y       20170101001325005000005000 0000000000001540   
0601GEB0Y       20170101001330005000005000 0000000000001546   
0601GEB0Y       20170101001335005000005000 0000000000001551   
0601GEB0Y       20170101001340005000005000 0000000000001557   
0601GEB0Y       20170101001345005000005000 0000000000001563   
0601GEB0Y       20170101001350005000005000 0000000000001568   
0601GEB0Y       20170101001355005000005000 0000000000001573   
0601GEB0Y       20170101001360005000005000 0000000000001579   
0601GEB0Y       20170101001365005000005000 0000000000001584   
0601GEB0Y       20170101001370005000005000 0000000000001589   
0601GEB0Y       20170101001375005000005000 0000000000001595   
0601GEB0Y       20170101001380005000005000 0000000000001600   
0601GEB0Y       20170101001385005000005000 0000000000001605   
0601GEB0Y       20170101001390005000005000 0000000000001610   
0601GEB0Y       20170101001395005000005000 0000000000001616   
0601GEB0Y       20170101001400005000005000 0000000000001621   
0601GEB0Y       20170101001405005000005000 0000000000001626   
0601GEB0Y       20170101001410005000005000 0000000000001632   
0601GEB0Y       20170101001415005000005000 0000000000001637   
0601GEB0Y       20170101001420005000005000 0000000000001642   
0601GEB0Y       20170101001425005000005000 0000000000001647   
0601GEB0Y       20170101001430005000005000 0000000000001652   
0601GEB0Y       20170101001435005000005000 0000000000001658   
0601GEB0Y       20170101001440005000005000 0000000000001663   
0601GEB0Y       20170101001445005000005000 0000000000001668   
0601GEB0Y       20170101001450005000005000 0000000000001673   
0601GEB0Y       20170101001455005000005000 0000000000001678   
0601GEB0Y       20170101001460005000005000 0000000000001684   
0601GEB0Y       20170101001465005000005000 0000000000001689   
0601GEB0Y       20170101001470005000005000 0000000000001694   
0601GEB0Y       20170101001475005000005000 0000000000001699   
0601GEB0Y       20170101001480005000005000 0000000000001705   
0601GEB0Y       20170101001485005000005000 0000000000001710   
0601GEB0Y       20170101001490005000005000 0000000000001715   
0601GEB0Y       20170101001495005000005000 0000000000001721   
0601GEB0Y       20170101001500005000005000 0000000000001726   
0601GEB0Y       20170101001505005000005000 0000000000001731   
0601GEB0Y       20170101001510005000005000 0000000000001738   
0601GEB0Y       20170101001515005000005000 0000000000001743   
0601GEB0Y       20170101001520005000005000 0000000000001749   
0601GEB0Y       20170101001525005000005000 0000000000001755   
0601GEB0Y       20170101001530005000005000 0000000000001761   
0601GEB0Y       20170101001535005000005000 0000000000001767   
0601GEB0Y       20170101001540005000005000 0000000000001773   
0601GEB0Y       20170101001545005000005000 0000000000001778   
0601GEB0Y       20170101001550005000005000 0000000000001784   
0601GEB0Y       20170101001555005000005000 0000000000001790   
0601GEB0Y       20170101001560005000005000 0000000000001795   
0601GEB0Y       20170101001565005000005000 0000000000001801   
0601GEB0Y       20170101001570005000005000 0000000000001807   
0601GEB0Y       20170101001575005000005000 0000000000001812   
0601GEB0Y       20170101001580005000005000 0000000000001818   
0601GEB0Y       20170101001585005000005000 0000000000001823   
0601GEB0Y       20170101001590005000005000 0000000000001829   
0601GEB0Y       20170101001595005000005000 0000000000001834   
0601GEB0Y       20170101001600005000005000 0000000000001840   
0601GEB0Y       20170101001605005000005000 0000000000001845   
0601GEB0Y       20170101001610005000005000 0000000000001850   
0601GEB0Y       20170101001615005000005000 0000000000001856   
0601GEB0Y       20170101001620005000005000 0000000000001861   
0601GEB0Y       20170101001625005000005000 0000000000001866   
0601GEB0Y       20170101001630005000005000 0000000000001871   
0601GEB0Y       20170101001635005000005000 0000000000001876   
0601GEB0Y       20170101001640005000005000 0000000000001881   
0601GEB0Y       20170101001645005000005000 0000000000001887   
0601GEB0Y       20170101001650005000005000 0000000000001892   
0601GEB0Y       20170101001655005000005000 0000000000001896   
0601GEB0Y       20170101001660005000005000 0000000000001902   
0601GEB0Y       20170101001665005000005000 0000000000001907   
0601GEB0Y       20170101001670005000005000 0000000000001911   
0601GEB0Y       20170101001675005000005000 0000000000001917   
0601GEB0Y       20170101001680005000005000 0000000000001921   
0601GEB0Y       20170101001685005000005000 0000000000001926   
0601GEB0Y       20170101001690005000005000 0000000000001931   
0601GEB0Y       20170101001695005000005000 0000000000001936   
0601GEB0Y       20170101001700005000005000 0000000000001940   
0601GEB0Y       20170101001705005000005000 0000000000001946   
0601GEB0Y       20170101001710005000005000 0000000000001950   
0601GEB0Y       20170101001715005000005000 0000000000001955   
0601GEB0Y       20170101001720005000005000 0000000000001960   
0601GEB0Y       20170101001725005000005000 0000000000001964   
0601GEB0Y       20170101001730005000005000 0000000000001968   
0601GEB0Y       20170101001735005000005000 0000000000001973   
0601GEB0Y       20170101001740005000005000 0000000000001978   
0601GEB0Y       20170101001745005000005000 0000000000001982   
0601GEB0Y       20170101001750005000005000 0000000000001987   
0601GEB0Y       20170101001755005000005000 0000000000001991   
0601GEB0Y       20170101001760005000005000 0000000000001996   
0601GEB0Y       20170101001765005000005000 0000000000002000   
0601GEB0Y       20170101001770005000005000 0000000000002005   
0601GEB0Y       20170101001775005000005000 0000000000002009   
0601GEB0Y       20170101001780005000005000 0000000000002013   
0601GEB0Y       20170101001785005000005000 0000000000002018   
0601GEB0Y       20170101001790005000005000 0000000000002022   
0601GEB0Y       20170101001795005000005000 0000000000002026   
0601GEB0Y       20170101001800005000005000 0000000000002030   
0601GEB0Y       20170101001805005000005000 0000000000002034   
0601GEB0Y       20170101001810005000005000 0000000000002038   
0601GEB0Y       20170101001815005000005000 0000000000002043   
0601GEB0Y       20170101001820005000005000 0000000000002047   
0601GEB0Y       20170101001825005000005000 0000000000002051   
0601GEB0Y       20170101001830005000005000 0000000000002055   
0601GEB0Y       20170101001835005000005000 0000000000002059   
0601GEB0Y       20170101001840005000005000 0000000000002063   
0601GEB0Y       20170101001845005000005000 0000000000002068   
0601GEB0Y       20170101001850005000005000 0000000000002072   
0601GEB0Y       20170101001855005000005000 0000000000002075   
0601GEB0Y       20170101001860005000005000 0000000000002080   
0601GEB0Y       20170101001865005000005000 0000000000002083   
0601GEB0Y       20170101001870005000005000 0000000000002087   
0601GEB0Y       20170101001875005000005000 0000000000002092   
0601GEB0Y       20170101001880005000005000 0000000000002095   
0601GEB0Y       20170101001885005000005000 0000000000002099   
0601GEB0Y       20170101001890005000005000 0000000000002103   
0601GEB0Y       20170101001895005000005000 0000000000002107   
0601GEB0Y       20170101001900005000005000 0000000000002110   
0601GEB0Y       20170101001905005000005000 0000000000002115   
0601GEB0Y       20170101001910005000005000 0000000000002118   
0601GEB0Y       20170101001915005000005000 0000000000002122   
0601GEB0Y       20170101001920005000005000 0000000000002126   
0601GEB0Y       20170101001925005000005000 0000000000002129   
0601GEB0Y       20170101001930005000005000 0000000000002133   
0601GEB0Y       20170101001935005000005000 0000000000002137   
0601GEB0Y       20170101001940005000005000 0000000000002141   
