00AG               20161121                                                                                   
0601AGC4Y       20170101000290100000005000 0400000050000020   
0601AGC4Y       20170101000295100000005000 0400000050000020   
0601AGC4Y       20170101000300100000005000 0400000060000020   
0601AGC4Y       20170101000305100000005000 0400000150000050   
0601AGC4Y       20170101000310100000005000 0400000150000050   
0601AGC4Y       20170101000315100000005000 0400000190000060   
0601AGC4Y       20170101000320100000005000 0400000190000060   
0601AGC4Y       20170101000325100000005000 0400000190000060   
0601AGC4Y       20170101000330100000005000 0400000260000080   
0601AGC4Y       20170101000335100000005000 0400000270000080   
0601AGC4Y       20170101000340100000005000 0400000300000090   
0601AGC4Y       20170101000345100000005000 0400000340000100   
0601AGC4Y       20170101000350100000005000 0400000350000100   
0601AGC4Y       20170101000355100000005000 0400000390000110   
0601AGC4Y       20170101000360100000005000 0400000430000120   
0601AGC4Y       20170101000365100000005000 0400000470000130   
0601AGC4Y       20170101000370100000005000 0400000520000140   
0601AGC4Y       20170101000375100000005000 0400000520000140   
0601AGC4Y       20170101000380100000005000 0400000570000150   
0601AGC4Y       20170101000385100000005000 0400000650000170   
0601AGC4Y       20170101000390100000005000 0400000700000180   
0601AGC4Y       20170101000395100000005000 0400000710000180   
0601AGC4Y       20170101000400100000005000 0400000760000190   
0601AGC4Y       20170101000405100000005000 0400000810000200   
0601AGC4Y       20170101000410100000005000 0400000820000200   
0601AGC4Y       20170101000415100000005000 0400000870000210   
0601AGC4Y       20170101000420100000005000 0400000920000220   
0601AGC4Y       20170101000425100000005000 0400000980000230   
0601AGC4Y       20170101000430100000005000 0400001030000240   
0601AGC4Y       20170101000435100000005000 0400001050000240   
0601AGC4Y       20170101000440100000005000 0400001100000250   
0601AGC4Y       20170101000445100000005000 0400001160000260   
0601AGC4Y       20170101000450100000005000 0400001220000270   
0601AGC4Y       20170101000455100000005000 0400001230000270   
0601AGC4Y       20170101000460100000005000 0400001290000280   
0601AGC4Y       20170101000465100000005000 0400001350000290   
0601AGC4Y       20170101000470100000005000 0400001410000300   
0601AGC4Y       20170101000475100000005000 0400001430000300   
0601AGC4Y       20170101000480100000005000 0400001490000310   
0601AGC4Y       20170101000485100000005000 0400001560000320   
0601AGC4Y       20170101000490100000005000 0400001620000330   
0601AGC4Y       20170101000495100000005000 0400001690000340   
0601AGC4Y       20170101000500100000005000 0400001700000340   
0601AGC4Y       20170101000505100000005000 0400001770000350   
0601AGC4Y       20170101000510100000005000 0400001840000360   
0601AGC4Y       20170101000515100000005000 0400001860000360   
0601AGC4Y       20170101000520100000005000 0400001930000370   
0601AGC4Y       20170101000525100000005000 0400002000000380   
0601AGC4Y       20170101000530100000005000 0400002020000380   
0601AGC4Y       20170101000535100000005000 0400002090000390   
0601AGC4Y       20170101000540100000005000 0400002170000400   
0601AGC4Y       20170101000545100000005000 0400002190000400   
0601AGC4Y       20170101000550100000005000 0400002260000410   
0601AGC4Y       20170101000555100000005000 0400002280000410   
0601AGC4Y       20170101000560100000005000 0400002360000420   
0601AGC4Y       20170101000565100000005000 0400002440000430   
0601AGC4Y       20170101000570100000005000 0400002460000430   
0601AGC4Y       20170101000575100000005000 0400002540000440   
0601AGC4Y       20170101000580100000005000 0400002560000440   
0601AGC4Y       20170101000585100000005000 0400002640000450   
0601AGC4Y       20170101000590100000005000 0400002720000460   
0601AGC4Y       20170101000595100000005000 0400002740000460   
0601AGC4Y       20170101000600100000005000 0400002830000470   
0601AGC4Y       20170101000605100000005000 0400002850000470   
0601AGC4Y       20170101000610100000005000 0400002940000480   
0601AGC4Y       20170101000615100000005000 0400002960000480   
0601AGC4Y       20170101000620100000005000 0400003050000490   
0601AGC4Y       20170101000625100000005000 0400003070000490   
0601AGC4Y       20170101000630100000005000 0400003160000500   
0601AGC4Y       20170101000635100000005000 0400003180000500   
0601AGC4Y       20170101000640100000005000 0400003270000510   
0601AGC4Y       20170101000645100000005000 0400003300000510   
0601AGC4Y       20170101000650100000005000 0400003390000520   
0601AGC4Y       20170101000655100000005000 0400003480000530   
0601AGC4Y       20170101000660100000005000 0400003510000530   
0601AGC4Y       20170101000665100000005000 0400003530000530   
0601AGC4Y       20170101000670100000005000 0400003630000540   
0601AGC4Y       20170101000675100000005000 0400003720000550   
0601AGC4Y       20170101000680100000005000 0400003750000550   
0601AGC4Y       20170101000685100000005000 0400003780000550   
0601AGC4Y       20170101000690100000005000 0400003870000560   
0601AGC4Y       20170101000695100000005000 0400003970000570   
0601AGC4Y       20170101000700100000005000 0400004000000570   
0601AGC4Y       20170101000705100000005000 0400004100000580   
0601AGC4Y       20170101000710100000005000 0400004130000580   
0601AGC4Y       20170101000715100000005000 0400004230000590   
0601AGC4Y       20170101000720100000005000 0400004260000590   
0601AGC4Y       20170101000725100000005000 0400004360000600   
0601AGC4Y       20170101000730100000005000 0400004390000600   
0601AGC4Y       20170101000735100000005000 0400004490000610   
0601AGC4Y       20170101000740100000005000 0400004520000610   
0601AGC4Y       20170101000745100000005000 0400004630000620   
0601AGC4Y       20170101000750100000005000 0400004740000630   
0601AGC4Y       20170101000755100000005000 0400004770000630   
0601AGC4Y       20170101000760100000005000 0400004880000640   
0601AGC4Y       20170101000765100000005000 0400004980000650   
0601AGC4Y       20170101000770100000005000 0400005020000650   
0601AGC4Y       20170101000775100000005000 0400005130000660   
0601AGC4Y       20170101000780100000005000 0400005240000670   
0601AGC4Y       20170101000785100000005000 0400005270000670   
0601AGC4Y       20170101000790100000005000 0400005380000680   
0601AGC4Y       20170101000795100000005000 0400005420000680   
0601AGC4Y       20170101000800100000005000 0400005530000690   
0601AGC4Y       20170101000805100000005000 0400005650000700   
0601AGC4Y       20170101000810100000005000 0400005680000700   
0601AGC4Y       20170101000815100000005000 0400005800000710   
0601AGC4Y       20170101000820100000005000 0400005830000710   
0601AGC4Y       20170101000825100000005000 0400005950000720   
0601AGC4Y       20170101000830100000005000 0400006070000730   
0601AGC4Y       20170101000835100000005000 0400006110000730   
0601AGC4Y       20170101000840100000005000 0400006230000740   
0601AGC4Y       20170101000845100000005000 0400006270000740   
0601AGC4Y       20170101000850100000005000 0400006390000750   
0601AGC4Y       20170101000855100000005000 0400006510000760   
0601AGC4Y       20170101000860100000005000 0400006550000760   
0601AGC4Y       20170101000865100000005000 0400006670000770   
0601AGC4Y       20170101000870100000005000 0400006710000770   
0601AGC4Y       20170101000875100000005000 0400006840000780   
0601AGC4Y       20170101000880100000005000 0400006880000780   
0601AGC4Y       20170101000885100000005000 0400007010000790   
0601AGC4Y       20170101000890100000005000 0400007050000790   
0601AGC4Y       20170101000895100000005000 0400007180000800   
0601AGC4Y       20170101000900100000005000 0400007310000810   
0601AGC4Y       20170101000905100000005000 0400007350000810   
0601AGC4Y       20170101000910100000005000 0400007480000820   
0601AGC4Y       20170101000915100000005000 0400007520000820   
0601AGC4Y       20170101000920100000005000 0400007650000830   
0601AGC4Y       20170101000925100000005000 0400007690000830   
0601AGC4Y       20170101000930100000005000 0400007830000840   
0601AGC4Y       20170101000935100000005000 0400007960000850   
0601AGC4Y       20170101000940100000005000 0400008010000850   
0601AGC4Y       20170101000945100000005000 0400008140000860   
0601AGC4Y       20170101000950100000005000 0400008190000860   
0601AGC4Y       20170101000955100000005000 0400008330000870   
0601AGC4Y       20170101000960100000005000 0400008370000870   
0601AGC4Y       20170101000965100000005000 0400008510000880   
0601AGC4Y       20170101000970100000005000 0400008550000880   
0601AGC4Y       20170101000975100000005000 0400008690000890   
0601AGC4Y       20170101000980100000005000 0400008740000890   
0601AGC4Y       20170101000985100000005000 0400008880000900   
0601AGC4Y       20170101000990100000005000 0400008930000900   
0601AGC4Y       20170101000995100000005000 0400009070000910   
0601AGC4Y       20170101001000100000050000 0400000000000940   
0601AGC4Y       20170101001050100000050000 0400000000000990   
0601AGC4Y       20170101001100100000050000 0400000000001030   
0601AGC4Y       20170101001150100000050000 0400000000001080   
0601AGC4Y       20170101001200100000050000 0400000000001130   
0601AGC4Y       20170101001250100000050000 0400000000001180   
0601AGC4Y       20170101001300100000050000 0400000000001220   
0601AGC4Y       20170101001350100000050000 0400000000001270   
0601AGC4Y       20170101001400100000050000 0400000000001320   
0601AGC4Y       20170101001450100000050000 0400000000001380   
0601AGC4Y       20170101001500100000050000 0400000000001420   
0601AGC4Y       20170101001550100000050000 0400000000001470   
0601AGC4Y       20170101001600100000050000 0400000000001520   
0601AGC4Y       20170101001650100000050000 0400000000001560   
0601AGC4Y       20170101001700100000050000 0400000000001600   
0601AGC4Y       20170101001750100000050000 0400000000001640   
0601AGC4Y       20170101001800100000050000 0400000000001670   
0601AGC4Y       20170101001850100000050000 0400000000001710   
0601AGC4Y       20170101001900100000050000 0400000000001740   
0601AGC4Y       20170101001950100000050000 0400000000001770   
0601AGC4Y       20170101002000100000050000 0400000000001810   
0601AGC4Y       20170101002050100000050000 0400000000001840   
0601AGC4Y       20170101002100100000050000 0400000000001870   
0601AGC4Y       20170101002150100000050000 0400000000001900   
0601AGC4Y       20170101002200100000050000 0400000000001920   
0601AGC4Y       20170101002250100000050000 0400000000001950   
0601AGC4Y       20170101002300100000050000 0400000000001970   
0601AGC4Y       20170101002350100000050000 0400000000002000   
0601AGC4Y       20170101002400100000050000 0400000000002020   
0601AGC4Y       20170101002450100000050000 0400000000002040   
0601AGC4Y       20170101002500100000050000 0400000000002060   
0601AGC4Y       20170101002550100000050000 0400000000002090   
0601AGC4Y       20170101002600100000050000 0400000000002110   
0601AGC4Y       20170101002650100000050000 0400000000002130   
0601AGC4Y       20170101002700100000050000 0400000000002140   
0601AGC4Y       20170101002750100000050000 0400000000002160   
0601AGC4Y       20170101002800100000050000 0400000000002180   
0601AGC4Y       20170101002850100000050000 0400000000002200   
0601AGC4Y       20170101002900100000050000 0400000000002210   
0601AGC4Y       20170101002950100000050000 0400000000002230   
0601AGC4Y       20170101003000100000500000 0400000000002320   
0601AGC4Y       20170101003500100000500000 0400000000002440   
0601AGC4Y       20170101004000100000500000 0400000000002540   
0601AGC4Y       20170101004500100000500000 0400000000002620   
0601AGC4Y       20170101005000100000500000 0400000000002690   
0601AGC4Y       20170101005500100000500000 0400000000002740   
0601AGC4Y       20170101006000100000500000 0400000000002790   
0601AGC4Y       20170101006500100000500000 0400000000002840   
0601AGC4Y       20170101007000100000500000 0400000000002880   
0601AGC4Y       20170101007500100000500000 0400000000002910   
0601AGC4Y       20170101008000100000500000 0400000000002940   
0601AGC4Y       20170101008500100000500000 0400000000002970   
0601AGC4Y       20170101009000100000500000 0400000000002990   
0601AGC4Y       20170101009500100000500000 0400000000003000   
0601AGC5Y       20170101000000100000025000 0500000020000000   
0601AGC5Y       20170101000025100000005000 0500000020000000   
0601AGC5Y       20170101000030100000005000 0500000020000000   
0601AGC5Y       20170101000035100000005000 0500000020000000   
0601AGC5Y       20170101000040100000005000 0500000020000000   
0601AGC5Y       20170101000045100000005000 0500000020000000   
0601AGC5Y       20170101000050100000005000 0500000020000000   
0601AGC5Y       20170101000055100000005000 0500000020000000   
0601AGC5Y       20170101000060100000005000 0500000020000000   
0601AGC5Y       20170101000065100000005000 0500000020000000   
0601AGC5Y       20170101000070100000005000 0500000020000000   
0601AGC5Y       20170101000075100000005000 0500000020000000   
0601AGC5Y       20170101000080100000005000 0500000020000000   
0601AGC5Y       20170101000085100000005000 0500000020000000   
0601AGC5Y       20170101000090100000005000 0500000020000000   
0601AGC5Y       20170101000095100000005000 0500000020000000   
0601AGC5Y       20170101000100100000005000 0500000020000000   
0601AGC5Y       20170101000105100000005000 0500000020000000   
0601AGC5Y       20170101000110100000005000 0500000020000000   
0601AGC5Y       20170101000115100000005000 0500000020000000   
0601AGC5Y       20170101000120100000005000 0500000020000000   
0601AGC5Y       20170101000125100000005000 0500000020000000   
0601AGC5Y       20170101000130100000005000 0500000020000000   
0601AGC5Y       20170101000135100000005000 0500000020000000   
0601AGC5Y       20170101000140100000005000 0500000020000000   
0601AGC5Y       20170101000145100000005000 0500000020000000   
0601AGC5Y       20170101000150100000005000 0500000020000000   
0601AGC5Y       20170101000155100000005000 0500000020000000   
0601AGC5Y       20170101000160100000005000 0500000020000000   
0601AGC5Y       20170101000165100000005000 0500000020000000   
0601AGC5Y       20170101000170100000005000 0500000020000000   
0601AGC5Y       20170101000175100000005000 0500000020000000   
0601AGC5Y       20170101000180100000005000 0500000020000000   
0601AGC5Y       20170101000185100000005000 0500000020000000   
0601AGC5Y       20170101000190100000005000 0500000020000000   
0601AGC5Y       20170101000195100000005000 0500000020000000   
0601AGC5Y       20170101000200100000005000 0500000020000000   
0601AGC5Y       20170101000205100000005000 0500000020000000   
0601AGC5Y       20170101000210100000005000 0500000020000000   
0601AGC5Y       20170101000215100000005000 0500000020000000   
0601AGC5Y       20170101000220100000005000 0500000020000000   
0601AGC5Y       20170101000225100000005000 0500000020000000   
0601AGC5Y       20170101000230100000005000 0500000020000000   
0601AGC5Y       20170101000235100000005000 0500000020000000   
0601AGC5Y       20170101000240100000005000 0500000020000000   
0601AGC5Y       20170101000245100000005000 0500000020000000   
0601AGC5Y       20170101000250100000005000 0500000020000000   
0601AGC5Y       20170101000255100000005000 0500000020000000   
0601AGC5Y       20170101000260100000005000 0500000020000000   
0601AGC5Y       20170101000265100000005000 0500000020000000   
0601AGC5Y       20170101000270100000005000 0500000020000000   
0601AGC5Y       20170101000275100000005000 0500000020000000   
0601AGC5Y       20170101000280100000005000 0500000020000000   
0601AGC5Y       20170101000285100000005000 0500000020000000   
0601AGC5Y       20170101000290100000005000 0500000020000000   
0601AGC5Y       20170101000295100000005000 0500000020000000   
0601AGC5Y       20170101000300100000005000 0500000030000010   
0601AGC5Y       20170101000305100000005000 0500000030000010   
0601AGC5Y       20170101000310100000005000 0500000030000010   
0601AGC5Y       20170101000315100000005000 0500000030000010   
0601AGC5Y       20170101000320100000005000 0500000030000010   
0601AGC5Y       20170101000325100000005000 0500000030000010   
0601AGC5Y       20170101000330100000005000 0500000030000010   
0601AGC5Y       20170101000335100000005000 0500000060000020   
0601AGC5Y       20170101000340100000005000 0500000060000020   
0601AGC5Y       20170101000345100000005000 0500000130000040   
0601AGC5Y       20170101000350100000005000 0500000140000040   
0601AGC5Y       20170101000355100000005000 0500000170000050   
0601AGC5Y       20170101000360100000005000 0500000180000050   
0601AGC5Y       20170101000365100000005000 0500000220000060   
0601AGC5Y       20170101000370100000005000 0500000220000060   
0601AGC5Y       20170101000375100000005000 0500000260000070   
0601AGC5Y       20170101000380100000005000 0500000300000080   
0601AGC5Y       20170101000385100000005000 0500000310000080   
0601AGC5Y       20170101000390100000005000 0500000350000090   
0601AGC5Y       20170101000395100000005000 0500000390000100   
0601AGC5Y       20170101000400100000005000 0500000440000110   
0601AGC5Y       20170101000405100000005000 0500000440000110   
0601AGC5Y       20170101000410100000005000 0500000490000120   
0601AGC5Y       20170101000415100000005000 0500000540000130   
0601AGC5Y       20170101000420100000005000 0500000540000130   
0601AGC5Y       20170101000425100000005000 0500000590000140   
0601AGC5Y       20170101000430100000005000 0500000690000160   
0601AGC5Y       20170101000435100000005000 0500000700000160   
0601AGC5Y       20170101000440100000005000 0500000750000170   
0601AGC5Y       20170101000445100000005000 0500000800000180   
0601AGC5Y       20170101000450100000005000 0500000810000180   
0601AGC5Y       20170101000455100000005000 0500000860000190   
0601AGC5Y       20170101000460100000005000 0500000920000200   
0601AGC5Y       20170101000465100000005000 0500000980000210   
0601AGC5Y       20170101000470100000005000 0500000990000210   
0601AGC5Y       20170101000475100000005000 0500001050000220   
0601AGC5Y       20170101000480100000005000 0500001100000230   
0601AGC5Y       20170101000485100000005000 0500001120000230   
0601AGC5Y       20170101000490100000005000 0500001180000240   
0601AGC5Y       20170101000495100000005000 0500001240000250   
0601AGC5Y       20170101000500100000005000 0500001250000250   
0601AGC5Y       20170101000505100000005000 0500001310000260   
0601AGC5Y       20170101000510100000005000 0500001380000270   
0601AGC5Y       20170101000515100000005000 0500001440000280   
0601AGC5Y       20170101000520100000005000 0500001510000290   
0601AGC5Y       20170101000525100000005000 0500001520000290   
0601AGC5Y       20170101000530100000005000 0500001590000300   
0601AGC5Y       20170101000535100000005000 0500001660000310   
0601AGC5Y       20170101000540100000005000 0500001680000310   
0601AGC5Y       20170101000545100000005000 0500001750000320   
0601AGC5Y       20170101000550100000005000 0500001760000320   
0601AGC5Y       20170101000555100000005000 0500001830000330   
0601AGC5Y       20170101000560100000005000 0500001910000340   
0601AGC5Y       20170101000565100000005000 0500001920000340   
0601AGC5Y       20170101000570100000005000 0500002000000350   
0601AGC5Y       20170101000575100000005000 0500002020000350   
0601AGC5Y       20170101000580100000005000 0500002090000360   
0601AGC5Y       20170101000585100000005000 0500002110000360   
0601AGC5Y       20170101000590100000005000 0500002190000370   
0601AGC5Y       20170101000595100000005000 0500002210000370   
0601AGC5Y       20170101000600100000005000 0500002280000380   
0601AGC5Y       20170101000605100000005000 0500002300000380   
0601AGC5Y       20170101000610100000005000 0500002380000390   
0601AGC5Y       20170101000615100000005000 0500002400000390   
0601AGC5Y       20170101000620100000005000 0500002490000400   
0601AGC5Y       20170101000625100000005000 0500002570000410   
0601AGC5Y       20170101000630100000005000 0500002590000410   
0601AGC5Y       20170101000635100000005000 0500002670000420   
0601AGC5Y       20170101000640100000005000 0500002690000420   
0601AGC5Y       20170101000645100000005000 0500002780000430   
0601AGC5Y       20170101000650100000005000 0500002870000440   
0601AGC5Y       20170101000655100000005000 0500002890000440   
0601AGC5Y       20170101000660100000005000 0500002980000450   
0601AGC5Y       20170101000665100000005000 0500003000000450   
0601AGC5Y       20170101000670100000005000 0500003090000460   
0601AGC5Y       20170101000675100000005000 0500003110000460   
0601AGC5Y       20170101000680100000005000 0500003200000470   
0601AGC5Y       20170101000685100000005000 0500003230000470   
0601AGC5Y       20170101000690100000005000 0500003320000480   
0601AGC5Y       20170101000695100000005000 0500003340000480   
0601AGC5Y       20170101000700100000005000 0500003440000490   
0601AGC5Y       20170101000705100000005000 0500003460000490   
0601AGC5Y       20170101000710100000005000 0500003560000500   
0601AGC5Y       20170101000715100000005000 0500003580000500   
0601AGC5Y       20170101000720100000005000 0500003680000510   
0601AGC5Y       20170101000725100000005000 0500003710000510   
0601AGC5Y       20170101000730100000005000 0500003800000520   
0601AGC5Y       20170101000735100000005000 0500003830000520   
0601AGC5Y       20170101000740100000005000 0500003930000530   
0601AGC5Y       20170101000745100000005000 0500003960000530   
0601AGC5Y       20170101000750100000005000 0500004060000540   
0601AGC5Y       20170101000755100000005000 0500004090000540   
0601AGC5Y       20170101000760100000005000 0500004190000550   
0601AGC5Y       20170101000765100000005000 0500004220000550   
0601AGC5Y       20170101000770100000005000 0500004320000560   
0601AGC5Y       20170101000775100000005000 0500004350000560   
0601AGC5Y       20170101000780100000005000 0500004460000570   
0601AGC5Y       20170101000785100000005000 0500004480000570   
0601AGC5Y       20170101000790100000005000 0500004590000580   
0601AGC5Y       20170101000795100000005000 0500004620000580   
0601AGC5Y       20170101000800100000005000 0500004730000590   
0601AGC5Y       20170101000805100000005000 0500004760000590   
0601AGC5Y       20170101000810100000005000 0500004870000600   
0601AGC5Y       20170101000815100000005000 0500004900000600   
0601AGC5Y       20170101000820100000005000 0500005010000610   
0601AGC5Y       20170101000825100000005000 0500005040000610   
0601AGC5Y       20170101000830100000005000 0500005160000620   
0601AGC5Y       20170101000835100000005000 0500005190000620   
0601AGC5Y       20170101000840100000005000 0500005300000630   
0601AGC5Y       20170101000845100000005000 0500005330000630   
0601AGC5Y       20170101000850100000005000 0500005450000640   
0601AGC5Y       20170101000855100000005000 0500005570000650   
0601AGC5Y       20170101000860100000005000 0500005600000650   
0601AGC5Y       20170101000865100000005000 0500005720000660   
0601AGC5Y       20170101000870100000005000 0500005750000660   
0601AGC5Y       20170101000875100000005000 0500005870000670   
0601AGC5Y       20170101000880100000005000 0500006000000680   
0601AGC5Y       20170101000885100000005000 0500006030000680   
0601AGC5Y       20170101000890100000005000 0500006150000690   
0601AGC5Y       20170101000895100000005000 0500006190000690   
0601AGC5Y       20170101000900100000005000 0500006310000700   
0601AGC5Y       20170101000905100000005000 0500006350000700   
0601AGC5Y       20170101000910100000005000 0500006470000710   
0601AGC5Y       20170101000915100000005000 0500006600000720   
0601AGC5Y       20170101000920100000005000 0500006640000720   
0601AGC5Y       20170101000925100000005000 0500006770000730   
0601AGC5Y       20170101000930100000005000 0500006800000730   
0601AGC5Y       20170101000935100000005000 0500006930000740   
0601AGC5Y       20170101000940100000005000 0500006970000740   
0601AGC5Y       20170101000945100000005000 0500007100000750   
0601AGC5Y       20170101000950100000005000 0500007230000760   
0601AGC5Y       20170101000955100000005000 0500007270000760   
0601AGC5Y       20170101000960100000005000 0500007410000770   
0601AGC5Y       20170101000965100000005000 0500007440000770   
0601AGC5Y       20170101000970100000005000 0500007580000780   
0601AGC5Y       20170101000975100000005000 0500007620000780   
0601AGC5Y       20170101000980100000005000 0500007760000790   
0601AGC5Y       20170101000985100000005000 0500007800000790   
0601AGC5Y       20170101000990100000005000 0500007940000800   
0601AGC5Y       20170101000995100000005000 0500008070000810   
0601AGC5Y       20170101001000100000050000 0500000000000830   
0601AGC5Y       20170101001050100000050000 0500000000000890   
0601AGC5Y       20170101001100100000050000 0500000000000930   
0601AGC5Y       20170101001150100000050000 0500000000000980   
0601AGC5Y       20170101001200100000050000 0500000000001030   
0601AGC5Y       20170101001250100000050000 0500000000001080   
0601AGC5Y       20170101001300100000050000 0500000000001130   
0601AGC5Y       20170101001350100000050000 0500000000001180   
0601AGC5Y       20170101001400100000050000 0500000000001220   
0601AGC5Y       20170101001450100000050000 0500000000001270   
0601AGC5Y       20170101001500100000050000 0500000000001330   
0601AGC5Y       20170101001550100000050000 0500000000001380   
0601AGC5Y       20170101001600100000050000 0500000000001420   
0601AGC5Y       20170101001650100000050000 0500000000001470   
0601AGC5Y       20170101001700100000050000 0500000000001510   
0601AGC5Y       20170101001750100000050000 0500000000001550   
0601AGC5Y       20170101001800100000050000 0500000000001590   
0601AGC5Y       20170101001850100000050000 0500000000001630   
0601AGC5Y       20170101001900100000050000 0500000000001660   
0601AGC5Y       20170101001950100000050000 0500000000001700   
0601AGC5Y       20170101002000100000050000 0500000000001730   
0601AGC5Y       20170101002050100000050000 0500000000001760   
0601AGC5Y       20170101002100100000050000 0500000000001800   
0601AGC5Y       20170101002150100000050000 0500000000001830   
0601AGC5Y       20170101002200100000050000 0500000000001860   
0601AGC5Y       20170101002250100000050000 0500000000001880   
0601AGC5Y       20170101002300100000050000 0500000000001910   
0601AGC5Y       20170101002350100000050000 0500000000001930   
0601AGC5Y       20170101002400100000050000 0500000000001960   
0601AGC5Y       20170101002450100000050000 0500000000001980   
0601AGC5Y       20170101002500100000050000 0500000000002010   
0601AGC5Y       20170101002550100000050000 0500000000002030   
0601AGC5Y       20170101002600100000050000 0500000000002050   
0601AGC5Y       20170101002650100000050000 0500000000002070   
0601AGC5Y       20170101002700100000050000 0500000000002090   
0601AGC5Y       20170101002750100000050000 0500000000002110   
0601AGC5Y       20170101002800100000050000 0500000000002130   
0601AGC5Y       20170101002850100000050000 0500000000002150   
0601AGC5Y       20170101002900100000050000 0500000000002160   
0601AGC5Y       20170101002950100000050000 0500000000002180   
0601AGC5Y       20170101003000100000500000 0500000000002270   
0601AGC5Y       20170101003500100000500000 0500000000002400   
0601AGC5Y       20170101004000100000500000 0500000000002510   
0601AGC5Y       20170101004500100000500000 0500000000002590   
0601AGC5Y       20170101005000100000500000 0500000000002660   
0601AGC5Y       20170101005500100000500000 0500000000002720   
0601AGC5Y       20170101006000100000500000 0500000000002770   
0601AGC5Y       20170101006500100000500000 0500000000002820   
0601AGC5Y       20170101007000100000500000 0500000000002860   
0601AGC5Y       20170101007500100000500000 0500000000002900   
0601AGC5Y       20170101008000100000500000 0500000000002930   
0601AGC5Y       20170101008500100000500000 0500000000002950   
0601AGC5Y       20170101009000100000500000 0500000000002970   
0601AGC5Y       20170101009500100000500000 0500000000002990   
0601AGC6Y       20170101000000100000025000 0600000020000000   
0601AGC6Y       20170101000025100000005000 0600000020000000   
0601AGC6Y       20170101000030100000005000 0600000020000000   
0601AGC6Y       20170101000035100000005000 0600000020000000   
0601AGC6Y       20170101000040100000005000 0600000020000000   
0601AGC6Y       20170101000045100000005000 0600000020000000   
0601AGC6Y       20170101000050100000005000 0600000020000000   
0601AGC6Y       20170101000055100000005000 0600000020000000   
0601AGC6Y       20170101000060100000005000 0600000020000000   
0601AGC6Y       20170101000065100000005000 0600000020000000   
0601AGC6Y       20170101000070100000005000 0600000020000000   
0601AGC6Y       20170101000075100000005000 0600000020000000   
0601AGC6Y       20170101000080100000005000 0600000020000000   
0601AGC6Y       20170101000085100000005000 0600000020000000   
0601AGC6Y       20170101000090100000005000 0600000020000000   
0601AGC6Y       20170101000095100000005000 0600000020000000   
0601AGC6Y       20170101000100100000005000 0600000020000000   
0601AGC6Y       20170101000105100000005000 0600000020000000   
0601AGC6Y       20170101000110100000005000 0600000020000000   
0601AGC6Y       20170101000115100000005000 0600000020000000   
0601AGC6Y       20170101000120100000005000 0600000020000000   
0601AGC6Y       20170101000125100000005000 0600000020000000   
0601AGC6Y       20170101000130100000005000 0600000020000000   
0601AGC6Y       20170101000135100000005000 0600000020000000   
0601AGC6Y       20170101000140100000005000 0600000020000000   
0601AGC6Y       20170101000145100000005000 0600000020000000   
0601AGC6Y       20170101000150100000005000 0600000020000000   
0601AGC6Y       20170101000155100000005000 0600000020000000   
0601AGC6Y       20170101000160100000005000 0600000020000000   
0601AGC6Y       20170101000165100000005000 0600000020000000   
0601AGC6Y       20170101000170100000005000 0600000020000000   
0601AGC6Y       20170101000175100000005000 0600000020000000   
0601AGC6Y       20170101000180100000005000 0600000020000000   
0601AGC6Y       20170101000185100000005000 0600000020000000   
0601AGC6Y       20170101000190100000005000 0600000020000000   
0601AGC6Y       20170101000195100000005000 0600000020000000   
0601AGC6Y       20170101000200100000005000 0600000020000000   
0601AGC6Y       20170101000205100000005000 0600000020000000   
0601AGC6Y       20170101000210100000005000 0600000020000000   
0601AGC6Y       20170101000215100000005000 0600000020000000   
0601AGC6Y       20170101000220100000005000 0600000020000000   
0601AGC6Y       20170101000225100000005000 0600000020000000   
0601AGC6Y       20170101000230100000005000 0600000020000000   
0601AGC6Y       20170101000235100000005000 0600000020000000   
0601AGC6Y       20170101000240100000005000 0600000020000000   
0601AGC6Y       20170101000245100000005000 0600000020000000   
0601AGC6Y       20170101000250100000005000 0600000020000000   
0601AGC6Y       20170101000255100000005000 0600000020000000   
0601AGC6Y       20170101000260100000005000 0600000020000000   
0601AGC6Y       20170101000265100000005000 0600000020000000   
0601AGC6Y       20170101000270100000005000 0600000020000000   
0601AGC6Y       20170101000275100000005000 0600000020000000   
0601AGC6Y       20170101000280100000005000 0600000020000000   
0601AGC6Y       20170101000285100000005000 0600000020000000   
0601AGC6Y       20170101000290100000005000 0600000020000000   
0601AGC6Y       20170101000295100000005000 0600000020000000   
0601AGC6Y       20170101000300100000005000 0600000030000010   
0601AGC6Y       20170101000305100000005000 0600000030000010   
0601AGC6Y       20170101000310100000005000 0600000030000010   
0601AGC6Y       20170101000315100000005000 0600000030000010   
0601AGC6Y       20170101000320100000005000 0600000030000010   
0601AGC6Y       20170101000325100000005000 0600000030000010   
0601AGC6Y       20170101000330100000005000 0600000030000010   
0601AGC6Y       20170101000335100000005000 0600000030000010   
0601AGC6Y       20170101000340100000005000 0600000030000010   
0601AGC6Y       20170101000345100000005000 0600000030000010   
0601AGC6Y       20170101000350100000005000 0600000030000010   
0601AGC6Y       20170101000355100000005000 0600000030000010   
0601AGC6Y       20170101000360100000005000 0600000030000010   
0601AGC6Y       20170101000365100000005000 0600000030000010   
0601AGC6Y       20170101000370100000005000 0600000030000010   
0601AGC6Y       20170101000375100000005000 0600000030000010   
